index;source;destination;slots;max_length
1;5;3;4;1500
2;4;5;4;1500
3;1;2;6;600
4;5;1;4;1500
5;2;3;4;1500
6;4;5;6;600
7;4;2;4;1500
8;3;4;3;3000
9;1;2;6;600
10;3;2;5;1500
11;4;1;3;3000
12;3;2;5;1500
13;2;3;6;600
14;4;5;4;1500
15;4;5;5;1500
16;5;3;3;3000
17;1;2;5;1500
18;1;2;6;600
19;4;3;3;3000
20;5;2;4;1500
21;5;4;3;3000
22;2;3;3;3000
23;2;3;4;1500
24;4;3;6;600
25;4;2;5;1500
26;5;2;4;1500
27;5;2;6;600
28;1;2;6;600
29;1;2;3;3000
30;3;2;4;1500
31;3;5;6;600
32;5;4;3;3000
33;2;5;6;600
34;5;1;4;1500
35;1;2;6;600
36;5;1;5;1500
37;5;1;4;1500
38;5;2;4;1500
39;3;1;5;1500
40;1;2;3;3000
41;5;3;4;1500
42;4;5;5;1500
43;4;1;5;1500
44;1;2;6;600
45;2;5;6;600
46;5;1;4;1500
47;4;3;3;3000
48;2;5;5;1500
49;1;2;3;3000
50;2;3;4;1500
51;2;3;4;1500
52;4;1;6;600
53;4;5;4;1500
54;5;3;6;600
55;5;4;5;1500
56;3;2;6;600
57;4;2;5;1500
58;4;2;4;1500
59;3;1;3;3000
60;1;2;3;3000
61;3;4;6;600
62;3;4;6;600
63;1;2;3;3000
64;5;4;5;1500
65;5;3;3;3000
66;5;2;5;1500
67;5;3;5;1500
68;2;1;6;600
69;4;5;5;1500
70;2;3;3;3000
71;3;2;3;3000
72;1;2;5;1500
73;5;2;6;600
74;2;5;4;1500
75;5;3;5;1500
76;5;1;6;600
77;4;1;5;1500
78;5;4;3;3000
79;1;2;5;1500
80;5;3;5;1500
81;4;5;6;600
82;3;4;3;3000
83;2;4;5;1500
84;2;4;4;1500
85;2;1;6;600
86;5;4;6;600
87;3;4;6;600
88;5;3;3;3000
89;5;2;5;1500
90;3;2;4;1500
91;3;5;4;1500
92;5;1;5;1500
93;5;2;3;3000
94;3;2;6;600
95;5;3;3;3000
96;1;2;4;1500
97;5;4;4;1500
98;3;5;6;600
99;2;4;4;1500
100;4;2;4;1500
101;3;5;6;600
102;1;2;4;1500
103;4;3;5;1500
104;2;3;4;1500
105;4;2;6;600
106;4;5;3;3000
107;5;4;4;1500
108;5;4;4;1500
109;4;2;4;1500
110;1;2;6;600
111;5;1;6;600
112;3;2;6;600
113;5;1;6;600
114;5;2;6;600
115;4;2;6;600
116;1;2;6;600
117;3;5;3;3000
118;5;2;6;600
119;1;2;6;600
120;3;4;4;1500
121;2;1;4;1500
122;5;1;5;1500
123;1;2;3;3000
124;1;2;5;1500
125;4;1;4;1500
126;1;2;6;600
127;4;1;4;1500
128;1;2;5;1500
129;2;3;3;3000
130;2;1;6;600
131;1;2;6;600
132;2;4;5;1500
133;1;2;3;3000
134;2;5;6;600
135;4;5;6;600
136;4;2;4;1500
137;3;5;5;1500
138;4;1;6;600
139;1;2;3;3000
140;5;2;5;1500
141;1;2;5;1500
142;1;2;3;3000
143;5;1;3;3000
144;2;1;3;3000
145;2;4;6;600
146;4;1;3;3000
147;1;2;6;600
148;3;5;3;3000
149;5;3;3;3000
150;4;1;3;3000
151;4;3;5;1500
152;5;3;5;1500
153;3;1;6;600
154;4;5;3;3000
155;3;1;5;1500
156;3;4;6;600
157;2;5;6;600
158;5;1;6;600
159;2;1;3;3000
160;2;5;4;1500
161;1;2;3;3000
162;5;2;4;1500
163;2;1;6;600
164;4;3;5;1500
165;1;2;5;1500
166;4;2;3;3000
167;2;4;6;600
168;4;5;5;1500
169;4;5;6;600
170;2;3;4;1500
171;1;2;3;3000
172;3;2;4;1500
173;4;5;6;600
174;5;3;5;1500
175;5;4;4;1500
176;4;2;3;3000
177;5;2;4;1500
178;1;2;3;3000
179;5;2;3;3000
180;2;5;3;3000
181;1;2;5;1500
182;4;2;6;600
183;5;1;6;600
184;2;1;5;1500
185;2;5;4;1500
186;3;1;5;1500
187;3;5;6;600
188;4;1;3;3000
189;1;2;6;600
190;4;3;5;1500
191;3;5;4;1500
192;4;1;5;1500
193;4;2;4;1500
194;5;4;4;1500
195;3;1;5;1500
196;3;2;5;1500
197;2;1;3;3000
198;4;3;5;1500
199;3;1;5;1500
200;2;1;6;600
201;5;2;4;1500
202;2;4;3;3000
203;1;2;4;1500
204;2;3;4;1500
205;3;5;6;600
206;1;2;3;3000
207;3;1;5;1500
208;3;2;5;1500
209;5;3;4;1500
210;4;3;3;3000
211;5;2;4;1500
212;5;4;6;600
213;1;2;3;3000
214;2;1;3;3000
215;1;2;3;3000
216;4;5;4;1500
217;2;1;3;3000
218;3;2;3;3000
219;4;5;6;600
220;2;5;5;1500
221;5;1;6;600
222;2;3;4;1500
223;2;5;6;600
224;4;1;4;1500
225;5;4;5;1500
226;5;4;6;600
227;1;2;6;600
228;1;2;6;600
229;4;5;4;1500
230;2;4;3;3000
231;5;3;5;1500
232;5;3;4;1500
233;4;2;5;1500
234;1;2;6;600
235;3;1;5;1500
236;3;5;3;3000
237;5;2;5;1500
238;4;2;4;1500
239;1;2;3;3000
240;4;3;6;600
241;5;2;3;3000
242;1;2;4;1500
243;5;2;4;1500
244;2;4;6;600
245;3;5;6;600
246;4;2;4;1500
247;1;2;4;1500
248;3;2;5;1500
249;5;3;4;1500
250;1;2;6;600
251;2;4;6;600
252;4;5;4;1500
253;5;3;4;1500
254;1;2;5;1500
255;2;4;3;3000
256;5;1;5;1500
257;2;1;5;1500
258;3;2;5;1500
259;5;3;3;3000
260;4;2;3;3000
261;1;2;3;3000
262;4;3;3;3000
263;2;5;4;1500
264;2;4;3;3000
265;5;2;4;1500
266;1;2;5;1500
267;2;3;6;600
268;4;5;6;600
269;5;4;5;1500
270;4;2;6;600
271;4;1;5;1500
272;2;3;6;600
273;2;5;3;3000
274;3;2;4;1500
275;5;2;5;1500
276;2;1;6;600
277;3;5;5;1500
278;4;5;6;600
279;4;5;3;3000
280;2;4;3;3000
281;1;2;3;3000
282;3;5;5;1500
283;2;1;3;3000
284;5;2;6;600
285;1;2;5;1500
286;4;5;5;1500
287;5;1;5;1500
288;5;4;5;1500
289;2;4;6;600
290;4;2;6;600
