index;source;destination;slots;max_length
1;5;4;5;1500
2;4;3;6;600
3;3;5;5;1500
4;1;2;3;3000
5;2;4;4;1500
6;4;1;3;3000
7;5;2;3;3000
8;1;2;3;3000
9;3;5;5;1500
10;4;1;6;600
11;3;1;3;3000
12;4;3;6;600
13;4;2;3;3000
14;5;2;3;3000
15;4;2;5;1500
16;4;3;3;3000
17;2;5;3;3000
18;2;5;6;600
19;5;1;5;1500
20;1;2;5;1500
21;3;5;4;1500
22;5;4;6;600
23;1;2;6;600
24;1;2;5;1500
25;4;1;6;600
26;5;2;6;600
27;2;3;4;1500
28;4;1;6;600
29;2;1;3;3000
30;4;3;5;1500
31;1;2;4;1500
32;1;2;6;600
33;4;3;6;600
34;5;3;4;1500
35;5;4;5;1500
36;1;2;4;1500
37;2;3;5;1500
38;5;4;5;1500
39;4;1;6;600
40;1;2;4;1500
41;1;2;6;600
42;2;4;5;1500
43;5;2;3;3000
44;1;2;5;1500
45;1;2;5;1500
46;2;3;5;1500
47;3;1;5;1500
48;2;5;4;1500
49;3;1;6;600
50;1;2;6;600
51;3;5;3;3000
52;4;5;6;600
53;2;5;3;3000
54;2;3;4;1500
55;5;1;6;600
56;2;1;6;600
57;3;1;4;1500
58;2;4;4;1500
59;2;5;3;3000
60;1;2;6;600
61;4;1;3;3000
62;1;2;5;1500
63;2;4;4;1500
64;2;4;3;3000
65;2;4;4;1500
66;2;3;4;1500
67;4;2;6;600
68;4;1;3;3000
69;1;2;3;3000
70;2;1;4;1500
71;2;4;3;3000
72;2;4;4;1500
73;2;4;6;600
74;3;2;3;3000
75;1;2;3;3000
76;2;3;4;1500
77;1;2;5;1500
78;4;3;5;1500
79;2;3;5;1500
80;5;4;4;1500
81;5;3;6;600
82;1;2;4;1500
83;5;3;5;1500
84;2;4;6;600
85;2;5;4;1500
86;1;2;4;1500
87;5;4;5;1500
88;2;3;3;3000
89;5;2;4;1500
90;3;2;3;3000
91;2;3;5;1500
92;2;1;3;3000
93;3;4;3;3000
94;1;2;6;600
95;2;1;3;3000
96;5;1;3;3000
97;4;5;6;600
98;4;1;3;3000
99;1;2;5;1500
100;3;5;6;600
101;2;4;5;1500
102;1;2;5;1500
103;2;1;4;1500
104;5;4;5;1500
105;1;2;6;600
106;4;2;3;3000
107;5;2;4;1500
108;2;3;3;3000
109;2;3;3;3000
110;2;3;3;3000
111;2;3;6;600
112;1;2;4;1500
113;3;4;5;1500
114;5;3;4;1500
115;3;4;5;1500
116;4;5;3;3000
117;4;3;6;600
118;1;2;3;3000
119;2;1;6;600
120;1;2;4;1500
121;4;5;5;1500
122;4;1;6;600
123;3;1;4;1500
124;3;2;3;3000
125;5;3;5;1500
126;1;2;5;1500
127;1;2;6;600
128;4;5;4;1500
129;3;5;5;1500
130;2;4;6;600
131;4;1;5;1500
132;2;5;4;1500
133;5;2;4;1500
134;2;4;6;600
135;5;1;5;1500
136;2;3;4;1500
137;5;2;6;600
138;2;3;6;600
139;4;2;4;1500
140;3;5;3;3000
141;1;2;6;600
