index;source;destination;slots;max_length
1;1;2;3;3000
2;2;4;4;1500
3;1;2;6;600
4;1;2;4;1500
5;3;1;6;600
6;3;2;3;3000
7;2;4;6;600
8;1;2;4;1500
9;4;3;3;3000
10;4;1;5;1500
11;3;1;4;1500
12;5;1;3;3000
13;5;3;6;600
14;5;3;5;1500
15;3;1;3;3000
16;3;4;5;1500
17;5;2;3;3000
18;2;3;6;600
19;1;2;3;3000
20;1;2;6;600
21;5;4;4;1500
22;1;2;5;1500
23;1;2;3;3000
24;3;4;3;3000
25;4;2;5;1500
26;1;2;6;600
27;2;5;5;1500
28;4;2;6;600
29;2;1;4;1500
30;4;2;4;1500
31;1;2;3;3000
32;1;2;4;1500
33;3;2;3;3000
34;1;2;6;600
35;4;5;3;3000
36;5;4;3;3000
37;4;5;5;1500
38;2;1;3;3000
39;5;4;4;1500
40;2;1;4;1500
41;1;2;6;600
42;1;2;3;3000
43;5;4;3;3000
44;2;5;5;1500
45;1;2;3;3000
46;1;2;6;600
47;3;1;5;1500
48;2;4;6;600
49;3;2;3;3000
50;2;4;4;1500
51;2;3;4;1500
52;4;1;6;600
53;4;3;3;3000
54;1;2;3;3000
55;3;1;5;1500
56;2;3;4;1500
57;5;4;3;3000
58;4;1;3;3000
59;1;2;4;1500
60;2;4;3;3000
61;3;4;3;3000
62;2;4;4;1500
63;3;4;4;1500
64;2;5;3;3000
65;1;2;5;1500
66;5;4;3;3000
67;1;2;4;1500
68;1;2;5;1500
69;2;5;5;1500
70;5;3;3;3000
71;1;2;6;600
72;2;3;5;1500
73;1;2;3;3000
74;5;3;6;600
75;5;1;5;1500
76;3;2;3;3000
77;2;5;6;600
78;3;5;4;1500
79;4;5;4;1500
80;4;3;6;600
81;1;2;3;3000
82;2;3;4;1500
83;4;5;3;3000
84;5;1;3;3000
85;2;3;5;1500
86;1;2;4;1500
87;5;3;3;3000
88;4;5;3;3000
89;3;4;6;600
90;2;4;3;3000
91;1;2;4;1500
92;2;4;3;3000
93;2;5;3;3000
94;4;3;5;1500
95;2;5;4;1500
96;1;2;6;600
97;4;5;4;1500
98;3;1;3;3000
99;1;2;3;3000
100;1;2;4;1500
101;2;4;3;3000
102;4;3;3;3000
103;4;1;5;1500
104;2;1;6;600
105;1;2;4;1500
106;3;1;6;600
107;4;2;5;1500
108;3;2;4;1500
109;4;1;5;1500
110;3;4;5;1500
111;3;1;4;1500
112;5;4;4;1500
113;2;5;3;3000
114;2;3;6;600
115;4;2;5;1500
