index;source;destination;slots;max_length
1;5;4;3;3000
2;1;2;3;3000
3;2;3;4;1500
4;2;5;4;1500
5;4;1;4;1500
6;2;5;6;600
7;2;1;3;3000
8;3;4;5;1500
9;2;4;5;1500
10;3;4;3;3000
11;4;1;3;3000
12;2;4;4;1500
13;2;5;5;1500
14;5;1;4;1500
15;5;3;3;3000
16;2;4;6;600
17;5;2;5;1500
18;5;4;6;600
19;3;5;3;3000
20;3;4;4;1500
21;3;5;3;3000
22;4;3;3;3000
23;2;5;3;3000
24;3;5;3;3000
25;2;1;6;600
26;3;4;4;1500
27;4;1;6;600
28;2;3;4;1500
29;4;2;5;1500
30;1;2;6;600
31;3;2;6;600
32;3;4;6;600
33;2;1;5;1500
34;4;2;3;3000
35;5;2;4;1500
36;2;5;3;3000
37;5;1;4;1500
38;4;1;6;600
39;3;2;6;600
40;5;3;4;1500
41;2;5;4;1500
42;4;2;4;1500
43;4;1;3;3000
44;3;2;5;1500
45;3;2;4;1500
46;4;2;5;1500
47;5;3;3;3000
48;3;1;3;3000
49;2;5;4;1500
50;1;2;6;600
51;5;2;3;3000
52;4;1;5;1500
53;2;3;6;600
54;1;2;5;1500
55;4;5;6;600
56;5;2;6;600
57;5;2;4;1500
58;4;1;3;3000
59;2;1;5;1500
60;5;2;3;3000
61;1;2;5;1500
62;4;5;4;1500
63;3;4;6;600
64;4;3;5;1500
65;4;2;5;1500
66;3;5;5;1500
67;4;3;6;600
68;2;5;4;1500
69;3;5;3;3000
70;2;5;3;3000
71;2;4;4;1500
72;5;4;5;1500
73;1;2;5;1500
74;1;2;3;3000
75;1;2;3;3000
76;1;2;4;1500
77;4;3;3;3000
78;2;3;5;1500
79;5;2;4;1500
80;1;2;6;600
81;5;3;3;3000
82;2;3;5;1500
83;2;1;4;1500
84;2;3;3;3000
85;1;2;4;1500
86;2;1;6;600
87;1;2;6;600
88;3;5;6;600
89;3;1;5;1500
90;5;4;4;1500
91;2;4;5;1500
92;5;3;5;1500
93;4;5;6;600
94;2;1;6;600
95;1;2;5;1500
96;3;2;5;1500
97;1;2;5;1500
98;5;3;5;1500
99;2;1;3;3000
100;5;2;6;600
101;5;2;6;600
102;1;2;6;600
103;1;2;4;1500
104;5;2;5;1500
105;3;5;5;1500
106;5;4;3;3000
107;3;2;3;3000
108;4;3;4;1500
109;3;2;4;1500
110;2;3;6;600
111;4;3;3;3000
112;2;5;6;600
113;5;4;4;1500
114;5;4;3;3000
115;5;1;6;600
116;5;3;3;3000
117;2;1;4;1500
118;1;2;6;600
119;5;2;4;1500
120;4;5;5;1500
121;2;1;5;1500
122;3;2;6;600
123;2;3;4;1500
124;3;1;3;3000
125;3;2;3;3000
126;1;2;3;3000
127;5;3;5;1500
128;4;2;5;1500
129;2;1;4;1500
130;1;2;4;1500
131;4;5;5;1500
132;2;4;6;600
133;2;3;5;1500
134;4;5;3;3000
135;5;2;4;1500
136;5;4;4;1500
137;5;2;4;1500
138;3;5;6;600
139;5;3;6;600
140;1;2;6;600
141;2;5;4;1500
142;4;2;6;600
143;3;5;5;1500
144;4;2;5;1500
145;1;2;3;3000
146;2;4;4;1500
147;4;2;4;1500
148;3;2;6;600
149;4;1;6;600
150;1;2;4;1500
151;1;2;6;600
152;1;2;4;1500
153;2;5;3;3000
154;2;5;4;1500
155;3;1;4;1500
156;3;5;5;1500
157;2;1;4;1500
158;4;2;5;1500
159;2;4;4;1500
160;3;5;5;1500
161;4;2;4;1500
