index;source;destination;slots;max_length
1;2;3;5;1500
2;2;5;6;600
3;4;2;4;1500
4;2;5;3;3000
5;4;5;4;1500
6;5;3;3;3000
7;1;2;5;1500
8;1;2;5;1500
9;1;2;4;1500
10;5;3;6;600
11;4;2;3;3000
12;4;2;5;1500
13;3;5;5;1500
14;2;4;4;1500
15;3;5;4;1500
16;2;1;6;600
17;5;1;4;1500
18;3;2;3;3000
19;4;1;3;3000
20;5;3;6;600
21;1;2;3;3000
22;4;5;4;1500
23;5;2;3;3000
24;5;2;4;1500
25;5;1;6;600
26;3;1;6;600
27;3;2;6;600
28;3;1;5;1500
29;1;2;6;600
30;4;3;6;600
31;2;4;3;3000
32;4;1;5;1500
33;4;2;4;1500
34;1;2;4;1500
35;3;2;6;600
36;5;4;6;600
37;5;2;4;1500
38;1;2;3;3000
39;5;2;4;1500
40;1;2;3;3000
41;3;5;3;3000
42;2;5;6;600
43;3;2;3;3000
44;1;2;5;1500
45;4;2;3;3000
46;5;4;4;1500
47;3;5;4;1500
48;4;5;3;3000
49;2;1;5;1500
50;5;1;3;3000
51;5;4;5;1500
52;2;1;4;1500
53;5;4;6;600
54;2;4;5;1500
55;5;3;5;1500
56;1;2;5;1500
57;3;1;5;1500
58;2;4;4;1500
59;5;4;5;1500
60;3;1;3;3000
61;5;3;6;600
62;2;1;6;600
63;2;3;3;3000
64;4;5;6;600
65;2;3;5;1500
66;1;2;4;1500
67;4;5;5;1500
68;1;2;5;1500
69;3;1;3;3000
70;5;4;6;600
71;1;2;3;3000
72;3;2;6;600
73;2;3;4;1500
74;1;2;6;600
75;2;1;5;1500
76;4;2;6;600
77;5;4;6;600
78;3;2;5;1500
79;1;2;3;3000
80;2;3;6;600
81;5;1;6;600
82;1;2;6;600
83;2;4;6;600
84;1;2;3;3000
85;4;1;6;600
86;1;2;4;1500
87;5;1;4;1500
88;3;4;5;1500
89;3;2;3;3000
90;3;4;3;3000
91;2;3;4;1500
92;1;2;4;1500
