index;source;destination;slots;max_length
1;2;4;6;600
2;4;5;4;1500
3;3;2;4;1500
4;1;2;3;3000
5;4;1;6;600
6;1;2;3;3000
7;5;1;6;600
8;5;3;6;600
9;4;1;5;1500
10;5;2;4;1500
11;4;3;6;600
12;5;1;3;3000
13;1;2;5;1500
14;3;5;6;600
15;2;5;5;1500
16;1;2;6;600
17;1;2;4;1500
18;2;3;5;1500
19;5;2;3;3000
20;2;5;5;1500
21;4;1;3;3000
22;5;2;4;1500
23;2;1;5;1500
24;5;1;5;1500
25;4;1;3;3000
26;5;1;5;1500
27;1;2;3;3000
28;3;4;6;600
29;2;3;4;1500
30;5;1;5;1500
31;1;2;4;1500
32;5;4;6;600
33;1;2;4;1500
34;4;3;5;1500
35;1;2;3;3000
36;4;1;6;600
37;2;1;3;3000
38;3;5;3;3000
39;3;4;3;3000
40;5;4;3;3000
41;1;2;3;3000
42;5;4;5;1500
43;5;4;4;1500
44;2;4;3;3000
45;5;4;3;3000
46;5;1;6;600
47;3;1;4;1500
48;4;3;3;3000
49;4;1;4;1500
50;2;3;3;3000
51;4;5;6;600
52;1;2;4;1500
53;2;4;3;3000
54;4;2;5;1500
55;1;2;6;600
56;3;1;5;1500
57;3;1;3;3000
58;3;5;6;600
59;2;4;5;1500
60;3;4;5;1500
61;3;1;5;1500
62;3;5;6;600
63;1;2;3;3000
64;5;3;4;1500
65;2;3;4;1500
66;5;2;3;3000
67;1;2;5;1500
68;1;2;5;1500
69;3;2;5;1500
70;1;2;3;3000
71;1;2;3;3000
72;4;1;6;600
73;5;2;4;1500
74;2;4;5;1500
75;5;2;3;3000
76;5;2;3;3000
77;1;2;6;600
78;5;1;3;3000
79;3;1;4;1500
80;1;2;5;1500
81;2;1;3;3000
82;4;3;4;1500
83;2;4;5;1500
84;4;3;6;600
85;4;3;4;1500
86;4;1;6;600
87;4;5;4;1500
88;1;2;6;600
89;3;5;3;3000
90;4;1;6;600
91;2;1;4;1500
92;4;2;5;1500
93;3;1;5;1500
94;4;3;3;3000
95;5;3;6;600
96;3;4;6;600
97;5;2;6;600
98;4;3;3;3000
99;4;1;5;1500
100;3;2;4;1500
101;2;1;6;600
102;4;1;3;3000
103;1;2;6;600
104;2;5;6;600
105;2;5;6;600
106;3;2;4;1500
107;1;2;5;1500
108;4;2;3;3000
109;5;2;5;1500
110;2;1;4;1500
111;4;1;4;1500
112;5;1;3;3000
113;2;5;4;1500
114;1;2;5;1500
115;4;3;3;3000
116;2;4;5;1500
117;2;1;5;1500
118;4;5;6;600
119;4;3;6;600
120;4;1;6;600
121;4;5;5;1500
122;4;3;6;600
123;2;3;5;1500
124;2;5;4;1500
125;5;1;5;1500
126;3;1;4;1500
127;5;3;4;1500
128;5;3;5;1500
129;5;3;3;3000
130;1;2;3;3000
131;1;2;4;1500
132;3;1;5;1500
133;3;2;4;1500
134;3;4;5;1500
135;1;2;5;1500
136;4;5;3;3000
137;2;4;6;600
138;1;2;4;1500
139;3;4;4;1500
140;2;4;4;1500
141;4;5;5;1500
142;5;1;3;3000
143;2;5;3;3000
144;3;2;6;600
145;2;1;4;1500
146;5;2;3;3000
147;5;4;4;1500
148;4;1;4;1500
149;5;1;4;1500
150;1;2;3;3000
151;1;2;5;1500
152;2;5;4;1500
153;3;4;5;1500
154;2;4;6;600
155;4;3;3;3000
156;3;1;6;600
157;2;1;5;1500
158;2;4;4;1500
159;1;2;3;3000
160;2;3;5;1500
161;4;3;6;600
162;5;1;6;600
163;2;5;6;600
164;4;3;5;1500
165;4;1;3;3000
166;3;5;4;1500
167;4;2;5;1500
168;1;2;4;1500
169;2;3;6;600
170;1;2;5;1500
171;4;1;3;3000
172;3;4;5;1500
173;3;5;3;3000
174;4;1;5;1500
175;2;1;4;1500
176;2;1;6;600
177;3;5;3;3000
178;2;4;4;1500
179;5;4;5;1500
180;3;1;5;1500
181;4;1;6;600
182;5;2;6;600
183;4;5;6;600
184;5;1;3;3000
185;1;2;5;1500
186;2;5;5;1500
187;5;3;6;600
188;5;2;3;3000
189;3;1;6;600
190;3;1;5;1500
191;3;2;3;3000
192;1;2;3;3000
193;3;2;4;1500
194;2;5;5;1500
195;5;2;6;600
196;1;2;5;1500
197;3;2;5;1500
198;1;2;6;600
199;2;5;3;3000
200;4;3;6;600
201;1;2;5;1500
202;5;4;6;600
203;2;3;3;3000
204;3;1;3;3000
205;2;3;6;600
206;3;1;4;1500
207;4;2;5;1500
208;2;1;6;600
209;3;5;3;3000
210;1;2;5;1500
211;1;2;3;3000
212;3;2;6;600
213;1;2;6;600
214;4;5;4;1500
215;5;4;3;3000
216;1;2;5;1500
217;4;1;6;600
218;2;3;3;3000
219;3;1;4;1500
220;5;1;4;1500
221;3;4;3;3000
222;1;2;5;1500
223;2;3;4;1500
224;2;5;6;600
225;4;5;5;1500
226;3;4;5;1500
227;5;1;3;3000
228;1;2;3;3000
229;5;4;4;1500
230;5;2;3;3000
231;5;3;3;3000
232;4;5;3;3000
233;2;4;5;1500
234;5;4;3;3000
235;2;3;4;1500
236;4;1;5;1500
237;4;3;3;3000
238;3;1;5;1500
239;4;3;6;600
240;1;2;5;1500
241;2;4;6;600
242;1;2;6;600
243;3;2;5;1500
244;1;2;6;600
245;4;2;3;3000
246;5;1;5;1500
247;4;2;5;1500
248;4;1;4;1500
249;3;5;5;1500
250;3;5;5;1500
251;3;2;4;1500
252;5;3;5;1500
253;5;1;6;600
254;2;3;6;600
255;4;5;3;3000
256;2;5;4;1500
257;1;2;6;600
258;3;2;3;3000
259;5;2;6;600
260;5;3;4;1500
261;4;1;3;3000
262;1;2;6;600
263;4;2;4;1500
264;4;5;6;600
265;3;5;4;1500
266;4;3;4;1500
267;3;2;5;1500
268;1;2;5;1500
269;3;1;4;1500
270;4;2;4;1500
271;4;3;6;600
272;4;5;5;1500
273;4;1;6;600
274;4;1;6;600
275;5;2;4;1500
276;3;1;5;1500
277;3;2;6;600
278;3;4;4;1500
279;2;5;5;1500
280;2;3;4;1500
281;3;1;5;1500
282;3;5;6;600
283;3;5;6;600
284;3;1;5;1500
285;5;1;3;3000
286;4;1;6;600
287;4;2;4;1500
288;5;3;6;600
289;4;1;3;3000
290;3;5;5;1500
291;4;5;5;1500
292;3;2;6;600
293;4;1;5;1500
294;3;1;5;1500
295;3;4;5;1500
296;3;5;3;3000
297;2;4;3;3000
298;3;1;5;1500
299;4;5;4;1500
300;1;2;4;1500
301;3;5;6;600
302;2;5;6;600
303;2;3;3;3000
304;2;1;6;600
305;3;4;4;1500
306;3;2;6;600
307;1;2;6;600
308;1;2;6;600
309;4;1;4;1500
310;3;5;3;3000
311;4;5;3;3000
312;4;5;5;1500
313;2;4;6;600
314;2;1;4;1500
315;3;2;5;1500
316;3;5;5;1500
317;4;3;4;1500
318;3;1;5;1500
319;4;2;3;3000
320;5;3;3;3000
321;1;2;5;1500
322;3;2;5;1500
323;5;1;4;1500
324;1;2;4;1500
325;1;2;6;600
326;3;1;3;3000
327;5;3;6;600
328;2;3;6;600
329;1;2;4;1500
330;2;3;3;3000
331;4;5;4;1500
332;2;1;6;600
333;4;5;3;3000
334;4;3;3;3000
335;4;3;3;3000
336;1;2;5;1500
337;4;3;4;1500
338;5;1;5;1500
339;2;1;4;1500
340;3;2;6;600
341;4;3;6;600
342;4;5;3;3000
343;4;3;4;1500
344;2;4;4;1500
345;2;5;5;1500
346;3;5;6;600
347;5;4;6;600
348;4;3;5;1500
349;3;4;4;1500
350;1;2;4;1500
351;5;2;4;1500
352;3;1;4;1500
353;3;2;6;600
354;4;1;3;3000
355;1;2;4;1500
356;1;2;4;1500
357;2;5;3;3000
358;2;3;4;1500
359;4;1;6;600
360;5;2;3;3000
361;4;3;6;600
362;2;3;6;600
363;1;2;4;1500
364;4;1;5;1500
365;4;2;3;3000
366;5;2;3;3000
367;4;3;4;1500
368;4;3;5;1500
369;2;5;4;1500
370;1;2;6;600
371;3;4;6;600
372;3;5;5;1500
373;1;2;3;3000
374;4;2;5;1500
375;3;4;6;600
376;2;1;3;3000
377;4;5;6;600
378;5;4;4;1500
379;2;5;6;600
380;3;2;5;1500
381;3;1;6;600
382;3;2;6;600
383;5;1;4;1500
384;4;2;6;600
385;3;1;3;3000
386;2;1;4;1500
387;1;2;3;3000
388;2;1;3;3000
389;4;2;4;1500
390;1;2;5;1500
391;1;2;5;1500
392;3;1;5;1500
393;2;4;6;600
394;4;3;3;3000
395;2;3;5;1500
396;2;3;5;1500
397;5;2;4;1500
398;1;2;3;3000
399;3;5;6;600
400;2;1;4;1500
401;2;1;3;3000
402;2;5;4;1500
403;4;3;4;1500
404;2;3;3;3000
