index;source;destination;slots;max_length
1;4;3;4;1500
2;1;2;3;3000
3;2;1;4;1500
4;3;1;4;1500
5;4;1;5;1500
6;4;2;6;600
7;1;2;6;600
8;1;2;3;3000
9;3;1;4;1500
10;5;1;5;1500
11;1;2;6;600
12;5;3;3;3000
13;5;3;6;600
14;3;1;3;3000
15;1;2;5;1500
16;5;2;6;600
17;1;2;4;1500
18;4;3;6;600
19;1;2;5;1500
20;2;3;6;600
21;2;1;4;1500
22;1;2;5;1500
23;1;2;6;600
24;2;3;5;1500
25;5;2;3;3000
26;1;2;6;600
27;1;2;6;600
28;2;1;6;600
29;5;4;4;1500
30;2;1;4;1500
31;1;2;5;1500
32;4;5;3;3000
33;1;2;5;1500
34;2;1;5;1500
35;5;3;4;1500
36;1;2;6;600
37;2;5;3;3000
38;5;1;6;600
39;4;5;6;600
40;4;2;6;600
41;1;2;3;3000
42;2;3;5;1500
43;5;4;5;1500
44;5;4;5;1500
45;4;2;4;1500
46;1;2;6;600
47;2;1;3;3000
48;2;3;3;3000
49;3;1;5;1500
50;1;2;6;600
51;3;1;6;600
52;1;2;5;1500
53;4;5;5;1500
54;3;4;3;3000
55;1;2;5;1500
56;2;4;6;600
57;3;2;6;600
58;2;5;4;1500
59;3;5;5;1500
60;3;4;3;3000
61;3;5;4;1500
62;4;3;3;3000
63;5;2;6;600
64;5;2;4;1500
65;1;2;4;1500
66;1;2;6;600
67;3;4;3;3000
68;1;2;3;3000
69;3;5;4;1500
70;2;4;5;1500
71;3;4;3;3000
72;1;2;5;1500
73;4;3;5;1500
74;2;1;4;1500
75;3;4;3;3000
76;5;1;5;1500
77;2;5;5;1500
78;2;4;5;1500
79;2;4;5;1500
80;5;2;3;3000
81;5;1;6;600
82;5;3;4;1500
83;5;4;6;600
84;2;5;4;1500
85;4;1;5;1500
86;1;2;4;1500
87;4;3;4;1500
88;1;2;6;600
89;3;1;6;600
90;1;2;6;600
91;1;2;3;3000
92;4;5;6;600
93;1;2;6;600
94;5;1;3;3000
95;5;4;3;3000
96;5;3;3;3000
97;3;1;4;1500
98;2;5;5;1500
99;2;5;5;1500
100;1;2;5;1500
101;1;2;4;1500
102;4;3;3;3000
103;3;1;5;1500
104;1;2;5;1500
