Iter  | Wout Imp | LB         | Lagr Cost | Real Cost | UB     | Step   | Lambda   | Feasibility | Time      | 
1     | 0        | 41.000000  | 41.000000 | 41.000000 | 84.000 | 0.0000 | 2.000000 | NO          | 0.768301  | 
2     | 1        | 41.000000  | 35.524804 | 41.000000 | 84.000 | 0.1368 | 2.000000 | NO          | 0.794983  | 
3     | 0        | 46.823001  | 46.823001 | 41.000000 | 84.000 | 0.1282 | 2.000000 | NO          | 0.818812  | 
4     | 0        | 52.715089  | 52.715089 | 59.000000 | 84.000 | 0.1061 | 2.000000 | NO          | 0.840800  | 
5     | 1        | 52.715089  | 49.643475 | 47.000000 | 84.000 | 0.0835 | 2.000000 | NO          | 0.862323  | 
6     | 0        | 54.336156  | 54.336156 | 47.000000 | 84.000 | 0.1236 | 2.000000 | NO          | 0.862560  | 
7     | 1        | 54.336156  | 52.373705 | 56.000000 | 84.000 | 0.0939 | 2.000000 | NO          | 0.862726  | 
8     | 0        | 56.429965  | 56.429965 | 60.000000 | 84.000 | 0.0946 | 2.000000 | NO          | 0.862876  | 
9     | 1        | 56.429965  | 54.633883 | 51.000000 | 84.000 | 0.1010 | 2.000000 | NO          | 0.863017  | 
10    | 2        | 56.429965  | 55.193952 | 57.000000 | 84.000 | 0.1053 | 2.000000 | NO          | 0.863165  | 
11    | 0        | 56.568502  | 56.568502 | 55.000000 | 84.000 | 0.1055 | 2.000000 | NO          | 0.863313  | 
12    | 0        | 57.765054  | 57.765054 | 68.000000 | 84.000 | 0.0973 | 2.000000 | NO          | 0.863462  | 
13    | 0        | 59.057306  | 59.057306 | 54.000000 | 84.000 | 0.0930 | 2.000000 | NO          | 0.863613  | 
14    | 1        | 59.057306  | 58.642066 | 57.000000 | 84.000 | 0.0988 | 2.000000 | NO          | 0.863764  | 
15    | 2        | 59.057306  | 58.208610 | 53.000000 | 84.000 | 0.0651 | 2.000000 | NO          | 0.863914  | 
16    | 0        | 60.313499  | 60.313499 | 67.000000 | 84.000 | 0.0982 | 2.000000 | NO          | 0.864061  | 
17    | 1        | 60.313499  | 59.983335 | 65.000000 | 84.000 | 0.0892 | 2.000000 | NO          | 0.864217  | 
18    | 2        | 60.313499  | 59.025192 | 51.000000 | 84.000 | 0.0878 | 2.000000 | NO          | 0.864369  | 
19    | 3        | 60.313499  | 59.252765 | 54.000000 | 84.000 | 0.0830 | 2.000000 | NO          | 0.864515  | 
20    | 4        | 60.313499  | 59.916688 | 63.000000 | 84.000 | 0.0898 | 2.000000 | NO          | 0.864682  | 
21    | 5        | 60.313499  | 59.527412 | 65.000000 | 84.000 | 0.0776 | 2.000000 | NO          | 0.864831  | 
22    | 6        | 60.313499  | 59.920305 | 53.000000 | 84.000 | 0.0942 | 2.000000 | NO          | 0.865006  | 
23    | 7        | 60.313499  | 58.416130 | 73.000000 | 84.000 | 0.0808 | 2.000000 | NO          | 0.865164  | 
24    | 8        | 60.313499  | 59.196083 | 55.000000 | 84.000 | 0.0755 | 2.000000 | NO          | 0.865335  | 
25    | 9        | 60.313499  | 60.113132 | 65.000000 | 84.000 | 0.0835 | 2.000000 | NO          | 0.865494  | 
26    | 10       | 60.313499  | 59.964645 | 53.000000 | 84.000 | 0.0894 | 2.000000 | NO          | 0.865654  | 
27    | 0        | 61.089765  | 61.089765 | 75.000000 | 84.000 | 0.0839 | 2.000000 | NO          | 0.865830  | 
28    | 1        | 61.089765  | 59.107134 | 57.000000 | 84.000 | 0.0812 | 2.000000 | NO          | 0.865988  | 
29    | 2        | 61.089765  | 58.814367 | 53.000000 | 84.000 | 0.0913 | 2.000000 | NO          | 0.866140  | 
30    | 3        | 61.089765  | 60.963945 | 62.000000 | 84.000 | 0.0772 | 2.000000 | NO          | 0.887778  | 
31    | 4        | 61.089765  | 59.388916 | 68.000000 | 84.000 | 0.0877 | 2.000000 | NO          | 0.888012  | 
32    | 0        | 62.092840  | 62.092840 | 63.000000 | 84.000 | 0.0873 | 2.000000 | NO          | 0.888185  | 
33    | 1        | 62.092840  | 59.075446 | 57.000000 | 84.000 | 0.0708 | 2.000000 | NO          | 0.888340  | 
34    | 2        | 62.092840  | 60.064783 | 61.000000 | 84.000 | 0.0834 | 2.000000 | NO          | 0.888487  | 
35    | 3        | 62.092840  | 61.331653 | 65.000000 | 84.000 | 0.0800 | 2.000000 | NO          | 0.888647  | 
36    | 4        | 62.092840  | 61.668710 | 57.000000 | 84.000 | 0.0869 | 2.000000 | NO          | 0.888808  | 
37    | 5        | 62.092840  | 58.987714 | 62.000000 | 84.000 | 0.0712 | 2.000000 | NO          | 0.888965  | 
38    | 6        | 62.092840  | 60.615748 | 69.000000 | 84.000 | 0.0904 | 2.000000 | NO          | 0.889124  | 
39    | 7        | 62.092840  | 61.138702 | 57.000000 | 84.000 | 0.0792 | 2.000000 | NO          | 0.889271  | 
40    | 8        | 62.092840  | 59.694148 | 61.000000 | 84.000 | 0.0692 | 2.000000 | NO          | 0.889420  | 
41    | 9        | 62.092840  | 60.306607 | 65.000000 | 84.000 | 0.0818 | 2.000000 | NO          | 0.889576  | 
42    | 10       | 62.092840  | 60.235016 | 57.000000 | 84.000 | 0.0815 | 2.000000 | NO          | 0.889735  | 
43    | 11       | 62.092840  | 61.497154 | 62.000000 | 84.000 | 0.0828 | 2.000000 | NO          | 0.889891  | 
44    | 12       | 62.092840  | 60.975533 | 75.000000 | 84.000 | 0.0813 | 2.000000 | NO          | 0.890044  | 
45    | 13       | 62.092840  | 61.009703 | 53.000000 | 84.000 | 0.0860 | 2.000000 | NO          | 0.890195  | 
46    | 14       | 62.092840  | 61.488283 | 63.000000 | 84.000 | 0.0742 | 2.000000 | NO          | 0.890351  | 
47    | 15       | 62.092840  | 61.439376 | 73.000000 | 84.000 | 0.0815 | 2.000000 | NO          | 0.890504  | 
48    | 0        | 62.565835  | 62.565835 | 61.000000 | 84.000 | 0.0740 | 2.000000 | NO          | 0.890669  | 
49    | 1        | 62.565835  | 62.444045 | 73.000000 | 84.000 | 0.0801 | 2.000000 | NO          | 0.890828  | 
50    | 2        | 62.565835  | 60.058727 | 68.000000 | 84.000 | 0.0597 | 2.000000 | NO          | 0.890984  | 
51    | 3        | 62.565835  | 59.118437 | 57.000000 | 84.000 | 0.0871 | 2.000000 | NO          | 0.891129  | 
52    | 4        | 62.565835  | 62.290157 | 74.000000 | 84.000 | 0.0833 | 2.000000 | NO          | 0.891278  | 
53    | 0        | 62.962467  | 62.962467 | 59.000000 | 84.000 | 0.0778 | 2.000000 | NO          | 0.891435  | 
54    | 1        | 62.962467  | 60.032890 | 73.000000 | 84.000 | 0.0705 | 2.000000 | NO          | 0.891590  | 
55    | 2        | 62.962467  | 61.394322 | 63.000000 | 84.000 | 0.0810 | 2.000000 | NO          | 0.891757  | 
56    | 3        | 62.962467  | 62.523796 | 56.000000 | 84.000 | 0.0831 | 2.000000 | NO          | 0.891912  | 
57    | 0        | 63.569014  | 63.569014 | 65.000000 | 84.000 | 0.0821 | 2.000000 | NO          | 0.892065  | 
58    | 1        | 63.569014  | 63.234255 | 74.000000 | 84.000 | 0.0787 | 2.000000 | NO          | 0.892218  | 
59    | 2        | 63.569014  | 63.356671 | 53.000000 | 84.000 | 0.0719 | 2.000000 | NO          | 0.892373  | 
60    | 3        | 63.569014  | 62.879059 | 65.000000 | 84.000 | 0.0717 | 2.000000 | NO          | 0.919193  | 
61    | 4        | 63.569014  | 62.065829 | 66.000000 | 84.000 | 0.0764 | 2.000000 | NO          | 0.919423  | 
62    | 0        | 64.100228  | 64.100228 | 63.000000 | 84.000 | 0.0806 | 2.000000 | NO          | 0.919609  | 
63    | 1        | 64.100228  | 61.893569 | 69.000000 | 84.000 | 0.0672 | 2.000000 | NO          | 0.919801  | 
64    | 2        | 64.100228  | 63.515714 | 69.000000 | 84.000 | 0.0839 | 2.000000 | NO          | 0.919971  | 
65    | 3        | 64.100228  | 63.238885 | 63.000000 | 84.000 | 0.0747 | 2.000000 | NO          | 0.920128  | 
66    | 4        | 64.100228  | 61.760722 | 69.000000 | 84.000 | 0.0694 | 2.000000 | NO          | 0.920286  | 
67    | 5        | 64.100228  | 62.104297 | 59.000000 | 84.000 | 0.0759 | 2.000000 | NO          | 0.920503  | 
68    | 6        | 64.100228  | 62.554445 | 77.000000 | 84.000 | 0.0815 | 2.000000 | NO          | 0.920690  | 
69    | 7        | 64.100228  | 63.988433 | 69.000000 | 84.000 | 0.0806 | 2.000000 | NO          | 0.920843  | 
70    | 8        | 64.100228  | 62.311663 | 53.000000 | 84.000 | 0.0633 | 2.000000 | NO          | 0.920991  | 
71    | 9        | 64.100228  | 62.624252 | 79.000000 | 84.000 | 0.0819 | 2.000000 | NO          | 0.921137  | 
72    | 10       | 64.100228  | 63.980073 | 69.000000 | 84.000 | 0.0817 | 2.000000 | NO          | 0.921283  | 
73    | 11       | 64.100228  | 63.039086 | 57.000000 | 84.000 | 0.0728 | 2.000000 | NO          | 0.921427  | 
74    | 12       | 64.100228  | 62.378185 | 70.000000 | 84.000 | 0.0652 | 2.000000 | NO          | 0.921587  | 
75    | 13       | 64.100228  | 61.959734 | 69.000000 | 84.000 | 0.0829 | 2.000000 | NO          | 0.921736  | 
76    | 14       | 64.100228  | 63.903601 | 57.000000 | 84.000 | 0.0787 | 2.000000 | NO          | 0.921883  | 
77    | 15       | 64.100228  | 63.169373 | 79.000000 | 84.000 | 0.0761 | 2.000000 | NO          | 0.922026  | 
78    | 16       | 64.100228  | 63.281856 | 67.000000 | 84.000 | 0.0664 | 2.000000 | NO          | 0.922169  | 
79    | 17       | 64.100228  | 61.276089 | 63.000000 | 84.000 | 0.0707 | 2.000000 | NO          | 0.922313  | 
80    | 18       | 64.100228  | 62.369621 | 61.000000 | 84.000 | 0.0810 | 2.000000 | NO          | 0.922461  | 
81    | 19       | 64.100228  | 61.260454 | 73.000000 | 84.000 | 0.0686 | 2.000000 | NO          | 0.922626  | 
82    | 20       | 64.100228  | 61.732560 | 71.000000 | 84.000 | 0.0860 | 2.000000 | NO          | 0.922779  | 
83    | 21       | 64.100228  | 63.573604 | 69.000000 | 84.000 | 0.0834 | 2.000000 | NO          | 0.922925  | 
84    | 22       | 64.100228  | 63.673744 | 57.000000 | 84.000 | 0.0788 | 2.000000 | NO          | 0.923069  | 
85    | 23       | 64.100228  | 61.959041 | 73.000000 | 84.000 | 0.0673 | 2.000000 | NO          | 0.923214  | 
86    | 24       | 64.100228  | 60.859055 | 69.000000 | 84.000 | 0.0706 | 2.000000 | NO          | 0.923360  | 
87    | 25       | 64.100228  | 62.227477 | 73.000000 | 84.000 | 0.0789 | 2.000000 | NO          | 0.923535  | 
88    | 26       | 64.100228  | 61.033090 | 68.000000 | 84.000 | 0.0797 | 2.000000 | NO          | 0.923688  | 
89    | 27       | 64.100228  | 61.934221 | 57.000000 | 84.000 | 0.0782 | 2.000000 | NO          | 0.923835  | 
90    | 28       | 64.100228  | 62.744471 | 77.000000 | 84.000 | 0.0775 | 2.000000 | NO          | 0.945335  | 
91    | 29       | 64.100228  | 63.334593 | 77.000000 | 84.000 | 0.0808 | 2.000000 | NO          | 0.945554  | 
92    | 30       | 64.100228  | 62.861245 | 57.000000 | 84.000 | 0.0779 | 2.000000 | NO          | 0.945721  | 
93    | 1        | 64.100228  | 63.712608 | 63.000000 | 84.000 | 0.0323 | 1.000000 | NO          | 0.945871  | 
94    | 2        | 64.100228  | 64.086350 | 69.000000 | 84.000 | 0.0362 | 1.000000 | NO          | 0.946018  | 
95    | 0        | 64.915257  | 64.915257 | 57.000000 | 84.000 | 0.0320 | 1.000000 | NO          | 0.946162  | 
96    | 0        | 65.369210  | 65.369210 | 76.000000 | 84.000 | 0.0349 | 1.000000 | NO          | 0.946308  | 
97    | 1        | 65.369210  | 65.221515 | 57.000000 | 84.000 | 0.0327 | 1.000000 | NO          | 0.946455  | 
98    | 2        | 65.369210  | 64.575627 | 69.000000 | 84.000 | 0.0337 | 1.000000 | NO          | 0.946612  | 
99    | 0        | 65.689320  | 65.689320 | 63.000000 | 84.000 | 0.0365 | 1.000000 | NO          | 0.946757  | 
100   | 1        | 65.689320  | 65.320651 | 72.000000 | 84.000 | 0.0326 | 1.000000 | NO          | 0.946902  | 
101   | 2        | 65.689320  | 65.485710 | 69.000000 | 84.000 | 0.0343 | 1.000000 | NO          | 0.947047  | 
102   | 3        | 65.689320  | 64.969145 | 63.000000 | 84.000 | 0.0294 | 1.000000 | NO          | 0.947191  | 
103   | 4        | 65.689320  | 64.971140 | 61.000000 | 84.000 | 0.0350 | 1.000000 | NO          | 0.947336  | 
104   | 5        | 65.689320  | 64.468028 | 67.000000 | 84.000 | 0.0308 | 1.000000 | NO          | 0.947479  | 
105   | 0        | 66.233730  | 66.233730 | 69.000000 | 84.000 | 0.0385 | 1.000000 | NO          | 0.947626  | 
106   | 1        | 66.233730  | 65.571462 | 63.000000 | 84.000 | 0.0333 | 1.000000 | NO          | 0.947773  | 
107   | 2        | 66.233730  | 65.659851 | 63.000000 | 84.000 | 0.0329 | 1.000000 | NO          | 0.947946  | 
108   | 3        | 66.233730  | 64.835210 | 77.000000 | 84.000 | 0.0279 | 1.000000 | NO          | 0.948117  | 
109   | 4        | 66.233730  | 65.231574 | 67.000000 | 84.000 | 0.0359 | 1.000000 | NO          | 0.948281  | 
110   | 5        | 66.233730  | 64.765753 | 59.000000 | 84.000 | 0.0320 | 1.000000 | NO          | 0.948435  | 
111   | 0        | 66.238882  | 66.238882 | 71.000000 | 84.000 | 0.0370 | 1.000000 | NO          | 0.948589  | 
112   | 1        | 66.238882  | 65.327381 | 70.000000 | 84.000 | 0.0331 | 1.000000 | NO          | 0.948741  | 
113   | 2        | 66.238882  | 65.827707 | 77.000000 | 84.000 | 0.0364 | 1.000000 | NO          | 0.948887  | 
114   | 3        | 66.238882  | 64.516252 | 57.000000 | 84.000 | 0.0315 | 1.000000 | NO          | 0.949032  | 
115   | 4        | 66.238882  | 64.887479 | 73.000000 | 84.000 | 0.0295 | 1.000000 | NO          | 0.949183  | 
116   | 5        | 66.238882  | 64.985649 | 63.000000 | 84.000 | 0.0360 | 1.000000 | NO          | 0.949327  | 
117   | 6        | 66.238882  | 65.628565 | 58.000000 | 84.000 | 0.0364 | 1.000000 | NO          | 0.949471  | 
118   | 7        | 66.238882  | 65.120498 | 73.000000 | 84.000 | 0.0320 | 1.000000 | NO          | 0.949620  | 
119   | 8        | 66.238882  | 65.298143 | 73.000000 | 84.000 | 0.0302 | 1.000000 | NO          | 0.949767  | 
120   | 9        | 66.238882  | 64.894305 | 63.000000 | 84.000 | 0.0320 | 1.000000 | NO          | 0.970927  | 
121   | 10       | 66.238882  | 65.059459 | 57.000000 | 84.000 | 0.0337 | 1.000000 | NO          | 0.971142  | 
122   | 11       | 66.238882  | 65.820877 | 77.000000 | 84.000 | 0.0350 | 1.000000 | NO          | 0.971303  | 
123   | 12       | 66.238882  | 65.022512 | 63.000000 | 84.000 | 0.0350 | 1.000000 | NO          | 0.971451  | 
124   | 13       | 66.238882  | 65.179665 | 73.000000 | 84.000 | 0.0329 | 1.000000 | NO          | 0.971614  | 
125   | 14       | 66.238882  | 64.921618 | 73.000000 | 84.000 | 0.0306 | 1.000000 | NO          | 0.971762  | 
126   | 15       | 66.238882  | 65.268298 | 61.000000 | 84.000 | 0.0357 | 1.000000 | NO          | 0.971907  | 
127   | 16       | 66.238882  | 64.954312 | 67.000000 | 84.000 | 0.0289 | 1.000000 | NO          | 0.972051  | 
128   | 17       | 66.238882  | 65.321356 | 73.000000 | 84.000 | 0.0367 | 1.000000 | NO          | 0.972195  | 
129   | 18       | 66.238882  | 65.838511 | 71.000000 | 84.000 | 0.0336 | 1.000000 | NO          | 0.972339  | 
130   | 19       | 66.238882  | 65.191534 | 71.000000 | 84.000 | 0.0339 | 1.000000 | NO          | 0.972483  | 
131   | 20       | 66.238882  | 65.941946 | 57.000000 | 84.000 | 0.0362 | 1.000000 | NO          | 0.972649  | 
132   | 21       | 66.238882  | 65.247941 | 79.000000 | 84.000 | 0.0336 | 1.000000 | NO          | 0.972798  | 
133   | 22       | 66.238882  | 65.149148 | 80.000000 | 84.000 | 0.0254 | 1.000000 | NO          | 0.972942  | 
134   | 23       | 66.238882  | 64.741163 | 63.000000 | 84.000 | 0.0340 | 1.000000 | NO          | 0.973086  | 
135   | 24       | 66.238882  | 65.242244 | 61.000000 | 84.000 | 0.0344 | 1.000000 | NO          | 0.973229  | 
136   | 25       | 66.238882  | 65.385844 | 63.000000 | 84.000 | 0.0336 | 1.000000 | NO          | 0.973374  | 
137   | 26       | 66.238882  | 65.494923 | 79.000000 | 84.000 | 0.0344 | 1.000000 | NO          | 0.973518  | 
138   | 27       | 66.238882  | 65.617500 | 57.000000 | 84.000 | 0.0334 | 1.000000 | NO          | 0.973668  | 
139   | 28       | 66.238882  | 65.885823 | 70.000000 | 84.000 | 0.0350 | 1.000000 | NO          | 0.973814  | 
140   | 29       | 66.238882  | 65.551822 | 63.000000 | 84.000 | 0.0330 | 1.000000 | NO          | 0.973959  | 
141   | 30       | 66.238882  | 65.798162 | 67.000000 | 84.000 | 0.0354 | 1.000000 | NO          | 0.974104  | 
142   | 1        | 66.238882  | 65.832685 | 69.000000 | 84.000 | 0.0164 | 0.500000 | NO          | 0.974249  | 
143   | 0        | 66.312051  | 66.312051 | 71.000000 | 84.000 | 0.0170 | 0.500000 | NO          | 0.974392  | 
144   | 1        | 66.312051  | 66.241959 | 57.000000 | 84.000 | 0.0170 | 0.500000 | NO          | 0.974536  | 
145   | 0        | 66.322362  | 66.322362 | 63.000000 | 84.000 | 0.0138 | 0.500000 | NO          | 0.974701  | 
146   | 1        | 66.322362  | 66.270041 | 81.000000 | 84.000 | 0.0161 | 0.500000 | NO          | 0.974848  | 
147   | 2        | 66.322362  | 66.314413 | 53.000000 | 84.000 | 0.0162 | 0.500000 | NO          | 0.975005  | 
148   | 0        | 66.649115  | 66.649115 | 73.000000 | 84.000 | 0.0168 | 0.500000 | NO          | 0.975149  | 
149   | 1        | 66.649115  | 66.541851 | 63.000000 | 84.000 | 0.0142 | 0.500000 | NO          | 0.975293  | 
150   | 2        | 66.649115  | 66.264114 | 67.000000 | 74.000 | 0.0156 | 0.500000 | NO          | 0.996695  | 
151   | 0        | 66.663879  | 66.663879 | 63.000000 | 74.000 | 0.0067 | 0.500000 | NO          | 0.996916  | 
152   | 0        | 66.736095  | 66.736095 | 71.000000 | 74.000 | 0.0071 | 0.500000 | NO          | 0.997079  | 
153   | 0        | 66.874421  | 66.874421 | 63.000000 | 74.000 | 0.0065 | 0.500000 | NO          | 0.997227  | 
154   | 0        | 66.972344  | 66.972344 | 70.000000 | 74.000 | 0.0063 | 0.500000 | NO          | 0.997382  | 
155   | 0        | 67.067228  | 67.067228 | 66.000000 | 74.000 | 0.0061 | 0.500000 | NO          | 0.997527  | 
156   | 1        | 67.067228  | 67.008544 | 66.000000 | 74.000 | 0.0065 | 0.500000 | NO          | 0.997680  | 
