Iter  | Wout Imp | LB         | Lagr Cost | Real Cost | UB     | Step   | Lambda   | Feasibility | Time      | 
1     | 0        | 35420.0000 | 35420.000 | 35420.000 | 70665. | 0.0000 | 2.000000 | NO          | 0.189973  | 
2     | 1        | 35420.0000 | 23169.618 | 35420.000 | 70665. | 49.198 | 2.000000 | NO          | 0.226085  | 
3     | 2        | 35420.0000 | 11064.928 | 35420.000 | 39358. | 71.166 | 2.000000 | NO          | 0.244057  | 
4     | 3        | 35420.0000 | 7455.9243 | 35508.000 | 39204. | 26.407 | 2.000000 | NO          | 0.260689  | 
5     | 4        | 35420.0000 | 7706.0343 | 36036.000 | 38368. | 25.908 | 2.000000 | NO          | 0.275786  | 
6     | 5        | 35420.0000 | 8137.9670 | 36322.000 | 38368. | 27.679 | 2.000000 | NO          | 0.278763  | 
7     | 6        | 35420.0000 | 10326.661 | 36751.000 | 38368. | 37.084 | 2.000000 | NO          | 0.280981  | 
8     | 7        | 35420.0000 | 9528.9373 | 36729.000 | 38368. | 28.436 | 2.000000 | NO          | 0.283012  | 
9     | 8        | 35420.0000 | 9885.2386 | 36905.000 | 38368. | 23.339 | 2.000000 | NO          | 0.285056  | 
10    | 9        | 35420.0000 | 11329.213 | 38467.000 | 38368. | 30.472 | 2.000000 | NO          | 0.288905  | 
11    | 10       | 35420.0000 | 11250.289 | 39435.000 | 38368. | 27.510 | 2.000000 | NO          | 0.292715  | 
12    | 11       | 35420.0000 | 10894.024 | 37961.000 | 38368. | 31.336 | 2.000000 | NO          | 0.295235  | 
13    | 12       | 35420.0000 | 12515.895 | 38379.000 | 38368. | 30.757 | 2.000000 | NO          | 0.297543  | 
14    | 13       | 35420.0000 | 12718.560 | 37213.000 | 38368. | 28.241 | 2.000000 | NO          | 0.299742  | 
15    | 14       | 35420.0000 | 13800.425 | 36949.000 | 38368. | 23.543 | 2.000000 | NO          | 0.302429  | 
16    | 15       | 35420.0000 | 13913.134 | 37323.000 | 38368. | 22.580 | 2.000000 | NO          | 0.305584  | 
17    | 16       | 35420.0000 | 13273.378 | 36311.000 | 38368. | 26.583 | 2.000000 | NO          | 0.308069  | 
18    | 17       | 35420.0000 | 11735.984 | 35805.000 | 38368. | 19.426 | 2.000000 | NO          | 0.310232  | 
19    | 18       | 35420.0000 | 14294.551 | 37763.000 | 38368. | 20.752 | 2.000000 | NO          | 0.312382  | 
20    | 19       | 35420.0000 | 15433.660 | 37895.000 | 38368. | 26.632 | 2.000000 | NO          | 0.314427  | 
21    | 20       | 35420.0000 | 15918.859 | 37631.000 | 38368. | 21.220 | 2.000000 | NO          | 0.316399  | 
22    | 21       | 35420.0000 | 16152.541 | 36355.000 | 38368. | 20.854 | 2.000000 | NO          | 0.318333  | 
