Iter  | Wout Imp | LB         | Lagr Cost | Real Cost | UB     | Step   | Lambda   | Feasibility | Time      | 
1     | 0        | 331.000000 | 331.00000 | 331.00000 | 2376.0 | 0.0000 | 2.000000 | NO          | 10.203556 | 
2     | 0        | 383.027939 | 383.02793 | 685.00000 | 2363.0 | 0.6468 | 2.000000 | NO          | 10.447651 | 
3     | 0        | 473.943840 | 473.94384 | 958.00000 | 2307.0 | 0.4647 | 2.000000 | NO          | 10.719283 | 
4     | 0        | 498.812154 | 498.81215 | 1103.0000 | 2307.0 | 0.2868 | 2.000000 | NO          | 10.951401 | 
5     | 0        | 517.402827 | 517.40282 | 1228.0000 | 2307.0 | 0.5265 | 2.000000 | NO          | 11.284500 | 
6     | 0        | 605.347238 | 605.34723 | 1292.0000 | 2307.0 | 0.5228 | 2.000000 | NO          | 11.322325 | 
7     | 0        | 618.507901 | 618.50790 | 1308.0000 | 2307.0 | 0.6713 | 2.000000 | NO          | 11.360091 | 
8     | 1        | 618.507901 | 538.79204 | 1509.0000 | 2307.0 | 0.7161 | 2.000000 | NO          | 11.399618 | 
9     | 2        | 618.507901 | 449.89077 | 1417.0000 | 2307.0 | 1.1333 | 2.000000 | NO          | 11.440770 | 
10    | 3        | 618.507901 | 375.33095 | 1392.0000 | 2307.0 | 1.0839 | 2.000000 | NO          | 11.480524 | 
11    | 4        | 618.507901 | 267.58639 | 1320.0000 | 2307.0 | 1.2293 | 2.000000 | NO          | 11.520497 | 
12    | 5        | 618.507901 | 121.27820 | 1184.0000 | 2307.0 | 1.1893 | 2.000000 | NO          | 11.560307 | 
13    | 6        | 618.507901 | 238.42419 | 1485.0000 | 2307.0 | 1.0786 | 2.000000 | NO          | 11.603891 | 
14    | 7        | 618.507901 | 50.027629 | 1499.0000 | 2307.0 | 1.2155 | 2.000000 | NO          | 11.646467 | 
15    | 8        | 618.507901 | -98.22060 | 1637.0000 | 2307.0 | 1.1069 | 2.000000 | NO          | 11.686406 | 
16    | 9        | 618.507901 | 34.924321 | 1582.0000 | 2307.0 | 0.7693 | 2.000000 | NO          | 11.726488 | 
17    | 10       | 618.507901 | 5.062025  | 1518.0000 | 2307.0 | 1.1564 | 2.000000 | NO          | 11.768365 | 
18    | 11       | 618.507901 | -177.5544 | 1658.0000 | 2307.0 | 1.5981 | 2.000000 | NO          | 11.808502 | 
19    | 12       | 618.507901 | -242.6396 | 1580.0000 | 2307.0 | 1.7495 | 2.000000 | NO          | 11.848065 | 
20    | 13       | 618.507901 | -353.1579 | 1321.0000 | 2307.0 | 1.7838 | 2.000000 | NO          | 11.887593 | 
21    | 14       | 618.507901 | -316.7818 | 1470.0000 | 2307.0 | 1.2512 | 2.000000 | NO          | 11.929168 | 
22    | 15       | 618.507901 | -330.3403 | 1712.0000 | 2307.0 | 1.1765 | 2.000000 | NO          | 11.972540 | 
23    | 16       | 618.507901 | -226.1352 | 1602.0000 | 2307.0 | 1.3310 | 2.000000 | NO          | 12.019374 | 
24    | 17       | 618.507901 | -404.2365 | 1461.0000 | 2307.0 | 2.0949 | 2.000000 | NO          | 12.067700 | 
25    | 18       | 618.507901 | -577.5376 | 1279.0000 | 2307.0 | 2.1095 | 2.000000 | NO          | 12.114662 | 
26    | 19       | 618.507901 | -533.5123 | 1572.0000 | 2307.0 | 1.4459 | 2.000000 | NO          | 12.156273 | 
27    | 20       | 618.507901 | -518.8262 | 1860.0000 | 2307.0 | 1.6261 | 2.000000 | NO          | 12.196723 | 
28    | 21       | 618.507901 | -380.9154 | 1975.0000 | 2307.0 | 1.3803 | 2.000000 | NO          | 12.242541 | 
29    | 22       | 618.507901 | -473.1453 | 1638.0000 | 2307.0 | 1.7917 | 2.000000 | NO          | 12.300604 | 
30    | 23       | 618.507901 | -754.5605 | 1609.0000 | 2307.0 | 2.1836 | 2.000000 | NO          | 12.520055 | 
31    | 24       | 618.507901 | -704.2723 | 1456.0000 | 2307.0 | 2.1445 | 2.000000 | NO          | 12.562929 | 
32    | 25       | 618.507901 | -773.4793 | 1505.0000 | 2307.0 | 1.6840 | 2.000000 | NO          | 12.615248 | 
33    | 26       | 618.507901 | -697.3964 | 1267.0000 | 2307.0 | 1.5195 | 2.000000 | NO          | 12.667633 | 
34    | 27       | 618.507901 | -761.8658 | 1354.0000 | 2307.0 | 1.8590 | 2.000000 | NO          | 12.711999 | 
35    | 28       | 618.507901 | -789.5694 | 1600.0000 | 2307.0 | 1.7860 | 2.000000 | NO          | 12.753052 | 
36    | 29       | 618.507901 | -799.9638 | 1794.0000 | 2307.0 | 2.4922 | 2.000000 | NO          | 12.793286 | 
37    | 30       | 618.507901 | -753.6142 | 1834.0000 | 2307.0 | 1.8395 | 2.000000 | NO          | 12.837512 | 
38    | 1        | 618.507901 | -583.4308 | 1890.0000 | 2307.0 | 0.8482 | 1.000000 | NO          | 12.881427 | 
39    | 2        | 618.507901 | -510.0573 | 2055.0000 | 2307.0 | 0.9340 | 1.000000 | NO          | 12.922378 | 
40    | 3        | 618.507901 | -265.5481 | 2069.0000 | 2307.0 | 0.7452 | 1.000000 | NO          | 12.964025 | 
41    | 4        | 618.507901 | -196.5797 | 1817.0000 | 2307.0 | 0.4295 | 1.000000 | NO          | 13.005685 | 
42    | 5        | 618.507901 | -177.9122 | 1832.0000 | 2307.0 | 1.0562 | 1.000000 | NO          | 13.047971 | 
43    | 6        | 618.507901 | -34.53950 | 1921.0000 | 2307.0 | 1.0252 | 1.000000 | NO          | 13.093796 | 
44    | 7        | 618.507901 | 208.19947 | 2100.0000 | 2307.0 | 0.7916 | 1.000000 | NO          | 13.142626 | 
45    | 8        | 618.507901 | 192.69638 | 1821.0000 | 2307.0 | 0.9782 | 1.000000 | NO          | 13.189152 | 
46    | 9        | 618.507901 | 311.02835 | 1961.0000 | 2307.0 | 0.4822 | 1.000000 | NO          | 13.234994 | 
47    | 10       | 618.507901 | 367.64702 | 1665.0000 | 2307.0 | 0.6798 | 1.000000 | NO          | 13.282397 | 
48    | 11       | 618.507901 | 424.69640 | 1773.0000 | 2307.0 | 0.6640 | 1.000000 | NO          | 13.329786 | 
