Iter  | Wout Imp | LB         | Lagr Cost | Real Cost | UB     | Step   | Lambda   | Feasibility | Time      | 
1     | 0        | 0.000000   | 0.000000  | 0.000000  | 119.00 | 0.0000 | 2.000000 | NO          | 0.790362  | 
2     | 1        | 0.000000   | -128.9297 | 119.00000 | 119.00 | 0.0007 | 2.000000 | NO          | 0.794622  | 
3     | 0        | 0.923202   | 0.923202  | 0.000000  | 119.00 | 0.0002 | 2.000000 | NO          | 0.803001  | 
4     | 1        | 0.923202   | -225.0193 | 119.00000 | 119.00 | 0.0002 | 2.000000 | NO          | 0.807805  | 
5     | 2        | 0.923202   | -0.747948 | 0.000000  | 119.00 | 0.0002 | 2.000000 | NO          | 0.812461  | 
6     | 3        | 0.923202   | -165.4840 | 119.00000 | 119.00 | 0.0001 | 2.000000 | NO          | 0.816246  | 
7     | 4        | 0.923202   | -0.768419 | 0.000000  | 119.00 | 0.0001 | 2.000000 | NO          | 0.824736  | 
8     | 5        | 0.923202   | -679.2920 | 119.00000 | 119.00 | 0.0011 | 2.000000 | NO          | 0.828449  | 
9     | 6        | 0.923202   | -1.974292 | 0.000000  | 119.00 | 0.0005 | 2.000000 | NO          | 0.833094  | 
10    | 7        | 0.923202   | -571.3911 | 119.00000 | 119.00 | 0.0008 | 2.000000 | NO          | 0.836644  | 
11    | 8        | 0.923202   | -2.319679 | 0.000000  | 119.00 | 0.0004 | 2.000000 | NO          | 0.840860  | 
12    | 9        | 0.923202   | -539.4823 | 119.00000 | 119.00 | 0.0007 | 2.000000 | NO          | 0.844375  | 
13    | 10       | 0.923202   | -2.601749 | 0.000000  | 119.00 | 0.0004 | 2.000000 | NO          | 0.848566  | 
14    | 11       | 0.923202   | -534.0394 | 119.00000 | 119.00 | 0.0007 | 2.000000 | NO          | 0.852142  | 
15    | 12       | 0.923202   | -2.903108 | 0.000000  | 119.00 | 0.0004 | 2.000000 | NO          | 0.856337  | 
16    | 13       | 0.923202   | -530.5311 | 119.00000 | 119.00 | 0.0007 | 2.000000 | NO          | 0.859863  | 
17    | 14       | 0.923202   | -3.216679 | 0.000000  | 119.00 | 0.0004 | 2.000000 | NO          | 0.863988  | 
18    | 15       | 0.923202   | -529.2034 | 119.00000 | 119.00 | 0.0007 | 2.000000 | NO          | 0.867691  | 
19    | 0        | 3.304519   | 3.304519  | 0.000000  | 119.00 | 0.0002 | 1.000000 | NO          | 0.872711  | 
20    | 1        | 3.304519   | -199.2460 | 119.00000 | 119.00 | 0.0002 | 1.000000 | NO          | 0.876326  | 
21    | 2        | 3.304519   | 2.630536  | 0.000000  | 119.00 | 0.0001 | 1.000000 | NO          | 0.881460  | 
