Iter  | Wout Imp | LB         | Lagr Cost | Real Cost | UB     | Step   | Lambda   | Feasibility | Time      | 
1     | 0        | 0.000000   | 0.000000  | 0.000000  | 59.000 | 0.0000 | 2.000000 | NO          | 0.188310  | 
2     | 1        | 0.000000   | -66.19633 | 59.000000 | 59.000 | 0.0026 | 2.000000 | NO          | 0.189841  | 
3     | 0        | 2.424938   | 2.424938  | 0.000000  | 59.000 | 0.0012 | 2.000000 | NO          | 0.193447  | 
4     | 1        | 2.424938   | -314.4752 | 59.000000 | 59.000 | 0.0023 | 2.000000 | NO          | 0.195326  | 
5     | 2        | 2.424938   | -2.547560 | 0.000000  | 59.000 | 0.0028 | 2.000000 | NO          | 0.199501  | 
6     | 3        | 2.424938   | -209.7234 | 59.000000 | 59.000 | 0.0013 | 2.000000 | NO          | 0.201174  | 
7     | 4        | 2.424938   | -3.126610 | 0.000000  | 59.000 | 0.0018 | 2.000000 | NO          | 0.204483  | 
8     | 5        | 2.424938   | -171.2549 | 59.000000 | 59.000 | 0.0010 | 2.000000 | NO          | 0.206065  | 
9     | 6        | 2.424938   | -3.584679 | 0.000000  | 59.000 | 0.0016 | 2.000000 | NO          | 0.208630  | 
10    | 7        | 2.424938   | -244.4900 | 59.000000 | 59.000 | 0.0015 | 2.000000 | NO          | 0.210712  | 
11    | 8        | 2.424938   | -4.201585 | 0.000000  | 59.000 | 0.0021 | 2.000000 | NO          | 0.214416  | 
12    | 9        | 2.424938   | -151.4640 | 59.000000 | 59.000 | 0.0009 | 2.000000 | NO          | 0.215972  | 
13    | 10       | 2.424938   | -4.663064 | 0.000000  | 59.000 | 0.0014 | 2.000000 | NO          | 0.218467  | 
14    | 11       | 2.424938   | -137.7514 | 59.000000 | 59.000 | 0.0009 | 2.000000 | NO          | 0.220119  | 
15    | 12       | 2.424938   | -5.075728 | 0.000000  | 59.000 | 0.0013 | 2.000000 | NO          | 0.222268  | 
16    | 13       | 2.424938   | -195.3086 | 59.000000 | 59.000 | 0.0012 | 2.000000 | NO          | 0.223819  | 
17    | 14       | 2.424938   | -5.541738 | 0.000000  | 59.000 | 0.0017 | 2.000000 | NO          | 0.226227  | 
18    | 15       | 2.424938   | -164.4682 | 59.000000 | 59.000 | 0.0010 | 2.000000 | NO          | 0.227980  | 
19    | 1        | 2.424938   | 0.817737  | 0.000000  | 59.000 | 0.0007 | 1.000000 | NO          | 0.230580  | 
20    | 2        | 2.424938   | -100.4203 | 59.000000 | 59.000 | 0.0007 | 1.000000 | NO          | 0.232319  | 
21    | 3        | 2.424938   | 0.089087  | 0.000000  | 59.000 | 0.0006 | 1.000000 | NO          | 0.234404  | 
22    | 4        | 2.424938   | -68.66935 | 59.000000 | 59.000 | 0.0005 | 1.000000 | NO          | 0.235979  | 
23    | 5        | 2.424938   | -0.899691 | 0.000000  | 59.000 | 0.0004 | 1.000000 | NO          | 0.238046  | 
24    | 6        | 2.424938   | -53.05088 | 59.000000 | 59.000 | 0.0004 | 1.000000 | NO          | 0.239563  | 
25    | 7        | 2.424938   | -2.123744 | 0.000000  | 59.000 | 0.0004 | 1.000000 | NO          | 0.241523  | 
