Iter  | Wout Imp | LB         | Lagr Cost | Real Cost | UB     | Step   | Lambda   | Feasibility | Time      | 
1     | 0        | 41.000000  | 41.000000 | 41.000000 | 84.000 | 0.0000 | 2.000000 | NO          | 51.936338 | 
2     | 1        | 41.000000  | 35.524804 | 41.000000 | 84.000 | 0.1368 | 2.000000 | NO          | 52.106677 | 
3     | 0        | 46.823001  | 46.823001 | 41.000000 | 84.000 | 0.1282 | 2.000000 | NO          | 52.277788 | 
4     | 0        | 52.715089  | 52.715089 | 59.000000 | 84.000 | 0.1061 | 2.000000 | NO          | 52.439571 | 
5     | 1        | 52.715089  | 49.643475 | 47.000000 | 84.000 | 0.0835 | 2.000000 | NO          | 52.601053 | 
6     | 0        | 54.336156  | 54.336156 | 47.000000 | 84.000 | 0.1236 | 2.000000 | NO          | 52.753696 | 
7     | 1        | 54.336156  | 52.373705 | 56.000000 | 84.000 | 0.0939 | 2.000000 | NO          | 52.908087 | 
8     | 0        | 56.429965  | 56.429965 | 60.000000 | 84.000 | 0.0946 | 2.000000 | NO          | 53.066415 | 
9     | 1        | 56.429965  | 54.633883 | 51.000000 | 84.000 | 0.1010 | 2.000000 | NO          | 53.219011 | 
10    | 2        | 56.429965  | 55.193952 | 57.000000 | 84.000 | 0.1053 | 2.000000 | NO          | 53.376992 | 
11    | 0        | 56.568502  | 56.568502 | 55.000000 | 84.000 | 0.1055 | 2.000000 | NO          | 53.535650 | 
12    | 0        | 57.765054  | 57.765054 | 68.000000 | 84.000 | 0.0973 | 2.000000 | NO          | 53.689324 | 
13    | 0        | 59.057306  | 59.057306 | 54.000000 | 84.000 | 0.0930 | 2.000000 | NO          | 53.843450 | 
14    | 1        | 59.057306  | 58.642066 | 57.000000 | 84.000 | 0.0988 | 2.000000 | NO          | 53.996086 | 
15    | 2        | 59.057306  | 58.208610 | 53.000000 | 84.000 | 0.0651 | 2.000000 | NO          | 54.148725 | 
16    | 0        | 60.313499  | 60.313499 | 67.000000 | 84.000 | 0.0982 | 2.000000 | NO          | 54.457882 | 
17    | 1        | 60.313499  | 59.983335 | 65.000000 | 84.000 | 0.0892 | 2.000000 | NO          | 54.610667 | 
18    | 2        | 60.313499  | 59.025192 | 51.000000 | 84.000 | 0.0878 | 2.000000 | NO          | 54.763806 | 
19    | 3        | 60.313499  | 59.252765 | 54.000000 | 84.000 | 0.0830 | 2.000000 | NO          | 54.924339 | 
20    | 4        | 60.313499  | 59.916688 | 63.000000 | 84.000 | 0.0898 | 2.000000 | NO          | 55.077584 | 
21    | 5        | 60.313499  | 59.527412 | 65.000000 | 84.000 | 0.0776 | 2.000000 | NO          | 55.231644 | 
22    | 6        | 60.313499  | 59.920305 | 53.000000 | 84.000 | 0.0942 | 2.000000 | NO          | 55.383923 | 
23    | 7        | 60.313499  | 58.416130 | 73.000000 | 84.000 | 0.0808 | 2.000000 | NO          | 55.543324 | 
24    | 8        | 60.313499  | 59.196083 | 55.000000 | 84.000 | 0.0755 | 2.000000 | NO          | 55.698577 | 
25    | 9        | 60.313499  | 60.113132 | 65.000000 | 84.000 | 0.0835 | 2.000000 | NO          | 55.854182 | 
26    | 10       | 60.313499  | 59.964645 | 53.000000 | 84.000 | 0.0894 | 2.000000 | NO          | 56.008842 | 
27    | 0        | 61.089765  | 61.089765 | 75.000000 | 84.000 | 0.0839 | 2.000000 | NO          | 56.162223 | 
28    | 1        | 61.089765  | 59.107134 | 57.000000 | 84.000 | 0.0812 | 2.000000 | NO          | 56.315431 | 
29    | 2        | 61.089765  | 58.814367 | 53.000000 | 84.000 | 0.0913 | 2.000000 | NO          | 56.474066 | 
30    | 3        | 61.089765  | 60.963945 | 62.000000 | 84.000 | 0.0772 | 2.000000 | NO          | 56.635617 | 
31    | 4        | 61.089765  | 59.388916 | 68.000000 | 84.000 | 0.0877 | 2.000000 | NO          | 56.808177 | 
32    | 0        | 62.092840  | 62.092840 | 63.000000 | 84.000 | 0.0873 | 2.000000 | NO          | 56.961188 | 
33    | 1        | 62.092840  | 59.075446 | 57.000000 | 84.000 | 0.0708 | 2.000000 | NO          | 57.114583 | 
34    | 2        | 62.092840  | 60.064783 | 61.000000 | 84.000 | 0.0834 | 2.000000 | NO          | 57.267261 | 
35    | 3        | 62.092840  | 61.331653 | 65.000000 | 84.000 | 0.0800 | 2.000000 | NO          | 57.420486 | 
36    | 4        | 62.092840  | 61.668710 | 57.000000 | 84.000 | 0.0869 | 2.000000 | NO          | 57.572977 | 
37    | 5        | 62.092840  | 58.987714 | 62.000000 | 84.000 | 0.0712 | 2.000000 | NO          | 57.728388 | 
38    | 6        | 62.092840  | 60.615748 | 69.000000 | 84.000 | 0.0904 | 2.000000 | NO          | 57.881236 | 
39    | 7        | 62.092840  | 61.138702 | 57.000000 | 84.000 | 0.0792 | 2.000000 | NO          | 58.033851 | 
40    | 8        | 62.092840  | 59.694148 | 61.000000 | 84.000 | 0.0692 | 2.000000 | NO          | 58.187365 | 
41    | 9        | 62.092840  | 60.306607 | 65.000000 | 84.000 | 0.0818 | 2.000000 | NO          | 58.339910 | 
42    | 10       | 62.092840  | 60.235016 | 57.000000 | 84.000 | 0.0815 | 2.000000 | NO          | 58.492505 | 
43    | 11       | 62.092840  | 61.497154 | 62.000000 | 84.000 | 0.0828 | 2.000000 | NO          | 58.647364 | 
