Iter  | Wout Imp | LB         | Lagr Cost | Real Cost | UB     | Step   | Lambda   | Feasibility | Time      | 
1     | 0        | 0.000000   | 0.000000  | 0.000000  | 119.00 | 0.0000 | 2.000000 | NO          | 0.784819  | 
2     | 1        | 0.000000   | -128.9297 | 119.00000 | 119.00 | 0.0007 | 2.000000 | NO          | 0.788753  | 
3     | 0        | 4.711379   | 4.711379  | 0.000000  | 119.00 | 0.0003 | 2.000000 | NO          | 0.796644  | 
4     | 1        | 4.711379   | -873.5918 | 119.00000 | 119.00 | 0.0052 | 2.000000 | NO          | 0.801818  | 
5     | 2        | 4.711379   | 0.044715  | 0.000000  | 119.00 | 0.0014 | 2.000000 | NO          | 0.807859  | 
6     | 3        | 4.711379   | -260.5317 | 119.00000 | 119.00 | 0.0005 | 2.000000 | NO          | 0.811905  | 
7     | 4        | 4.711379   | -2.141298 | 0.000000  | 119.00 | 0.0006 | 2.000000 | NO          | 0.819832  | 
8     | 5        | 4.711379   | -665.3066 | 119.00000 | 119.00 | 0.0020 | 2.000000 | NO          | 0.835813  | 
9     | 6        | 4.711379   | -5.023039 | 0.000000  | 119.00 | 0.0011 | 2.000000 | NO          | 0.844222  | 
10    | 7        | 4.711379   | -286.0207 | 119.00000 | 119.00 | 0.0007 | 2.000000 | NO          | 0.848706  | 
11    | 8        | 4.711379   | -2.749172 | 0.000000  | 119.00 | 0.0006 | 2.000000 | NO          | 0.854344  | 
12    | 9        | 4.711379   | -348.3033 | 119.00000 | 119.00 | 0.0008 | 2.000000 | NO          | 0.858125  | 
13    | 10       | 4.711379   | -6.984865 | 0.000000  | 119.00 | 0.0007 | 2.000000 | NO          | 0.863607  | 
14    | 11       | 4.711379   | -318.6570 | 119.00000 | 119.00 | 0.0008 | 2.000000 | NO          | 0.867184  | 
15    | 12       | 4.711379   | -6.213101 | 0.000000  | 119.00 | 0.0006 | 2.000000 | NO          | 0.872282  | 
16    | 13       | 4.711379   | -289.0390 | 119.00000 | 119.00 | 0.0007 | 2.000000 | NO          | 0.875960  | 
17    | 14       | 4.711379   | -6.043530 | 0.000000  | 119.00 | 0.0006 | 2.000000 | NO          | 0.881103  | 
18    | 15       | 4.711379   | -246.0124 | 119.00000 | 119.00 | 0.0006 | 2.000000 | NO          | 0.884686  | 
19    | 0        | 10.434415  | 10.434415 | 0.000000  | 119.00 | 0.0002 | 1.000000 | NO          | 0.889407  | 
20    | 1        | 10.434415  | -190.4552 | 119.00000 | 119.00 | 0.0005 | 1.000000 | NO          | 0.893054  | 
21    | 2        | 10.434415  | 6.891479  | 0.000000  | 119.00 | 0.0002 | 1.000000 | NO          | 0.897821  | 
22    | 3        | 10.434415  | -170.0828 | 119.00000 | 119.00 | 0.0005 | 1.000000 | NO          | 0.901482  | 
23    | 4        | 10.434415  | 4.046049  | 0.000000  | 119.00 | 0.0002 | 1.000000 | NO          | 0.906151  | 
24    | 5        | 10.434415  | -159.2016 | 119.00000 | 119.00 | 0.0005 | 1.000000 | NO          | 0.909789  | 
25    | 6        | 10.434415  | 2.563483  | 0.000000  | 119.00 | 0.0002 | 1.000000 | NO          | 0.914289  | 
26    | 7        | 10.434415  | -146.5061 | 119.00000 | 119.00 | 0.0005 | 1.000000 | NO          | 0.917938  | 
27    | 8        | 10.434415  | 2.345989  | 0.000000  | 119.00 | 0.0002 | 1.000000 | NO          | 0.922417  | 
28    | 9        | 10.434415  | -151.0203 | 119.00000 | 119.00 | 0.0005 | 1.000000 | NO          | 0.925909  | 
29    | 10       | 10.434415  | 1.817656  | 0.000000  | 119.00 | 0.0002 | 1.000000 | NO          | 0.930220  | 
30    | 11       | 10.434415  | -119.4801 | 119.00000 | 102.00 | 0.0004 | 1.000000 | NO          | 0.962269  | 
31    | 12       | 10.434415  | 3.126776  | 0.000000  | 102.00 | 0.0001 | 1.000000 | NO          | 0.966860  | 
32    | 13       | 10.434415  | -133.5871 | 119.00000 | 102.00 | 0.0005 | 1.000000 | NO          | 0.971975  | 
33    | 14       | 10.434415  | 5.494450  | 0.000000  | 102.00 | 0.0001 | 1.000000 | NO          | 0.978298  | 
34    | 15       | 10.434415  | -130.2678 | 119.00000 | 102.00 | 0.0005 | 1.000000 | NO          | 0.982537  | 
