Iter  | Wout Imp | LB         | Lagr Cost | Real Cost | UB     | Step   | Lambda   | Feasibility | Time      | 
1     | 0        | 35420.0000 | 35420.000 | 35420.000 | 101700 | 0.0000 | 2.000000 | NO          | 0.347438  | 
2     | 1        | 35420.0000 | 12382.540 | 35420.000 | 41052. | 92.519 | 2.000000 | NO          | 0.370761  | 
3     | 2        | 35420.0000 | 6442.2849 | 35508.000 | 41052. | 44.353 | 2.000000 | NO          | 0.415744  | 
4     | 3        | 35420.0000 | 6230.0948 | 35970.000 | 40733. | 25.667 | 2.000000 | NO          | 0.434330  | 
5     | 4        | 35420.0000 | 3846.2247 | 35508.000 | 39325. | 25.430 | 2.000000 | NO          | 0.464628  | 
6     | 5        | 35420.0000 | 2640.8018 | 35816.000 | 39325. | 27.199 | 2.000000 | NO          | 0.467947  | 
7     | 6        | 35420.0000 | 4005.7145 | 36047.000 | 39325. | 25.198 | 2.000000 | NO          | 0.470919  | 
8     | 7        | 35420.0000 | 3323.4062 | 36586.000 | 39325. | 37.284 | 2.000000 | NO          | 0.473248  | 
9     | 8        | 35420.0000 | 5251.1639 | 37191.000 | 39325. | 27.842 | 2.000000 | NO          | 0.476651  | 
10    | 9        | 35420.0000 | 5703.1748 | 38896.000 | 39325. | 24.518 | 2.000000 | NO          | 0.480373  | 
11    | 10       | 35420.0000 | 5254.2237 | 38115.000 | 39325. | 40.621 | 2.000000 | NO          | 0.483529  | 
12    | 11       | 35420.0000 | 5421.6713 | 37895.000 | 39325. | 43.577 | 2.000000 | NO          | 0.485882  | 
13    | 12       | 35420.0000 | 5365.3956 | 36245.000 | 39325. | 48.241 | 2.000000 | NO          | 0.488122  | 
14    | 13       | 35420.0000 | 7383.4093 | 37477.000 | 39325. | 38.580 | 2.000000 | NO          | 0.490313  | 
15    | 14       | 35420.0000 | 8390.4645 | 37191.000 | 39325. | 41.220 | 2.000000 | NO          | 0.492422  | 
16    | 15       | 35420.0000 | 8316.2154 | 37213.000 | 39325. | 31.696 | 2.000000 | NO          | 0.494442  | 
17    | 16       | 35420.0000 | 8230.8912 | 36839.000 | 39325. | 26.335 | 2.000000 | NO          | 0.496944  | 
18    | 17       | 35420.0000 | 6653.8210 | 36795.000 | 39325. | 27.287 | 2.000000 | NO          | 0.500051  | 
19    | 18       | 35420.0000 | 7313.0347 | 37367.000 | 39325. | 31.174 | 2.000000 | NO          | 0.503203  | 
20    | 19       | 35420.0000 | 9043.5919 | 36927.000 | 39325. | 24.071 | 2.000000 | NO          | 0.505849  | 
21    | 20       | 35420.0000 | 7009.9068 | 36179.000 | 39325. | 33.590 | 2.000000 | NO          | 0.507958  | 
22    | 21       | 35420.0000 | 9528.7839 | 38379.000 | 39325. | 23.592 | 2.000000 | NO          | 0.509986  | 
23    | 22       | 35420.0000 | 7524.8167 | 36311.000 | 39325. | 40.236 | 2.000000 | NO          | 0.511889  | 
24    | 23       | 35420.0000 | 10688.966 | 37488.000 | 39325. | 30.107 | 2.000000 | NO          | 0.513798  | 
25    | 24       | 35420.0000 | 11765.400 | 37345.000 | 39325. | 28.886 | 2.000000 | NO          | 0.515684  | 
26    | 25       | 35420.0000 | 12382.996 | 39666.000 | 39325. | 34.802 | 2.000000 | NO          | 0.517561  | 
27    | 26       | 35420.0000 | 11784.759 | 36641.000 | 39325. | 29.668 | 2.000000 | NO          | 0.519376  | 
28    | 27       | 35420.0000 | 12599.396 | 37279.000 | 39325. | 29.784 | 2.000000 | NO          | 0.521591  | 
29    | 28       | 35420.0000 | 14055.627 | 38049.000 | 39325. | 28.320 | 2.000000 | NO          | 0.523808  | 
30    | 29       | 35420.0000 | 14131.873 | 38830.000 | 39325. | 26.254 | 2.000000 | NO          | 0.554690  | 
31    | 30       | 35420.0000 | 14335.883 | 36663.000 | 39325. | 24.667 | 2.000000 | NO          | 0.556640  | 
32    | 1        | 35420.0000 | 17052.280 | 38225.000 | 39325. | 12.282 | 1.000000 | NO          | 0.558648  | 
33    | 2        | 35420.0000 | 19251.946 | 38467.000 | 39325. | 13.793 | 1.000000 | NO          | 0.560781  | 
34    | 3        | 35420.0000 | 20254.156 | 37895.000 | 39325. | 9.0034 | 1.000000 | NO          | 0.563698  | 
35    | 4        | 35420.0000 | 21529.759 | 37499.000 | 39325. | 7.9942 | 1.000000 | NO          | 0.567148  | 
36    | 5        | 35420.0000 | 22494.130 | 38269.000 | 39325. | 9.0570 | 1.000000 | NO          | 0.570346  | 
