Iter  | Wout Imp | LB         | Lagr Cost | Real Cost | UB     | Step   | Lambda   | Feasibility | Time      | 
1     | 0        | 35420.0000 | 35420.000 | 35420.000 | 70665. | 0.0000 | 2.000000 | NO          | 0.186053  | 
2     | 1        | 35420.0000 | 23169.618 | 35420.000 | 70665. | 49.198 | 2.000000 | NO          | 0.223579  | 
3     | 2        | 35420.0000 | 11064.928 | 35420.000 | 39358. | 71.166 | 2.000000 | NO          | 0.244415  | 
4     | 3        | 35420.0000 | 7455.9243 | 35508.000 | 39204. | 26.407 | 2.000000 | NO          | 0.259154  | 
5     | 4        | 35420.0000 | 7706.0343 | 36036.000 | 38368. | 25.908 | 2.000000 | NO          | 0.271940  | 
6     | 5        | 35420.0000 | 8137.9670 | 36322.000 | 38368. | 27.679 | 2.000000 | NO          | 0.273835  | 
7     | 6        | 35420.0000 | 10326.661 | 36751.000 | 38368. | 37.084 | 2.000000 | NO          | 0.275596  | 
8     | 7        | 35420.0000 | 9528.9373 | 36729.000 | 38368. | 28.436 | 2.000000 | NO          | 0.277257  | 
9     | 8        | 35420.0000 | 9885.2386 | 36905.000 | 38368. | 23.339 | 2.000000 | NO          | 0.278859  | 
10    | 9        | 35420.0000 | 11329.213 | 38467.000 | 38368. | 30.472 | 2.000000 | NO          | 0.280555  | 
11    | 10       | 35420.0000 | 11250.289 | 39435.000 | 38368. | 27.510 | 2.000000 | NO          | 0.282868  | 
12    | 11       | 35420.0000 | 10894.024 | 37961.000 | 38368. | 31.336 | 2.000000 | NO          | 0.285037  | 
13    | 12       | 35420.0000 | 12515.895 | 38379.000 | 38368. | 30.757 | 2.000000 | NO          | 0.287436  | 
14    | 13       | 35420.0000 | 12718.560 | 37213.000 | 38368. | 28.241 | 2.000000 | NO          | 0.289274  | 
15    | 14       | 35420.0000 | 13800.425 | 36949.000 | 38368. | 23.543 | 2.000000 | NO          | 0.291073  | 
16    | 15       | 35420.0000 | 13913.134 | 37323.000 | 38368. | 22.580 | 2.000000 | NO          | 0.292766  | 
17    | 16       | 35420.0000 | 13273.378 | 36311.000 | 38368. | 26.583 | 2.000000 | NO          | 0.294377  | 
18    | 17       | 35420.0000 | 11735.984 | 35805.000 | 38368. | 19.426 | 2.000000 | NO          | 0.296015  | 
19    | 18       | 35420.0000 | 14294.551 | 37763.000 | 38368. | 20.752 | 2.000000 | NO          | 0.297728  | 
20    | 19       | 35420.0000 | 15433.660 | 37895.000 | 38368. | 26.632 | 2.000000 | NO          | 0.299393  | 
21    | 20       | 35420.0000 | 15918.859 | 37631.000 | 38368. | 21.220 | 2.000000 | NO          | 0.301008  | 
22    | 1        | 35420.0000 | 17827.155 | 38467.000 | 38368. | 10.427 | 1.000000 | NO          | 0.302585  | 
23    | 2        | 35420.0000 | 20216.444 | 38181.000 | 38368. | 11.159 | 1.000000 | NO          | 0.304263  | 
24    | 3        | 35420.0000 | 21875.774 | 37763.000 | 38368. | 8.2670 | 1.000000 | NO          | 0.306294  | 
25    | 4        | 35420.0000 | 23210.255 | 37499.000 | 38368. | 9.3831 | 1.000000 | NO          | 0.308054  | 
26    | 5        | 35420.0000 | 23657.753 | 37015.000 | 38368. | 9.3699 | 1.000000 | NO          | 0.309745  | 
27    | 6        | 35420.0000 | 24925.913 | 37477.000 | 38368. | 7.9777 | 1.000000 | NO          | 0.311376  | 
28    | 7        | 35420.0000 | 26134.492 | 37829.000 | 38368. | 7.0310 | 1.000000 | NO          | 0.313094  | 
29    | 8        | 35420.0000 | 27172.919 | 37895.000 | 38368. | 5.3707 | 1.000000 | NO          | 0.314740  | 
30    | 9        | 35420.0000 | 27722.583 | 37763.000 | 38368. | 5.5323 | 1.000000 | NO          | 0.346138  | 
31    | 10       | 35420.0000 | 28466.958 | 38115.000 | 38368. | 6.4375 | 1.000000 | NO          | 0.347873  | 
32    | 11       | 35420.0000 | 28708.539 | 37917.000 | 38368. | 5.4923 | 1.000000 | NO          | 0.349649  | 
33    | 12       | 35420.0000 | 29548.144 | 37697.000 | 38368. | 3.6602 | 1.000000 | NO          | 0.352093  | 
34    | 13       | 35420.0000 | 30348.074 | 37697.000 | 38368. | 4.5494 | 1.000000 | NO          | 0.354435  | 
35    | 14       | 35420.0000 | 30959.426 | 37213.000 | 38368. | 5.2635 | 1.000000 | NO          | 0.356722  | 
36    | 15       | 35420.0000 | 31208.545 | 37213.000 | 38368. | 3.3149 | 1.000000 | NO          | 0.358573  | 
37    | 16       | 35420.0000 | 31403.603 | 37631.000 | 38368. | 3.3948 | 1.000000 | NO          | 0.360363  | 
38    | 17       | 35420.0000 | 31403.808 | 37477.000 | 38368. | 4.6099 | 1.000000 | NO          | 0.362055  | 
39    | 18       | 35420.0000 | 31672.194 | 37213.000 | 38368. | 3.6050 | 1.000000 | NO          | 0.363737  | 
40    | 19       | 35420.0000 | 31819.713 | 37411.000 | 38368. | 2.8726 | 1.000000 | NO          | 0.365412  | 
41    | 20       | 35420.0000 | 31750.785 | 37477.000 | 38368. | 3.3722 | 1.000000 | NO          | 0.367098  | 
42    | 1        | 35420.0000 | 32055.027 | 37477.000 | 38368. | 1.6380 | 0.500000 | NO          | 0.368789  | 
43    | 2        | 35420.0000 | 32475.326 | 37345.000 | 38368. | 1.2292 | 0.500000 | NO          | 0.370447  | 
