Iter  | Wout Imp | LB         | Lagr Cost | Real Cost | UB     | Step   | Lambda   | Feasibility | Time      | 
1     | 0        | 41459.0000 | 41459.000 | 41459.000 | 44605. | 0.0000 | 2.000000 | NO          | 8.883276  | 
2     | 1        | 41459.0000 | 40481.132 | 41459.000 | 44385. | 2.9632 | 2.000000 | NO          | 9.125450  | 
3     | 2        | 41459.0000 | 39604.559 | 41459.000 | 44385. | 4.5305 | 2.000000 | NO          | 9.347009  | 
4     | 3        | 41459.0000 | 38984.107 | 41459.000 | 44385. | 4.7020 | 2.000000 | NO          | 9.571859  | 
5     | 4        | 41459.0000 | 38460.680 | 41459.000 | 44385. | 3.2154 | 2.000000 | NO          | 9.827421  | 
6     | 5        | 41459.0000 | 38039.791 | 41459.000 | 44385. | 3.5760 | 2.000000 | NO          | 9.884683  | 
7     | 6        | 41459.0000 | 37663.050 | 41459.000 | 44385. | 3.9224 | 2.000000 | NO          | 9.937807  | 
8     | 7        | 41459.0000 | 37317.379 | 41459.000 | 44385. | 3.9065 | 2.000000 | NO          | 9.992196  | 
9     | 8        | 41459.0000 | 37112.225 | 41459.000 | 44385. | 4.1778 | 2.000000 | NO          | 10.046091 | 
10    | 9        | 41459.0000 | 36847.936 | 41459.000 | 44385. | 4.0188 | 2.000000 | NO          | 10.100725 | 
11    | 10       | 41459.0000 | 36425.719 | 41547.000 | 44385. | 3.8857 | 2.000000 | NO          | 10.155388 | 
12    | 11       | 41459.0000 | 36030.635 | 41459.000 | 44385. | 4.5283 | 2.000000 | NO          | 10.208777 | 
13    | 12       | 41459.0000 | 35950.999 | 41459.000 | 44385. | 5.5083 | 2.000000 | NO          | 10.264716 | 
14    | 13       | 41459.0000 | 35822.105 | 41547.000 | 44385. | 5.6276 | 2.000000 | NO          | 10.318113 | 
15    | 14       | 41459.0000 | 35245.418 | 41459.000 | 44385. | 5.6909 | 2.000000 | NO          | 10.371494 | 
16    | 15       | 41459.0000 | 35204.028 | 41459.000 | 44385. | 5.8599 | 2.000000 | NO          | 10.424373 | 
17    | 16       | 41459.0000 | 35163.402 | 41459.000 | 44385. | 6.3948 | 2.000000 | NO          | 10.477774 | 
18    | 17       | 41459.0000 | 34451.044 | 41459.000 | 44385. | 6.3046 | 2.000000 | NO          | 10.530912 | 
19    | 18       | 41459.0000 | 34632.826 | 41459.000 | 44385. | 6.2022 | 2.000000 | NO          | 10.584065 | 
20    | 19       | 41459.0000 | 34781.067 | 41459.000 | 44385. | 6.6627 | 2.000000 | NO          | 10.639199 | 
21    | 20       | 41459.0000 | 34791.685 | 41877.000 | 44385. | 7.9589 | 2.000000 | NO          | 10.692654 | 
22    | 21       | 41459.0000 | 34756.655 | 41459.000 | 44385. | 5.5658 | 2.000000 | NO          | 10.745968 | 
23    | 22       | 41459.0000 | 34684.352 | 41547.000 | 44385. | 4.2779 | 2.000000 | NO          | 10.799183 | 
24    | 23       | 41459.0000 | 34784.953 | 41657.000 | 44385. | 5.2135 | 2.000000 | NO          | 10.854603 | 
25    | 24       | 41459.0000 | 34598.128 | 41547.000 | 44385. | 9.2340 | 2.000000 | NO          | 10.907973 | 
26    | 25       | 41459.0000 | 34753.840 | 41459.000 | 44385. | 4.1866 | 2.000000 | NO          | 10.961190 | 
27    | 26       | 41459.0000 | 34128.109 | 41459.000 | 44385. | 5.3338 | 2.000000 | NO          | 11.014122 | 
28    | 27       | 41459.0000 | 33821.295 | 41459.000 | 44385. | 6.0239 | 2.000000 | NO          | 11.069123 | 
29    | 28       | 41459.0000 | 33720.461 | 41459.000 | 44385. | 6.4073 | 2.000000 | NO          | 11.121669 | 
30    | 29       | 41459.0000 | 32635.818 | 41459.000 | 44385. | 7.6907 | 2.000000 | NO          | 11.351025 | 
31    | 30       | 41459.0000 | 33168.383 | 41459.000 | 44385. | 5.7462 | 2.000000 | NO          | 11.403244 | 
32    | 1        | 41459.0000 | 34295.042 | 41547.000 | 44385. | 2.7149 | 1.000000 | NO          | 11.457870 | 
33    | 2        | 41459.0000 | 34826.924 | 41668.000 | 44385. | 3.4657 | 1.000000 | NO          | 11.511113 | 
34    | 3        | 41459.0000 | 35858.863 | 41822.000 | 44385. | 2.8059 | 1.000000 | NO          | 11.564120 | 
35    | 4        | 41459.0000 | 36475.758 | 41690.000 | 44385. | 2.8977 | 1.000000 | NO          | 11.617592 | 
36    | 5        | 41459.0000 | 36734.716 | 41756.000 | 44385. | 2.4199 | 1.000000 | NO          | 11.672004 | 
37    | 6        | 41459.0000 | 36951.651 | 41734.000 | 44385. | 2.8040 | 1.000000 | NO          | 11.726147 | 
38    | 7        | 41459.0000 | 37218.859 | 41800.000 | 44385. | 2.1212 | 1.000000 | NO          | 11.780114 | 
39    | 8        | 41459.0000 | 37200.753 | 41602.000 | 44385. | 2.1313 | 1.000000 | NO          | 11.840609 | 
40    | 9        | 41459.0000 | 38110.289 | 41822.000 | 44385. | 1.6431 | 1.000000 | NO          | 11.896062 | 
41    | 10       | 41459.0000 | 38348.467 | 42372.000 | 44385. | 2.3220 | 1.000000 | NO          | 11.950234 | 
42    | 11       | 41459.0000 | 38535.912 | 41734.000 | 44385. | 1.8816 | 1.000000 | NO          | 12.004192 | 
43    | 12       | 41459.0000 | 38794.936 | 42218.000 | 44385. | 2.0307 | 1.000000 | NO          | 12.058409 | 
44    | 13       | 41459.0000 | 38832.795 | 41668.000 | 44385. | 2.0998 | 1.000000 | NO          | 12.113010 | 
45    | 14       | 41459.0000 | 38929.370 | 41602.000 | 44385. | 2.1618 | 1.000000 | NO          | 12.167736 | 
46    | 15       | 41459.0000 | 39089.653 | 41756.000 | 44385. | 1.8927 | 1.000000 | NO          | 12.222300 | 
47    | 16       | 41459.0000 | 39087.169 | 42218.000 | 44385. | 1.5665 | 1.000000 | NO          | 12.278866 | 
48    | 17       | 41459.0000 | 39281.633 | 42372.000 | 44385. | 1.4119 | 1.000000 | NO          | 12.333130 | 
49    | 18       | 41459.0000 | 39419.847 | 42372.000 | 44385. | 1.5967 | 1.000000 | NO          | 12.387343 | 
50    | 19       | 41459.0000 | 39555.334 | 42416.000 | 44385. | 1.5913 | 1.000000 | NO          | 12.441653 | 
51    | 20       | 41459.0000 | 39478.655 | 42218.000 | 44385. | 1.4288 | 1.000000 | NO          | 12.496011 | 
52    | 21       | 41459.0000 | 39340.806 | 41602.000 | 44385. | 1.8612 | 1.000000 | NO          | 12.550137 | 
53    | 22       | 41459.0000 | 39554.693 | 42218.000 | 44385. | 1.5246 | 1.000000 | NO          | 12.605075 | 
54    | 23       | 41459.0000 | 39591.128 | 42372.000 | 44385. | 1.7487 | 1.000000 | NO          | 12.659802 | 
55    | 24       | 41459.0000 | 39477.480 | 42262.000 | 44385. | 2.0680 | 1.000000 | NO          | 12.715859 | 
56    | 25       | 41459.0000 | 39714.257 | 42262.000 | 44385. | 1.3320 | 1.000000 | NO          | 12.770127 | 
