index;source;destination;slots;max_length
1;2;7;5;1500
2;6;7;3;3000
3;2;8;4;1500
4;6;5;6;600
5;4;6;4;1500
6;6;8;3;3000
7;2;5;5;1500
8;9;2;4;1500
9;9;6;6;600
10;4;5;3;3000
11;7;1;5;1500
12;7;5;3;3000
13;5;1;6;600
14;1;7;6;600
15;4;5;3;3000
16;8;7;4;1500
17;2;9;5;1500
18;8;7;5;1500
19;5;8;3;3000
20;4;6;4;1500
21;9;4;6;600
22;8;2;5;1500
23;1;9;6;600
24;3;6;4;1500
25;9;8;4;1500
26;9;6;4;1500
27;7;5;6;600
28;1;7;6;600
29;1;3;3;3000
30;4;6;4;1500
31;1;9;3;3000
32;3;1;4;1500
33;6;1;6;600
34;4;5;6;600
35;7;2;5;1500
36;3;8;4;1500
37;8;5;3;3000
38;4;2;6;600
39;8;6;6;600
40;5;2;4;1500
41;1;2;6;600
42;6;2;3;3000
43;2;3;5;1500
44;3;4;3;3000
45;5;7;4;1500
46;7;4;3;3000
47;9;2;5;1500
48;2;1;6;600
49;4;6;3;3000
50;4;7;6;600
51;9;7;6;600
52;1;3;6;600
53;5;3;3;3000
54;8;4;5;1500
55;6;1;4;1500
56;2;1;4;1500
57;8;3;4;1500
58;1;8;3;3000
59;4;8;3;3000
60;3;6;3;3000
61;1;8;5;1500
62;9;1;5;1500
63;8;1;6;600
64;6;9;6;600
65;4;9;6;600
66;1;9;4;1500
67;4;1;3;3000
68;3;8;4;1500
69;5;6;5;1500
70;6;7;6;600
71;5;8;5;1500
72;5;1;5;1500
73;1;8;4;1500
74;2;6;5;1500
75;4;2;5;1500
76;3;7;4;1500
77;9;4;5;1500
78;4;7;3;3000
79;1;5;5;1500
80;1;2;6;600
81;6;9;5;1500
82;8;9;3;3000
83;7;4;4;1500
84;6;2;3;3000
85;9;3;5;1500
86;1;3;4;1500
87;8;6;5;1500
88;6;2;5;1500
89;4;3;6;600
90;3;6;6;600
91;6;7;5;1500
92;5;8;3;3000
93;9;5;4;1500
94;6;5;5;1500
95;1;6;4;1500
96;1;6;4;1500
97;6;2;6;600
98;9;2;4;1500
99;8;1;3;3000
100;6;7;5;1500
101;9;4;6;600
102;7;8;3;3000
103;7;2;4;1500
104;3;4;5;1500
105;2;6;6;600
106;5;3;3;3000
107;7;5;3;3000
108;8;1;6;600
109;7;9;5;1500
110;8;7;4;1500
111;8;5;5;1500
112;8;5;3;3000
113;1;7;3;3000
114;5;8;5;1500
115;2;9;3;3000
116;3;8;5;1500
117;6;4;4;1500
118;4;9;4;1500
119;1;4;4;1500
120;1;5;4;1500
121;6;5;4;1500
122;8;4;3;3000
123;3;5;3;3000
124;6;1;5;1500
125;2;4;3;3000
126;3;6;4;1500
127;1;2;6;600
128;5;6;3;3000
129;5;6;5;1500
130;7;8;3;3000
131;2;3;5;1500
132;3;7;6;600
133;4;8;6;600
134;1;2;3;3000
135;7;3;5;1500
136;3;6;4;1500
137;9;3;6;600
138;8;7;3;3000
139;8;9;4;1500
140;2;3;3;3000
141;9;2;6;600
142;3;2;6;600
143;2;1;3;3000
144;1;6;3;3000
145;3;5;4;1500
146;1;7;4;1500
147;2;1;3;3000
148;7;5;5;1500
149;4;3;3;3000
150;1;7;4;1500
151;2;3;5;1500
152;9;4;3;3000
153;4;2;3;3000
154;9;8;3;3000
155;8;2;5;1500
156;1;4;3;3000
157;2;7;4;1500
