index;source;destination;slots;max_length
1;4;9;5;1500
2;9;6;4;1500
3;5;8;4;1500
4;4;9;3;3000
5;3;9;5;1500
6;1;7;5;1500
7;1;2;6;600
8;5;1;5;1500
9;2;3;3;3000
10;8;9;5;1500
11;8;6;6;600
12;9;5;5;1500
13;2;8;5;1500
14;7;6;5;1500
15;5;1;3;3000
16;3;1;4;1500
17;4;9;5;1500
18;7;6;6;600
19;7;4;5;1500
20;1;5;5;1500
21;1;3;6;600
22;6;8;3;3000
23;4;8;3;3000
24;8;2;6;600
25;5;9;3;3000
26;7;8;6;600
27;6;9;4;1500
28;2;5;6;600
29;1;4;5;1500
30;8;9;4;1500
31;5;8;4;1500
32;3;2;4;1500
33;6;4;3;3000
34;1;2;3;3000
35;8;4;6;600
36;8;6;4;1500
37;2;5;6;600
38;4;5;4;1500
39;5;1;4;1500
40;7;2;5;1500
41;6;7;5;1500
42;5;6;3;3000
43;6;9;4;1500
44;3;5;4;1500
45;3;7;4;1500
46;3;2;5;1500
47;7;4;4;1500
48;9;5;6;600
49;6;9;5;1500
50;3;5;5;1500
51;7;5;5;1500
52;7;5;3;3000
53;1;9;5;1500
54;2;7;4;1500
55;6;1;4;1500
56;9;7;5;1500
57;5;1;3;3000
58;8;6;3;3000
59;6;9;5;1500
60;9;5;5;1500
61;2;7;6;600
62;6;2;4;1500
63;7;9;5;1500
64;3;1;5;1500
65;1;6;5;1500
66;7;8;3;3000
67;7;4;6;600
68;9;8;3;3000
69;6;8;3;3000
70;6;3;6;600
71;6;8;5;1500
72;2;3;6;600
73;2;4;5;1500
74;3;1;6;600
75;7;9;4;1500
76;5;2;6;600
77;4;7;6;600
78;3;1;6;600
79;8;6;4;1500
80;5;7;5;1500
81;9;1;6;600
82;4;3;5;1500
83;7;6;3;3000
84;1;6;5;1500
85;6;5;3;3000
86;8;3;4;1500
87;4;3;6;600
88;6;1;6;600
89;7;4;4;1500
90;3;4;6;600
91;4;7;3;3000
92;8;1;6;600
93;2;4;6;600
94;2;7;3;3000
95;6;2;4;1500
96;2;1;4;1500
97;9;3;3;3000
98;4;6;3;3000
99;8;4;4;1500
100;3;2;6;600
101;8;4;5;1500
102;5;7;6;600
103;6;8;3;3000
104;6;7;3;3000
105;6;8;6;600
106;4;6;3;3000
107;8;7;6;600
108;1;2;5;1500
109;3;4;4;1500
110;2;6;5;1500
111;1;4;3;3000
112;5;8;5;1500
113;5;4;4;1500
114;3;9;3;3000
115;1;7;6;600
116;9;4;5;1500
117;8;7;6;600
118;6;3;4;1500
119;6;7;4;1500
120;9;6;4;1500
121;5;7;3;3000
122;4;1;6;600
123;8;4;4;1500
124;6;3;3;3000
125;6;7;3;3000
126;1;5;3;3000
127;6;4;6;600
128;9;2;3;3000
129;4;1;3;3000
130;2;7;5;1500
131;2;1;3;3000
132;2;9;4;1500
133;9;6;3;3000
134;3;4;5;1500
135;6;1;5;1500
136;9;5;6;600
137;6;1;6;600
138;1;4;5;1500
139;5;8;4;1500
140;7;9;5;1500
141;1;8;3;3000
142;4;3;5;1500
143;6;3;3;3000
144;3;1;4;1500
145;8;2;5;1500
146;8;1;6;600
147;6;9;6;600
148;5;9;3;3000
149;1;4;4;1500
150;1;4;4;1500
151;7;6;6;600
152;3;8;4;1500
153;1;7;3;3000
154;5;6;4;1500
155;8;1;5;1500
156;9;5;5;1500
157;8;4;6;600
158;2;5;4;1500
159;8;2;4;1500
160;5;9;5;1500
161;2;7;6;600
162;9;8;6;600
163;2;8;6;600
164;8;9;6;600
165;4;9;3;3000
166;9;8;4;1500
167;9;4;6;600
168;6;7;4;1500
169;6;3;5;1500
170;4;2;6;600
171;8;9;5;1500
172;2;6;4;1500
173;5;4;5;1500
174;7;2;3;3000
175;3;8;4;1500
176;1;2;5;1500
177;9;8;4;1500
178;5;3;3;3000
179;4;7;3;3000
180;8;2;4;1500
181;5;1;6;600
182;7;4;4;1500
183;7;2;6;600
184;6;4;3;3000
185;3;8;6;600
186;1;8;6;600
187;1;7;3;3000
188;3;5;3;3000
189;6;3;4;1500
190;3;4;4;1500
191;5;1;6;600
192;5;2;6;600
193;7;9;4;1500
194;8;5;4;1500
195;9;5;3;3000
196;6;8;6;600
197;3;4;4;1500
198;7;2;4;1500
199;9;7;3;3000
200;1;3;3;3000
201;8;1;6;600
202;7;5;5;1500
203;4;7;5;1500
204;8;4;4;1500
205;1;5;4;1500
206;1;9;3;3000
207;1;6;3;3000
208;9;4;4;1500
209;3;1;6;600
210;6;7;4;1500
211;6;3;4;1500
212;9;2;6;600
213;5;9;6;600
214;8;6;5;1500
215;8;2;6;600
216;1;5;3;3000
217;3;6;5;1500
218;2;1;3;3000
219;3;5;4;1500
220;9;6;4;1500
221;8;9;5;1500
222;7;9;3;3000
223;5;1;3;3000
224;4;3;6;600
225;2;3;3;3000
226;4;8;4;1500
227;1;4;3;3000
228;3;4;4;1500
229;1;9;3;3000
230;1;6;5;1500
231;7;8;4;1500
232;6;8;5;1500
233;4;2;4;1500
234;6;9;4;1500
235;3;4;6;600
236;2;5;5;1500
237;4;6;3;3000
238;3;7;5;1500
239;3;4;4;1500
240;3;8;5;1500
241;5;1;3;3000
242;9;5;5;1500
243;6;5;6;600
244;1;7;4;1500
