index;source;destination;slots;max_length
1;7;8;6;600
2;4;6;3;3000
3;5;1;3;3000
4;4;2;5;1500
5;6;8;6;600
6;5;4;3;3000
7;9;1;5;1500
8;2;5;5;1500
9;9;2;5;1500
10;3;6;5;1500
11;1;8;5;1500
12;4;3;6;600
13;2;5;3;3000
14;6;8;6;600
15;4;9;3;3000
16;5;9;5;1500
17;3;7;3;3000
18;6;4;6;600
19;6;1;3;3000
20;4;1;5;1500
21;6;5;5;1500
22;6;2;6;600
23;8;1;6;600
24;3;5;5;1500
25;2;3;4;1500
26;8;5;4;1500
27;6;8;3;3000
28;5;9;5;1500
29;3;6;4;1500
30;4;9;5;1500
31;4;1;4;1500
32;4;9;5;1500
33;2;6;3;3000
34;6;1;6;600
35;9;8;6;600
36;2;1;3;3000
37;3;6;6;600
38;5;1;4;1500
39;6;4;3;3000
40;2;3;5;1500
41;4;9;5;1500
42;2;6;5;1500
43;8;3;3;3000
44;5;3;6;600
45;2;6;6;600
46;1;6;4;1500
47;3;9;5;1500
48;8;2;5;1500
49;4;8;5;1500
50;6;7;3;3000
51;3;4;4;1500
52;5;2;6;600
53;5;4;3;3000
54;7;4;6;600
55;8;5;6;600
56;1;7;3;3000
57;9;2;3;3000
58;2;1;5;1500
59;9;6;3;3000
60;6;1;6;600
61;6;8;6;600
62;9;3;3;3000
63;7;2;3;3000
64;9;6;6;600
65;8;3;4;1500
66;5;4;5;1500
67;6;7;5;1500
68;9;7;3;3000
69;9;2;5;1500
70;2;8;6;600
71;7;3;3;3000
72;1;3;6;600
73;1;3;4;1500
74;6;3;6;600
75;7;8;5;1500
76;3;7;5;1500
77;1;9;4;1500
78;7;5;4;1500
79;7;1;4;1500
80;3;7;4;1500
81;1;7;4;1500
82;6;2;5;1500
83;4;5;4;1500
84;2;8;4;1500
85;8;4;6;600
86;8;9;4;1500
87;1;5;3;3000
88;2;5;5;1500
89;7;3;6;600
90;2;3;4;1500
91;1;5;5;1500
92;3;5;3;3000
93;3;2;3;3000
94;2;1;5;1500
95;4;8;6;600
96;4;6;5;1500
97;9;3;6;600
98;5;6;6;600
99;8;4;6;600
100;1;4;3;3000
101;8;4;3;3000
102;2;3;5;1500
103;6;7;4;1500
104;3;1;6;600
105;5;1;3;3000
106;7;8;3;3000
107;9;3;5;1500
108;7;5;6;600
109;5;6;6;600
110;4;5;5;1500
111;1;2;3;3000
112;3;9;3;3000
113;3;5;6;600
114;5;3;5;1500
115;9;3;6;600
116;5;6;4;1500
117;5;2;5;1500
118;5;4;6;600
119;1;8;6;600
120;5;9;5;1500
121;9;3;5;1500
122;9;5;3;3000
123;4;2;5;1500
124;3;2;6;600
125;6;1;5;1500
126;4;3;5;1500
127;6;7;5;1500
128;9;3;6;600
129;4;9;4;1500
130;6;3;6;600
131;8;9;6;600
132;6;2;3;3000
133;2;8;4;1500
134;7;3;4;1500
135;9;8;6;600
136;2;3;3;3000
137;5;4;6;600
138;1;5;4;1500
139;2;4;3;3000
140;2;7;5;1500
141;9;1;3;3000
142;4;8;6;600
143;9;6;3;3000
144;4;1;6;600
145;6;1;6;600
146;6;8;5;1500
147;2;1;6;600
148;8;9;4;1500
149;5;7;5;1500
150;8;7;6;600
151;4;6;6;600
152;8;7;6;600
153;8;4;4;1500
154;7;8;3;3000
155;2;1;5;1500
156;7;8;4;1500
157;2;5;3;3000
158;3;8;6;600
159;4;5;6;600
160;2;1;5;1500
161;3;4;5;1500
162;4;8;6;600
163;6;5;3;3000
164;2;8;6;600
165;7;6;5;1500
166;3;5;4;1500
167;3;9;3;3000
168;1;2;4;1500
169;7;2;3;3000
170;5;9;5;1500
171;2;6;5;1500
172;4;1;4;1500
173;9;8;3;3000
174;8;6;5;1500
175;9;3;6;600
176;4;3;6;600
177;6;8;5;1500
178;3;1;5;1500
179;2;4;3;3000
180;7;1;3;3000
181;8;3;5;1500
182;5;9;4;1500
183;4;7;5;1500
184;7;3;5;1500
185;7;2;6;600
186;7;6;3;3000
187;4;6;4;1500
188;6;2;5;1500
189;8;4;6;600
190;8;5;5;1500
191;8;1;6;600
192;4;7;4;1500
193;1;3;6;600
194;9;3;6;600
195;7;1;4;1500
196;2;8;4;1500
197;7;2;5;1500
198;1;4;5;1500
199;4;9;5;1500
200;6;5;4;1500
201;3;5;4;1500
202;4;1;5;1500
203;4;9;5;1500
204;3;6;6;600
205;7;6;3;3000
206;2;4;4;1500
207;9;5;3;3000
208;7;3;6;600
209;8;2;3;3000
210;3;1;4;1500
211;3;2;4;1500
212;2;6;6;600
213;6;3;5;1500
214;8;4;4;1500
215;2;3;4;1500
216;2;9;3;3000
217;1;7;4;1500
218;7;1;3;3000
219;2;3;3;3000
220;1;5;5;1500
221;2;4;5;1500
222;9;6;3;3000
223;7;4;6;600
224;9;8;5;1500
225;4;6;5;1500
226;7;5;5;1500
227;6;8;4;1500
228;3;1;3;3000
229;1;2;5;1500
230;2;8;5;1500
231;7;9;5;1500
232;3;8;6;600
233;6;5;6;600
234;5;1;5;1500
235;1;2;6;600
236;7;2;3;3000
237;1;9;3;3000
238;4;5;4;1500
239;4;5;3;3000
240;1;4;4;1500
241;9;2;4;1500
242;7;8;5;1500
243;7;6;3;3000
244;4;9;5;1500
245;5;4;5;1500
246;2;4;4;1500
247;7;9;6;600
248;4;5;4;1500
249;2;6;6;600
250;3;8;5;1500
251;6;8;4;1500
252;8;7;4;1500
253;2;9;5;1500
254;5;7;3;3000
255;9;4;6;600
256;9;5;5;1500
257;5;9;6;600
258;2;1;3;3000
259;5;1;5;1500
260;3;2;6;600
261;4;8;5;1500
262;7;2;5;1500
263;6;2;5;1500
264;9;4;4;1500
265;7;1;5;1500
266;8;7;3;3000
267;6;7;5;1500
268;2;3;3;3000
269;3;8;3;3000
270;4;7;4;1500
271;2;5;3;3000
272;5;6;3;3000
273;1;7;5;1500
274;6;1;3;3000
275;4;1;3;3000
276;5;4;3;3000
277;8;7;5;1500
278;5;9;5;1500
279;8;6;4;1500
280;7;8;6;600
281;1;8;6;600
282;3;6;4;1500
283;4;7;5;1500
284;2;6;5;1500
285;7;5;3;3000
286;6;5;3;3000
287;9;8;4;1500
288;5;3;6;600
289;3;9;6;600
290;5;8;5;1500
291;1;7;3;3000
292;7;5;4;1500
293;8;1;4;1500
294;1;5;4;1500
295;5;8;3;3000
296;9;7;5;1500
297;4;8;5;1500
298;6;5;4;1500
299;6;1;5;1500
300;5;6;3;3000
301;5;1;3;3000
302;2;7;4;1500
303;2;8;4;1500
304;7;5;6;600
305;6;8;3;3000
306;5;7;4;1500
307;3;2;3;3000
308;9;6;4;1500
309;2;9;6;600
310;3;2;6;600
311;4;6;6;600
312;1;7;6;600
313;3;8;5;1500
314;2;7;4;1500
315;4;5;5;1500
316;8;4;6;600
317;9;5;3;3000
318;4;6;6;600
319;1;5;6;600
320;4;3;6;600
321;6;7;5;1500
322;4;6;5;1500
323;4;9;5;1500
324;2;9;5;1500
325;2;5;4;1500
326;5;6;3;3000
327;2;5;5;1500
328;9;8;6;600
329;9;8;6;600
330;5;1;6;600
331;3;2;3;3000
332;4;7;4;1500
333;1;7;6;600
334;1;5;4;1500
335;6;8;4;1500
336;8;5;6;600
337;9;4;4;1500
338;2;5;5;1500
339;5;9;6;600
340;6;1;3;3000
341;1;7;5;1500
342;1;7;6;600
343;7;4;5;1500
