index;source;destination;slots;max_length
1;3;2;3;3000
2;7;9;5;1500
3;8;4;3;3000
4;4;6;3;3000
5;3;9;3;3000
6;8;7;5;1500
7;4;7;6;600
8;3;4;5;1500
9;9;5;5;1500
10;3;7;5;1500
11;5;4;3;3000
12;4;1;6;600
13;6;1;3;3000
14;1;6;4;1500
15;1;4;5;1500
16;4;5;4;1500
17;7;3;3;3000
18;4;1;4;1500
19;4;5;4;1500
20;6;5;6;600
21;6;3;4;1500
22;7;4;4;1500
23;2;5;3;3000
24;7;9;4;1500
25;5;8;5;1500
26;8;7;3;3000
27;2;5;5;1500
28;6;5;4;1500
29;1;7;6;600
30;2;9;4;1500
31;5;2;5;1500
32;5;9;3;3000
33;4;8;5;1500
34;4;1;3;3000
35;7;4;3;3000
36;9;3;3;3000
37;6;9;3;3000
38;7;4;5;1500
39;9;7;3;3000
40;7;9;6;600
41;9;6;4;1500
42;2;6;3;3000
43;3;9;5;1500
44;7;2;5;1500
45;5;8;6;600
46;6;7;6;600
47;7;3;6;600
48;4;5;5;1500
49;6;3;5;1500
50;9;5;5;1500
51;3;7;4;1500
52;1;3;4;1500
53;1;3;5;1500
54;7;1;6;600
55;1;8;6;600
56;8;3;6;600
57;5;9;4;1500
58;4;5;5;1500
59;2;1;4;1500
60;1;6;6;600
61;1;5;5;1500
62;3;7;6;600
63;9;6;6;600
64;3;4;4;1500
65;9;3;5;1500
66;6;4;5;1500
67;6;3;4;1500
68;6;7;3;3000
69;6;2;4;1500
70;5;2;4;1500
71;6;7;6;600
72;7;8;5;1500
73;7;5;5;1500
74;3;7;6;600
75;1;7;4;1500
76;6;1;3;3000
77;7;5;3;3000
78;2;9;5;1500
79;6;5;5;1500
80;2;1;3;3000
81;9;8;6;600
82;5;1;3;3000
83;9;2;4;1500
84;9;6;5;1500
85;3;4;4;1500
86;7;9;6;600
87;7;6;6;600
88;7;3;6;600
89;6;1;4;1500
90;4;3;5;1500
91;3;6;5;1500
92;1;8;4;1500
93;6;8;4;1500
94;5;7;6;600
95;6;4;6;600
96;5;6;4;1500
97;5;3;5;1500
98;9;7;4;1500
99;2;1;6;600
100;4;3;5;1500
101;6;3;3;3000
102;9;2;5;1500
103;7;9;5;1500
104;8;6;3;3000
105;8;7;4;1500
106;6;8;5;1500
107;4;1;6;600
108;9;7;3;3000
109;7;8;3;3000
110;5;2;6;600
111;8;7;3;3000
112;6;9;6;600
113;5;3;5;1500
114;3;8;6;600
115;9;8;5;1500
116;8;7;5;1500
117;8;1;5;1500
118;4;9;4;1500
119;9;5;5;1500
120;8;1;4;1500
121;4;2;4;1500
122;4;2;4;1500
123;6;5;3;3000
124;4;7;4;1500
125;4;2;5;1500
126;3;7;6;600
127;3;5;6;600
128;5;2;3;3000
129;1;3;4;1500
130;4;5;3;3000
131;8;5;4;1500
132;9;6;5;1500
133;4;6;6;600
134;4;6;6;600
135;7;4;6;600
136;2;1;5;1500
137;9;2;4;1500
138;2;5;4;1500
139;8;1;4;1500
140;8;2;4;1500
141;2;5;4;1500
142;5;4;4;1500
143;4;5;5;1500
144;2;7;4;1500
145;4;5;3;3000
146;8;3;4;1500
147;9;3;5;1500
148;7;8;5;1500
149;7;6;3;3000
150;1;9;5;1500
151;5;3;5;1500
152;1;6;4;1500
153;1;4;3;3000
154;4;8;5;1500
155;2;3;5;1500
156;7;8;6;600
157;1;5;6;600
158;6;4;6;600
159;5;9;3;3000
160;3;6;6;600
161;1;5;5;1500
162;8;9;5;1500
163;5;6;4;1500
164;5;8;4;1500
165;7;5;4;1500
166;8;3;5;1500
167;2;8;6;600
168;2;7;5;1500
169;4;5;3;3000
170;1;7;5;1500
171;7;5;4;1500
172;9;6;6;600
173;5;9;3;3000
174;5;4;3;3000
175;6;1;3;3000
176;3;9;5;1500
177;9;1;4;1500
178;6;5;3;3000
179;6;8;6;600
180;7;4;5;1500
181;4;1;6;600
182;3;5;6;600
183;6;5;3;3000
184;8;6;5;1500
185;3;2;3;3000
186;9;2;3;3000
187;9;4;5;1500
188;5;8;3;3000
189;5;8;6;600
190;6;8;5;1500
191;7;8;3;3000
192;5;9;4;1500
193;6;5;3;3000
194;3;1;3;3000
195;7;6;3;3000
196;3;5;5;1500
197;6;8;6;600
198;1;5;4;1500
199;8;2;6;600
200;8;3;5;1500
201;7;9;6;600
202;7;5;5;1500
203;4;8;3;3000
204;1;9;5;1500
205;9;3;4;1500
206;5;9;5;1500
207;8;2;6;600
208;2;4;5;1500
209;4;5;5;1500
210;4;2;4;1500
211;7;9;6;600
212;1;7;5;1500
213;1;8;5;1500
214;1;5;4;1500
215;8;7;5;1500
216;7;4;5;1500
217;6;2;3;3000
218;6;4;5;1500
219;5;8;5;1500
220;7;3;6;600
221;4;2;3;3000
222;2;7;5;1500
223;1;6;3;3000
224;4;7;3;3000
225;5;7;5;1500
226;9;5;3;3000
227;7;5;3;3000
228;5;9;3;3000
229;2;5;3;3000
230;3;1;3;3000
231;7;4;5;1500
232;8;5;6;600
233;7;9;5;1500
234;7;9;5;1500
235;4;6;4;1500
236;9;5;4;1500
237;8;1;4;1500
238;2;4;3;3000
239;5;1;3;3000
240;2;3;5;1500
241;4;9;4;1500
242;8;5;6;600
243;9;2;6;600
244;4;5;6;600
245;5;2;5;1500
246;8;4;5;1500
247;8;9;4;1500
248;2;1;6;600
249;2;8;5;1500
250;8;1;5;1500
251;4;5;5;1500
252;2;7;5;1500
253;1;6;3;3000
254;6;2;4;1500
255;3;8;3;3000
256;7;6;6;600
257;4;2;4;1500
258;4;5;3;3000
259;1;3;3;3000
260;4;5;6;600
261;1;9;4;1500
262;9;2;5;1500
263;3;6;6;600
264;4;8;6;600
265;7;9;3;3000
266;5;2;6;600
267;9;3;6;600
268;7;1;3;3000
269;5;2;3;3000
270;2;5;4;1500
271;7;1;6;600
272;7;9;6;600
273;2;6;3;3000
274;4;5;4;1500
275;7;6;6;600
276;5;4;5;1500
277;5;6;5;1500
278;2;8;5;1500
279;2;3;6;600
280;5;8;4;1500
281;7;8;4;1500
282;1;8;4;1500
283;8;9;4;1500
284;6;8;4;1500
285;3;1;3;3000
286;1;4;6;600
287;6;9;5;1500
288;2;8;5;1500
289;4;3;5;1500
290;5;7;4;1500
291;4;2;4;1500
292;3;9;5;1500
293;7;4;3;3000
294;2;7;5;1500
295;4;9;3;3000
296;8;4;4;1500
297;9;1;3;3000
298;2;4;5;1500
299;5;9;6;600
300;2;5;4;1500
301;9;2;6;600
302;4;3;6;600
303;5;6;3;3000
304;7;5;4;1500
305;8;1;3;3000
306;6;4;6;600
307;8;9;3;3000
