index;source;destination;slots;max_length
1;8;7;6;600
2;6;1;5;1500
3;1;2;6;600
4;7;2;5;1500
5;2;7;4;1500
6;4;5;3;3000
7;5;7;6;600
8;3;8;6;600
9;5;9;4;1500
10;3;6;3;3000
11;8;1;4;1500
12;1;9;6;600
13;6;1;5;1500
14;7;2;3;3000
15;1;6;4;1500
16;8;9;3;3000
17;2;3;3;3000
18;3;9;3;3000
19;7;1;6;600
20;1;5;6;600
21;1;9;3;3000
22;3;5;3;3000
23;3;4;6;600
24;3;2;6;600
25;9;4;4;1500
26;1;2;5;1500
27;2;6;6;600
28;9;2;3;3000
29;5;9;6;600
30;8;6;5;1500
31;1;7;5;1500
32;8;4;3;3000
33;5;8;4;1500
34;8;7;3;3000
35;5;9;3;3000
36;7;5;3;3000
37;5;4;3;3000
38;4;1;3;3000
39;3;2;3;3000
40;3;6;3;3000
41;8;7;6;600
42;4;6;4;1500
43;1;8;5;1500
44;7;8;6;600
45;1;9;6;600
46;9;4;5;1500
47;3;5;5;1500
48;3;9;6;600
49;7;5;6;600
50;8;1;4;1500
51;5;1;6;600
52;8;3;3;3000
53;4;9;4;1500
54;3;1;5;1500
55;4;7;5;1500
56;1;6;3;3000
57;4;1;3;3000
58;6;1;4;1500
59;7;4;5;1500
60;8;7;4;1500
61;9;6;3;3000
62;4;5;5;1500
63;1;9;4;1500
64;1;5;4;1500
65;9;5;4;1500
66;9;5;3;3000
67;2;9;5;1500
68;7;1;6;600
69;7;5;6;600
70;8;9;3;3000
71;7;4;6;600
72;1;5;5;1500
73;3;9;5;1500
74;8;5;4;1500
75;8;3;4;1500
76;4;2;5;1500
77;1;8;4;1500
78;5;9;6;600
79;1;4;6;600
80;8;4;3;3000
81;5;1;5;1500
82;1;5;5;1500
83;4;9;3;3000
84;1;4;5;1500
85;8;4;5;1500
86;2;9;6;600
87;8;5;4;1500
88;7;9;5;1500
89;6;7;3;3000
90;6;7;5;1500
91;8;7;5;1500
92;6;4;6;600
93;8;4;6;600
94;8;1;6;600
95;8;6;4;1500
96;7;5;5;1500
97;6;7;6;600
98;9;7;3;3000
99;2;3;6;600
100;6;1;5;1500
101;3;1;6;600
102;8;1;4;1500
103;7;6;6;600
104;2;6;5;1500
105;5;2;5;1500
106;7;4;4;1500
107;8;6;5;1500
108;2;9;3;3000
109;6;8;3;3000
110;3;1;6;600
111;1;3;6;600
112;3;6;3;3000
113;9;3;4;1500
114;9;7;3;3000
115;6;5;4;1500
116;2;5;5;1500
117;3;6;6;600
118;2;9;5;1500
119;7;2;6;600
120;6;5;5;1500
121;6;4;3;3000
122;8;2;4;1500
123;9;4;3;3000
124;3;5;6;600
125;8;3;3;3000
126;1;6;6;600
127;7;5;5;1500
128;9;5;6;600
129;4;7;6;600
130;2;6;6;600
131;5;8;4;1500
132;1;6;3;3000
133;8;6;3;3000
134;6;8;5;1500
135;3;2;6;600
136;2;4;4;1500
137;5;9;3;3000
138;7;5;5;1500
139;9;1;4;1500
140;5;4;3;3000
141;7;2;3;3000
142;4;1;5;1500
143;1;2;6;600
144;3;9;5;1500
145;9;8;5;1500
146;7;3;3;3000
147;5;4;6;600
148;3;2;3;3000
149;1;9;4;1500
150;4;7;6;600
151;6;1;3;3000
152;7;6;4;1500
153;2;1;3;3000
154;8;7;3;3000
155;8;7;5;1500
156;2;6;6;600
157;8;4;6;600
158;5;1;4;1500
159;2;6;4;1500
160;6;5;6;600
161;8;3;6;600
162;9;1;5;1500
163;1;5;6;600
164;5;7;4;1500
165;4;3;4;1500
166;1;6;3;3000
167;2;8;3;3000
168;9;8;4;1500
169;9;7;4;1500
170;3;1;3;3000
171;9;6;4;1500
172;7;9;4;1500
173;4;9;4;1500
174;6;9;4;1500
175;2;6;4;1500
176;2;8;4;1500
177;1;2;6;600
178;2;9;4;1500
179;8;9;4;1500
180;5;7;6;600
181;4;9;6;600
182;5;2;6;600
183;1;4;6;600
184;4;9;5;1500
185;9;4;5;1500
186;8;6;5;1500
187;6;1;3;3000
188;7;3;6;600
189;6;8;6;600
190;8;1;6;600
191;6;8;5;1500
192;9;5;6;600
193;1;7;4;1500
194;3;8;4;1500
195;4;8;6;600
196;3;7;3;3000
197;5;2;3;3000
198;1;6;3;3000
199;9;6;4;1500
200;3;8;3;3000
201;7;8;4;1500
202;3;4;4;1500
203;8;7;4;1500
204;3;1;5;1500
205;9;8;4;1500
206;2;5;4;1500
207;2;5;6;600
208;7;3;6;600
209;8;7;6;600
210;9;5;6;600
211;4;5;5;1500
212;5;7;5;1500
213;4;8;6;600
214;6;2;6;600
215;9;8;6;600
216;9;6;4;1500
217;9;5;5;1500
218;2;9;3;3000
219;6;9;4;1500
220;1;8;4;1500
221;9;3;3;3000
222;1;3;4;1500
223;4;9;6;600
224;3;7;6;600
225;5;2;4;1500
226;5;3;5;1500
227;5;1;4;1500
228;5;7;6;600
229;2;8;5;1500
230;1;5;5;1500
231;8;9;6;600
232;9;5;3;3000
233;4;9;5;1500
234;2;8;3;3000
235;2;3;3;3000
236;5;7;5;1500
237;5;4;4;1500
238;1;7;4;1500
239;1;6;4;1500
240;4;9;5;1500
241;5;6;3;3000
242;2;5;5;1500
243;8;3;3;3000
244;5;1;6;600
245;1;7;6;600
246;9;6;5;1500
247;6;2;4;1500
248;7;4;6;600
249;6;8;5;1500
250;4;2;5;1500
251;2;3;5;1500
252;4;7;3;3000
253;1;6;4;1500
254;2;5;6;600
255;7;6;6;600
256;7;8;4;1500
257;1;9;4;1500
258;2;5;3;3000
259;1;6;3;3000
260;8;9;4;1500
261;1;3;4;1500
262;2;9;6;600
263;7;3;4;1500
264;8;9;4;1500
265;4;3;5;1500
266;8;9;5;1500
267;9;3;4;1500
268;1;3;3;3000
269;4;1;4;1500
270;6;5;4;1500
271;1;3;6;600
272;9;1;4;1500
273;3;9;6;600
274;4;9;4;1500
275;9;8;5;1500
276;7;1;6;600
277;4;8;5;1500
278;3;1;5;1500
279;5;3;6;600
280;1;6;4;1500
281;7;8;4;1500
282;2;9;5;1500
283;8;7;4;1500
284;3;8;5;1500
285;9;6;4;1500
286;7;4;6;600
287;5;4;4;1500
288;5;6;4;1500
289;5;2;4;1500
290;2;6;6;600
291;2;3;5;1500
292;7;6;5;1500
293;3;9;4;1500
294;8;9;6;600
295;1;3;4;1500
296;8;2;4;1500
297;4;5;3;3000
298;2;3;6;600
299;9;8;5;1500
300;3;2;3;3000
301;2;3;5;1500
302;6;4;3;3000
303;3;9;6;600
304;4;1;5;1500
305;8;1;3;3000
306;5;4;3;3000
307;3;8;5;1500
308;2;6;6;600
309;7;2;6;600
310;2;1;3;3000
311;9;8;6;600
312;4;7;5;1500
313;8;6;5;1500
314;9;7;6;600
315;4;5;6;600
316;1;4;4;1500
317;5;1;5;1500
318;6;2;4;1500
319;3;8;3;3000
320;9;5;6;600
321;7;8;5;1500
322;6;4;5;1500
