Iter  | Wout Imp | LB         | Lagr Cost | Real Cost | UB     | Step   | Lambda   | Feasibility | Time      | 
1     | 0        | 259.000000 | 259.00000 | 259.00000 | 2281.0 | 0.0000 | 2.000000 | NO          | 0.798761  | 
2     | 0        | 286.070839 | 286.07083 | 554.00000 | 2281.0 | 0.5073 | 2.000000 | NO          | 0.856189  | 
3     | 0        | 369.074849 | 369.07484 | 770.00000 | 2264.0 | 0.3138 | 2.000000 | NO          | 0.899354  | 
4     | 0        | 441.121306 | 441.12130 | 900.00000 | 2237.0 | 0.2628 | 2.000000 | NO          | 0.960717  | 
5     | 0        | 448.285996 | 448.28599 | 1124.0000 | 2237.0 | 0.6550 | 2.000000 | NO          | 1.015847  | 
6     | 0        | 475.536542 | 475.53654 | 1176.0000 | 2237.0 | 0.5972 | 2.000000 | NO          | 1.041845  | 
7     | 0        | 532.095271 | 532.09527 | 1263.0000 | 2237.0 | 0.4263 | 2.000000 | NO          | 1.066987  | 
8     | 0        | 589.716343 | 589.71634 | 1184.0000 | 2237.0 | 0.5743 | 2.000000 | NO          | 1.092225  | 
9     | 1        | 589.716343 | 524.25309 | 1121.0000 | 2237.0 | 0.6988 | 2.000000 | NO          | 1.117530  | 
10    | 2        | 589.716343 | 530.65058 | 1337.0000 | 2237.0 | 0.5988 | 2.000000 | NO          | 1.142637  | 
11    | 3        | 589.716343 | 584.57085 | 1496.0000 | 2237.0 | 0.5349 | 2.000000 | NO          | 1.168053  | 
12    | 4        | 589.716343 | 457.58536 | 1272.0000 | 2237.0 | 0.9724 | 2.000000 | NO          | 1.194166  | 
13    | 5        | 589.716343 | 530.22403 | 1550.0000 | 2237.0 | 0.5781 | 2.000000 | NO          | 1.219699  | 
14    | 6        | 589.716343 | 304.75416 | 1509.0000 | 2237.0 | 0.8216 | 2.000000 | NO          | 1.247727  | 
15    | 7        | 589.716343 | 520.03149 | 1668.0000 | 2237.0 | 0.4317 | 2.000000 | NO          | 1.273404  | 
16    | 8        | 589.716343 | 393.64415 | 1195.0000 | 2237.0 | 0.9253 | 2.000000 | NO          | 1.298863  | 
17    | 9        | 589.716343 | 487.22918 | 1548.0000 | 2237.0 | 0.3989 | 2.000000 | NO          | 1.325571  | 
18    | 10       | 589.716343 | 286.19262 | 1476.0000 | 2237.0 | 0.9081 | 2.000000 | NO          | 1.351181  | 
19    | 11       | 589.716343 | 250.29461 | 1433.0000 | 2237.0 | 0.6761 | 2.000000 | NO          | 1.376530  | 
20    | 12       | 589.716343 | 379.64577 | 1354.0000 | 2237.0 | 0.5525 | 2.000000 | NO          | 1.401963  | 
21    | 13       | 589.716343 | 294.62038 | 1458.0000 | 2237.0 | 0.6905 | 2.000000 | NO          | 1.427380  | 
22    | 14       | 589.716343 | 408.81655 | 1616.0000 | 2237.0 | 0.6817 | 2.000000 | NO          | 1.452683  | 
23    | 15       | 589.716343 | 305.41635 | 1468.0000 | 2237.0 | 0.6681 | 2.000000 | NO          | 1.478180  | 
24    | 16       | 589.716343 | 135.55030 | 1593.0000 | 2237.0 | 0.8733 | 2.000000 | NO          | 1.503686  | 
25    | 17       | 589.716343 | 130.73780 | 1789.0000 | 2237.0 | 0.5879 | 2.000000 | NO          | 1.530714  | 
26    | 18       | 589.716343 | 193.98498 | 1322.0000 | 2237.0 | 0.6499 | 2.000000 | NO          | 1.558868  | 
27    | 19       | 589.716343 | 181.38717 | 1506.0000 | 2237.0 | 0.7516 | 2.000000 | NO          | 1.589479  | 
28    | 20       | 589.716343 | 120.82053 | 1476.0000 | 2237.0 | 0.6864 | 2.000000 | NO          | 1.620031  | 
29    | 21       | 589.716343 | -14.13308 | 1259.0000 | 2237.0 | 1.0264 | 2.000000 | NO          | 1.651456  | 
30    | 22       | 589.716343 | 34.889587 | 1800.0000 | 2237.0 | 0.6719 | 2.000000 | NO          | 1.710625  | 
