Iter  | Wout Imp | LB         | Lagr Cost | Real Cost | UB     | Step   | Lambda   | Feasibility | Time      | 
1     | 0        | 487.000000 | 487.00000 | 487.00000 | 8132.0 | 0.0000 | 2.000000 | NO          | 3.090728  | 
2     | 1        | 487.000000 | 425.57851 | 1037.0000 | 8132.0 | 0.5995 | 2.000000 | NO          | 3.246760  | 
3     | 0        | 523.637377 | 523.63737 | 1527.0000 | 7999.0 | 0.3349 | 2.000000 | NO          | 3.369257  | 
4     | 0        | 680.057592 | 680.05759 | 2040.0000 | 7802.0 | 0.3553 | 2.000000 | NO          | 3.498630  | 
5     | 0        | 782.084169 | 782.08416 | 2367.0000 | 7802.0 | 0.2872 | 2.000000 | NO          | 3.625190  | 
6     | 0        | 888.985591 | 888.98559 | 2701.0000 | 7802.0 | 0.4358 | 2.000000 | NO          | 3.683846  | 
7     | 0        | 908.734295 | 908.73429 | 2904.0000 | 7802.0 | 0.5638 | 2.000000 | NO          | 3.741810  | 
8     | 0        | 954.861196 | 954.86119 | 3362.0000 | 7802.0 | 0.4865 | 2.000000 | NO          | 3.798895  | 
9     | 0        | 1048.30748 | 1048.3074 | 3581.0000 | 7802.0 | 0.4201 | 2.000000 | NO          | 3.855959  | 
10    | 1        | 1048.30748 | 1034.4676 | 3518.0000 | 7802.0 | 0.4627 | 2.000000 | NO          | 3.912983  | 
11    | 2        | 1048.30748 | 782.52583 | 3503.0000 | 7802.0 | 0.9554 | 2.000000 | NO          | 3.970184  | 
12    | 3        | 1048.30748 | 860.68072 | 4267.0000 | 7802.0 | 0.8162 | 2.000000 | NO          | 4.028159  | 
13    | 4        | 1048.30748 | 890.84092 | 4199.0000 | 7802.0 | 0.7773 | 2.000000 | NO          | 4.085726  | 
14    | 5        | 1048.30748 | 926.27339 | 4408.0000 | 7802.0 | 0.7790 | 2.000000 | NO          | 4.144583  | 
15    | 6        | 1048.30748 | 978.26187 | 4812.0000 | 7802.0 | 0.5466 | 2.000000 | NO          | 4.202588  | 
16    | 7        | 1048.30748 | 956.38284 | 4658.0000 | 7802.0 | 0.7702 | 2.000000 | NO          | 4.260589  | 
17    | 8        | 1048.30748 | 778.03324 | 4481.0000 | 7802.0 | 1.0427 | 2.000000 | NO          | 4.320022  | 
18    | 9        | 1048.30748 | 542.22388 | 4376.0000 | 7802.0 | 1.2251 | 2.000000 | NO          | 4.378219  | 
19    | 10       | 1048.30748 | 404.20323 | 4558.0000 | 7802.0 | 1.0270 | 2.000000 | NO          | 4.436450  | 
20    | 11       | 1048.30748 | 149.23343 | 4347.0000 | 7802.0 | 1.2170 | 2.000000 | NO          | 4.494656  | 
21    | 12       | 1048.30748 | 165.18891 | 4630.0000 | 7802.0 | 0.6034 | 2.000000 | NO          | 4.552879  | 
22    | 13       | 1048.30748 | 530.70157 | 5368.0000 | 7802.0 | 0.7118 | 2.000000 | NO          | 4.611315  | 
23    | 14       | 1048.30748 | 457.30889 | 4935.0000 | 7802.0 | 0.7698 | 2.000000 | NO          | 4.669798  | 
24    | 15       | 1048.30748 | 343.26191 | 5532.0000 | 7802.0 | 0.9482 | 2.000000 | NO          | 4.728315  | 
25    | 16       | 1048.30748 | 106.67796 | 4488.0000 | 7802.0 | 1.0087 | 2.000000 | NO          | 4.787154  | 
26    | 17       | 1048.30748 | 207.00845 | 4563.0000 | 7802.0 | 0.7815 | 2.000000 | NO          | 4.845733  | 
27    | 18       | 1048.30748 | 296.94771 | 5311.0000 | 7802.0 | 0.8441 | 2.000000 | NO          | 4.904346  | 
28    | 19       | 1048.30748 | 234.06749 | 6036.0000 | 7802.0 | 1.0780 | 2.000000 | NO          | 4.963208  | 
29    | 20       | 1048.30748 | -104.0491 | 3575.0000 | 7802.0 | 1.1178 | 2.000000 | NO          | 5.022120  | 
30    | 1        | 1048.30748 | 36.756502 | 5181.0000 | 7802.0 | 0.3843 | 1.000000 | NO          | 5.131217  | 
31    | 2        | 1048.30748 | 138.83324 | 4889.0000 | 7802.0 | 0.4122 | 1.000000 | NO          | 5.190002  | 
32    | 3        | 1048.30748 | 567.99507 | 5821.0000 | 7802.0 | 0.3984 | 1.000000 | NO          | 5.249045  | 
33    | 4        | 1048.30748 | 494.16034 | 5416.0000 | 7802.0 | 0.5697 | 1.000000 | NO          | 5.308082  | 
34    | 5        | 1048.30748 | 818.74822 | 6521.0000 | 7802.0 | 0.3925 | 1.000000 | NO          | 5.367187  | 
35    | 6        | 1048.30748 | 725.67551 | 5788.0000 | 7802.0 | 0.5022 | 1.000000 | NO          | 5.428464  | 
36    | 7        | 1048.30748 | 807.21314 | 4381.0000 | 7802.0 | 0.3832 | 1.000000 | NO          | 5.487578  | 
37    | 0        | 1083.59738 | 1083.5973 | 6183.0000 | 7802.0 | 0.4100 | 1.000000 | NO          | 5.546864  | 
38    | 0        | 1214.06161 | 1214.0616 | 4633.0000 | 7802.0 | 0.6149 | 1.000000 | NO          | 5.606153  | 
39    | 0        | 1218.16471 | 1218.1647 | 5333.0000 | 7802.0 | 0.3956 | 1.000000 | NO          | 5.666990  | 
40    | 1        | 1218.16471 | 1163.9710 | 4414.0000 | 7802.0 | 0.4510 | 1.000000 | NO          | 5.726418  | 
41    | 0        | 1256.68320 | 1256.6832 | 6158.0000 | 7802.0 | 0.2649 | 1.000000 | NO          | 5.785744  | 
42    | 0        | 1468.67603 | 1468.6760 | 6238.0000 | 7802.0 | 0.3727 | 1.000000 | NO          | 5.844920  | 
43    | 0        | 1577.99447 | 1577.9944 | 5100.0000 | 7802.0 | 0.3753 | 1.000000 | NO          | 5.904188  | 
44    | 0        | 1598.61762 | 1598.6176 | 6621.0000 | 7802.0 | 0.4727 | 1.000000 | NO          | 5.963554  | 
45    | 1        | 1598.61762 | 1548.6947 | 4374.0000 | 7802.0 | 0.6407 | 1.000000 | NO          | 6.022866  | 
46    | 0        | 1620.72054 | 1620.7205 | 6107.0000 | 7802.0 | 0.3438 | 1.000000 | NO          | 6.082100  | 
47    | 0        | 1806.49104 | 1806.4910 | 6230.0000 | 7802.0 | 0.3253 | 1.000000 | NO          | 6.141664  | 
48    | 0        | 1818.60842 | 1818.6084 | 5824.0000 | 7802.0 | 0.3431 | 1.000000 | NO          | 6.201013  | 
49    | 0        | 1992.98379 | 1992.9837 | 4926.0000 | 7802.0 | 0.3361 | 1.000000 | NO          | 6.260457  | 
50    | 0        | 2090.49325 | 2090.4932 | 3772.0000 | 7802.0 | 0.2681 | 1.000000 | NO          | 6.319961  | 
51    | 0        | 2114.94712 | 2114.9471 | 4387.0000 | 7802.0 | 0.3043 | 1.000000 | NO          | 6.379400  | 
52    | 0        | 2222.75893 | 2222.7589 | 6146.0000 | 7802.0 | 0.3495 | 1.000000 | NO          | 6.438829  | 
53    | 0        | 2439.27811 | 2439.2781 | 6751.0000 | 7802.0 | 0.3183 | 1.000000 | NO          | 6.498514  | 
54    | 0        | 2471.92407 | 2471.9240 | 5371.0000 | 7802.0 | 0.5513 | 1.000000 | NO          | 6.559257  | 
55    | 0        | 2492.39483 | 2492.3948 | 4582.0000 | 7802.0 | 0.2784 | 1.000000 | NO          | 6.618931  | 
56    | 0        | 2602.77878 | 2602.7787 | 4113.0000 | 7802.0 | 0.2402 | 1.000000 | NO          | 6.678701  | 
