Iter  | Wout Imp | LB         | Lagr Cost | Real Cost | UB     | Step   | Lambda   | Feasibility | Time      | 
1     | 0        | 340.000000 | 340.00000 | 340.00000 | 9601.0 | 0.0000 | 2.000000 | NO          | 1.074039  | 
2     | 1        | 340.000000 | -316.6752 | 735.00000 | 3728.0 | 1.5109 | 2.000000 | NO          | 1.127718  | 
3     | 2        | 340.000000 | -232.9516 | 1091.0000 | 3728.0 | 0.3906 | 2.000000 | NO          | 1.200071  | 
4     | 3        | 340.000000 | -153.4982 | 1323.0000 | 3708.0 | 0.2842 | 2.000000 | NO          | 1.269615  | 
5     | 4        | 340.000000 | -197.6578 | 1678.0000 | 3708.0 | 0.8217 | 2.000000 | NO          | 1.340791  | 
6     | 5        | 340.000000 | -281.0824 | 1782.0000 | 3708.0 | 0.7102 | 2.000000 | NO          | 1.371818  | 
7     | 6        | 340.000000 | -211.7763 | 2122.0000 | 3708.0 | 0.5417 | 2.000000 | NO          | 1.398333  | 
8     | 7        | 340.000000 | -137.5921 | 2229.0000 | 3708.0 | 0.3984 | 2.000000 | NO          | 1.424963  | 
9     | 8        | 340.000000 | -210.7693 | 2376.0000 | 3708.0 | 0.9254 | 2.000000 | NO          | 1.453406  | 
10    | 9        | 340.000000 | -264.1443 | 2346.0000 | 3708.0 | 1.2065 | 2.000000 | NO          | 1.480071  | 
11    | 10       | 340.000000 | -314.6497 | 2644.0000 | 3708.0 | 1.0705 | 2.000000 | NO          | 1.510078  | 
12    | 11       | 340.000000 | -233.1444 | 2350.0000 | 3708.0 | 0.8874 | 2.000000 | NO          | 1.537604  | 
13    | 12       | 340.000000 | -192.0313 | 2587.0000 | 3708.0 | 0.7764 | 2.000000 | NO          | 1.564623  | 
14    | 13       | 340.000000 | -324.5042 | 2469.0000 | 3708.0 | 1.5967 | 2.000000 | NO          | 1.591487  | 
15    | 14       | 340.000000 | -359.3302 | 2607.0000 | 3708.0 | 1.4946 | 2.000000 | NO          | 1.618520  | 
16    | 15       | 340.000000 | -368.1816 | 2453.0000 | 3708.0 | 1.2520 | 2.000000 | NO          | 1.646212  | 
17    | 1        | 340.000000 | -198.9493 | 2780.0000 | 3708.0 | 0.4140 | 1.000000 | NO          | 1.673367  | 
