Iter  | Wout Imp | LB         | Lagr Cost | Real Cost | UB     | Step   | Lambda   | Feasibility | Time      | 
1     | 0        | 406.000000 | 406.00000 | 406.00000 | 4940.0 | 0.0000 | 2.000000 | NO          | 1.787064  | 
2     | 0        | 406.685051 | 406.68505 | 846.00000 | 4877.0 | 0.5248 | 2.000000 | NO          | 1.866086  | 
3     | 0        | 556.064111 | 556.06411 | 1193.0000 | 4806.0 | 0.2438 | 2.000000 | NO          | 1.944628  | 
4     | 0        | 654.830604 | 654.83060 | 1553.0000 | 4806.0 | 0.3796 | 2.000000 | NO          | 2.021055  | 
5     | 0        | 705.388917 | 705.38891 | 1842.0000 | 4806.0 | 0.4169 | 2.000000 | NO          | 2.094819  | 
6     | 0        | 783.067311 | 783.06731 | 1934.0000 | 4806.0 | 0.2360 | 2.000000 | NO          | 2.130713  | 
7     | 0        | 800.956994 | 800.95699 | 2206.0000 | 4806.0 | 0.4195 | 2.000000 | NO          | 2.166915  | 
8     | 1        | 800.956994 | 750.61902 | 2263.0000 | 4806.0 | 0.7138 | 2.000000 | NO          | 2.202950  | 
9     | 2        | 800.956994 | 735.13678 | 2410.0000 | 4806.0 | 0.7655 | 2.000000 | NO          | 2.239033  | 
10    | 0        | 831.993999 | 831.99399 | 2625.0000 | 4806.0 | 0.4896 | 2.000000 | NO          | 2.275121  | 
11    | 0        | 860.122142 | 860.12214 | 2701.0000 | 4806.0 | 0.4710 | 2.000000 | NO          | 2.314548  | 
12    | 1        | 860.122142 | 830.44874 | 3083.0000 | 4806.0 | 0.8704 | 2.000000 | NO          | 2.351095  | 
13    | 2        | 860.122142 | 695.16703 | 2606.0000 | 4806.0 | 0.8278 | 2.000000 | NO          | 2.387563  | 
14    | 3        | 860.122142 | 590.66833 | 3065.0000 | 4806.0 | 0.7431 | 2.000000 | NO          | 2.423903  | 
15    | 4        | 860.122142 | 624.80040 | 3387.0000 | 4806.0 | 0.6800 | 2.000000 | NO          | 2.460450  | 
16    | 5        | 860.122142 | 404.21196 | 2897.0000 | 4806.0 | 0.9056 | 2.000000 | NO          | 2.497102  | 
17    | 6        | 860.122142 | 554.23743 | 2941.0000 | 4806.0 | 0.5474 | 2.000000 | NO          | 2.534091  | 
18    | 7        | 860.122142 | 246.20731 | 2645.0000 | 4806.0 | 0.9637 | 2.000000 | NO          | 2.570759  | 
19    | 8        | 860.122142 | 333.74746 | 2842.0000 | 4806.0 | 1.0339 | 2.000000 | NO          | 2.607627  | 
20    | 9        | 860.122142 | 121.79670 | 1955.0000 | 4806.0 | 1.0750 | 2.000000 | NO          | 2.644438  | 
21    | 10       | 860.122142 | 156.97136 | 2211.0000 | 4806.0 | 0.6696 | 2.000000 | NO          | 2.681529  | 
22    | 11       | 860.122142 | 278.48186 | 3274.0000 | 4806.0 | 0.4298 | 2.000000 | NO          | 2.718625  | 
23    | 12       | 860.122142 | -86.71484 | 2858.0000 | 4806.0 | 0.9818 | 2.000000 | NO          | 2.755502  | 
24    | 13       | 860.122142 | 62.461389 | 3318.0000 | 4806.0 | 0.4225 | 2.000000 | NO          | 2.792336  | 
25    | 14       | 860.122142 | 168.05200 | 3737.0000 | 4806.0 | 0.3923 | 2.000000 | NO          | 2.829389  | 
26    | 15       | 860.122142 | 112.11852 | 4416.0000 | 4806.0 | 0.6318 | 2.000000 | NO          | 2.866343  | 
27    | 1        | 860.122142 | 278.55953 | 4196.0000 | 4806.0 | 0.2882 | 1.000000 | NO          | 2.903385  | 
28    | 2        | 860.122142 | 322.12387 | 3301.0000 | 4806.0 | 0.4706 | 1.000000 | NO          | 2.940472  | 
29    | 3        | 860.122142 | 560.15352 | 4547.0000 | 4806.0 | 0.2823 | 1.000000 | NO          | 2.977631  | 
30    | 4        | 860.122142 | 682.80661 | 3938.0000 | 4806.0 | 0.3857 | 1.000000 | NO          | 3.052727  | 
31    | 5        | 860.122142 | 771.16256 | 2575.0000 | 4806.0 | 0.6888 | 1.000000 | NO          | 3.090181  | 
32    | 0        | 906.201085 | 906.20108 | 3586.0000 | 4806.0 | 0.3905 | 1.000000 | NO          | 3.127667  | 
