Iter  | Wout Imp | LB         | Lagr Cost | Real Cost | UB     | Step   | Lambda   | Feasibility | Time      | 
1     | 0        | 300.000000 | 300.00000 | 300.00000 | 8401.0 | 0.0000 | 2.000000 | NO          | 0.917802  | 
2     | 1        | 300.000000 | -361.0547 | 645.00000 | 2808.0 | 1.6766 | 2.000000 | NO          | 0.967987  | 
3     | 2        | 300.000000 | -299.3577 | 956.00000 | 2778.0 | 0.4028 | 2.000000 | NO          | 1.021437  | 
4     | 3        | 300.000000 | -235.8744 | 1153.0000 | 2760.0 | 0.2973 | 2.000000 | NO          | 1.096169  | 
5     | 4        | 300.000000 | -266.6659 | 1348.0000 | 2756.0 | 0.8034 | 2.000000 | NO          | 1.156012  | 
6     | 5        | 300.000000 | -310.1690 | 1550.0000 | 2756.0 | 0.7758 | 2.000000 | NO          | 1.187337  | 
7     | 6        | 300.000000 | -270.1813 | 1746.0000 | 2756.0 | 0.5435 | 2.000000 | NO          | 1.216487  | 
8     | 7        | 300.000000 | -220.7800 | 1931.0000 | 2756.0 | 0.4192 | 2.000000 | NO          | 1.242182  | 
9     | 8        | 300.000000 | -237.6050 | 2046.0000 | 2756.0 | 0.9364 | 2.000000 | NO          | 1.268021  | 
10    | 9        | 300.000000 | -270.0281 | 1923.0000 | 2756.0 | 1.1138 | 2.000000 | NO          | 1.293880  | 
11    | 10       | 300.000000 | -217.2149 | 1847.0000 | 2756.0 | 0.8740 | 2.000000 | NO          | 1.319710  | 
12    | 11       | 300.000000 | -246.1699 | 1969.0000 | 2756.0 | 0.8983 | 2.000000 | NO          | 1.345626  | 
13    | 12       | 300.000000 | -396.8723 | 1834.0000 | 2756.0 | 1.1338 | 2.000000 | NO          | 1.371687  | 
14    | 13       | 300.000000 | -293.8963 | 1991.0000 | 2756.0 | 1.0235 | 2.000000 | NO          | 1.397745  | 
15    | 14       | 300.000000 | -280.0166 | 2117.0000 | 2756.0 | 0.8361 | 2.000000 | NO          | 1.427666  | 
16    | 15       | 300.000000 | -425.9870 | 2149.0000 | 2756.0 | 1.6459 | 2.000000 | NO          | 1.453487  | 
17    | 16       | 300.000000 | -399.0494 | 2161.0000 | 2756.0 | 0.9498 | 2.000000 | NO          | 1.479353  | 
18    | 17       | 300.000000 | -367.1192 | 2282.0000 | 2756.0 | 0.9531 | 2.000000 | NO          | 1.505417  | 
19    | 18       | 300.000000 | -498.7739 | 2207.0000 | 2756.0 | 1.4470 | 2.000000 | NO          | 1.531475  | 
20    | 19       | 300.000000 | -552.9505 | 1927.0000 | 2756.0 | 1.0231 | 2.000000 | NO          | 1.557490  | 
21    | 20       | 300.000000 | -383.6363 | 2011.0000 | 2756.0 | 0.9296 | 2.000000 | NO          | 1.583714  | 
22    | 1        | 300.000000 | -115.8268 | 1778.0000 | 2756.0 | 0.6152 | 1.000000 | NO          | 1.610033  | 
23    | 2        | 300.000000 | -49.80459 | 2326.0000 | 2756.0 | 0.5183 | 1.000000 | NO          | 1.636202  | 
24    | 3        | 300.000000 | -58.98929 | 2063.0000 | 2756.0 | 0.3836 | 1.000000 | NO          | 1.662413  | 
25    | 4        | 300.000000 | 73.577117 | 2375.0000 | 2756.0 | 0.4168 | 1.000000 | NO          | 1.688999  | 
26    | 5        | 300.000000 | 84.306805 | 1627.0000 | 2756.0 | 0.6121 | 1.000000 | NO          | 1.715506  | 
27    | 6        | 300.000000 | 94.602754 | 1905.0000 | 2756.0 | 0.5726 | 1.000000 | NO          | 1.741995  | 
28    | 7        | 300.000000 | 115.16086 | 2361.0000 | 2756.0 | 0.4305 | 1.000000 | NO          | 1.768469  | 
29    | 0        | 342.461629 | 342.46162 | 1799.0000 | 2756.0 | 0.4106 | 1.000000 | NO          | 1.795011  | 
30    | 0        | 457.868500 | 457.86850 | 2600.0000 | 2756.0 | 0.3172 | 1.000000 | NO          | 1.841558  | 
31    | 1        | 457.868500 | 442.53275 | 2303.0000 | 2756.0 | 0.5195 | 1.000000 | NO          | 1.867790  | 
32    | 0        | 531.797994 | 531.79799 | 2223.0000 | 2756.0 | 0.3260 | 1.000000 | NO          | 1.894025  | 
