Iter  | Wout Imp | LB         | Lagr Cost | Real Cost | UB     | Step   | Lambda   | Feasibility | Time      | 
1     | 0        | 340.000000 | 340.00000 | 340.00000 | 9601.0 | 0.0000 | 2.000000 | NO          | 1.029069  | 
2     | 1        | 340.000000 | -316.6752 | 735.00000 | 3728.0 | 1.5109 | 2.000000 | NO          | 1.085889  | 
3     | 2        | 340.000000 | -232.9516 | 1091.0000 | 3728.0 | 0.3906 | 2.000000 | NO          | 1.138793  | 
4     | 3        | 340.000000 | -153.4982 | 1323.0000 | 3708.0 | 0.2842 | 2.000000 | NO          | 1.188690  | 
5     | 4        | 340.000000 | -197.6578 | 1678.0000 | 3708.0 | 0.8217 | 2.000000 | NO          | 1.240586  | 
6     | 5        | 340.000000 | -281.0824 | 1782.0000 | 3708.0 | 0.7102 | 2.000000 | NO          | 1.267195  | 
7     | 6        | 340.000000 | -211.7763 | 2122.0000 | 3708.0 | 0.5417 | 2.000000 | NO          | 1.293868  | 
8     | 7        | 340.000000 | -137.5921 | 2229.0000 | 3708.0 | 0.3984 | 2.000000 | NO          | 1.320639  | 
9     | 8        | 340.000000 | -210.7693 | 2376.0000 | 3708.0 | 0.9254 | 2.000000 | NO          | 1.347545  | 
10    | 9        | 340.000000 | -264.1443 | 2346.0000 | 3708.0 | 1.2065 | 2.000000 | NO          | 1.374537  | 
11    | 10       | 340.000000 | -314.6497 | 2644.0000 | 3708.0 | 1.0705 | 2.000000 | NO          | 1.401463  | 
12    | 1        | 340.000000 | -63.06305 | 2645.0000 | 3708.0 | 0.4437 | 1.000000 | NO          | 1.428512  | 
13    | 2        | 340.000000 | 96.445868 | 2879.0000 | 3708.0 | 0.3174 | 1.000000 | NO          | 1.455684  | 
14    | 3        | 340.000000 | 216.00238 | 2515.0000 | 3708.0 | 0.5917 | 1.000000 | NO          | 1.482861  | 
15    | 4        | 340.000000 | 198.50887 | 2349.0000 | 3708.0 | 0.6864 | 1.000000 | NO          | 1.509974  | 
16    | 0        | 394.972834 | 394.97283 | 2826.0000 | 3708.0 | 0.3189 | 1.000000 | NO          | 1.537269  | 
17    | 0        | 532.214342 | 532.21434 | 3079.0000 | 3708.0 | 0.4671 | 1.000000 | NO          | 1.564643  | 
18    | 0        | 584.985167 | 584.98516 | 2568.0000 | 3708.0 | 0.6346 | 1.000000 | NO          | 1.593644  | 
19    | 0        | 742.896216 | 742.89621 | 2732.0000 | 3708.0 | 0.3436 | 1.000000 | NO          | 1.622437  | 
20    | 0        | 872.645533 | 872.64553 | 3033.0000 | 3708.0 | 0.4948 | 1.000000 | NO          | 1.650474  | 
21    | 0        | 946.769219 | 946.76921 | 2770.0000 | 3708.0 | 0.5443 | 1.000000 | NO          | 1.678419  | 
