Iter  | Wout Imp | LB         | Lagr Cost | Real Cost | UB     | Step   | Lambda   | Feasibility | Time      | 
1     | 0        | 406.000000 | 406.00000 | 406.00000 | 4940.0 | 0.0000 | 2.000000 | NO          | 1.771720  | 
2     | 0        | 406.685051 | 406.68505 | 846.00000 | 4877.0 | 0.5248 | 2.000000 | NO          | 1.885327  | 
3     | 0        | 556.064111 | 556.06411 | 1193.0000 | 4806.0 | 0.2438 | 2.000000 | NO          | 1.998274  | 
4     | 0        | 654.830604 | 654.83060 | 1553.0000 | 4806.0 | 0.3796 | 2.000000 | NO          | 2.083500  | 
5     | 0        | 705.388917 | 705.38891 | 1842.0000 | 4806.0 | 0.4169 | 2.000000 | NO          | 2.166448  | 
6     | 0        | 783.067311 | 783.06731 | 1934.0000 | 4806.0 | 0.2360 | 2.000000 | NO          | 2.203294  | 
7     | 0        | 800.956994 | 800.95699 | 2206.0000 | 4806.0 | 0.4195 | 2.000000 | NO          | 2.240337  | 
8     | 1        | 800.956994 | 750.61902 | 2263.0000 | 4806.0 | 0.7138 | 2.000000 | NO          | 2.276786  | 
9     | 2        | 800.956994 | 735.13678 | 2410.0000 | 4806.0 | 0.7655 | 2.000000 | NO          | 2.313367  | 
10    | 0        | 831.993999 | 831.99399 | 2625.0000 | 4806.0 | 0.4896 | 2.000000 | NO          | 2.349562  | 
11    | 0        | 860.122142 | 860.12214 | 2701.0000 | 4806.0 | 0.4710 | 2.000000 | NO          | 2.386222  | 
12    | 1        | 860.122142 | 830.44874 | 3083.0000 | 4806.0 | 0.8704 | 2.000000 | NO          | 2.423397  | 
13    | 2        | 860.122142 | 695.16703 | 2606.0000 | 4806.0 | 0.8278 | 2.000000 | NO          | 2.462192  | 
14    | 3        | 860.122142 | 590.66833 | 3065.0000 | 4806.0 | 0.7431 | 2.000000 | NO          | 2.503211  | 
15    | 4        | 860.122142 | 624.80040 | 3387.0000 | 4806.0 | 0.6800 | 2.000000 | NO          | 2.544502  | 
16    | 5        | 860.122142 | 404.21196 | 2897.0000 | 4806.0 | 0.9056 | 2.000000 | NO          | 2.585555  | 
17    | 6        | 860.122142 | 554.23743 | 2941.0000 | 4806.0 | 0.5474 | 2.000000 | NO          | 2.626924  | 
18    | 7        | 860.122142 | 246.20731 | 2645.0000 | 4806.0 | 0.9637 | 2.000000 | NO          | 2.666724  | 
19    | 8        | 860.122142 | 333.74746 | 2842.0000 | 4806.0 | 1.0339 | 2.000000 | NO          | 2.707037  | 
20    | 9        | 860.122142 | 121.79670 | 1955.0000 | 4806.0 | 1.0750 | 2.000000 | NO          | 2.747884  | 
21    | 10       | 860.122142 | 156.97136 | 2211.0000 | 4806.0 | 0.6696 | 2.000000 | NO          | 2.789889  | 
22    | 1        | 860.122142 | 387.58830 | 3221.0000 | 4806.0 | 0.2149 | 1.000000 | NO          | 2.830315  | 
23    | 2        | 860.122142 | 406.55242 | 2847.0000 | 4806.0 | 0.4810 | 1.000000 | NO          | 2.872345  | 
24    | 3        | 860.122142 | 591.97142 | 3778.0000 | 4806.0 | 0.2087 | 1.000000 | NO          | 2.912715  | 
25    | 4        | 860.122142 | 619.97461 | 3999.0000 | 4806.0 | 0.3546 | 1.000000 | NO          | 2.953992  | 
26    | 5        | 860.122142 | 833.37656 | 4203.0000 | 4806.0 | 0.3831 | 1.000000 | NO          | 2.995080  | 
