index;source;destination;slots;max_length
1;7;5;6;600
2;6;4;5;1500
3;5;8;5;1500
4;9;8;6;600
5;6;7;4;1500
6;8;5;3;3000
7;4;5;4;1500
8;5;2;5;1500
9;5;4;5;1500
10;6;3;3;3000
11;3;9;5;1500
12;7;3;6;600
13;1;8;5;1500
14;8;9;6;600
15;5;6;4;1500
16;1;7;3;3000
17;4;7;4;1500
18;9;3;5;1500
19;5;3;5;1500
20;6;1;6;600
21;1;7;4;1500
22;7;4;5;1500
23;6;8;5;1500
24;3;1;5;1500
25;5;8;4;1500
26;2;4;5;1500
27;3;4;3;3000
28;2;7;3;3000
29;5;3;3;3000
30;1;4;4;1500
31;8;1;6;600
32;1;3;5;1500
33;5;6;3;3000
34;8;5;6;600
35;4;5;6;600
36;3;1;4;1500
37;7;2;6;600
38;3;6;5;1500
39;1;6;3;3000
40;5;2;3;3000
41;8;6;6;600
42;8;6;5;1500
43;5;3;3;3000
44;2;7;5;1500
45;9;4;5;1500
46;3;6;4;1500
47;1;3;4;1500
48;9;1;6;600
49;1;7;3;3000
50;7;1;6;600
51;3;7;4;1500
52;9;8;6;600
53;5;9;5;1500
54;9;4;6;600
55;9;7;6;600
56;2;5;3;3000
57;9;8;6;600
58;9;7;3;3000
59;4;6;3;3000
60;5;6;3;3000
61;3;8;3;3000
62;2;4;3;3000
63;7;5;6;600
64;8;9;3;3000
65;9;1;4;1500
66;4;8;6;600
67;8;5;3;3000
68;8;2;4;1500
69;6;8;4;1500
70;7;3;3;3000
71;9;7;5;1500
72;3;5;4;1500
73;5;7;3;3000
74;2;3;6;600
75;7;4;5;1500
76;2;6;6;600
77;1;4;5;1500
78;6;5;6;600
79;9;7;4;1500
80;7;4;4;1500
81;4;1;5;1500
82;1;5;6;600
83;6;9;5;1500
84;5;7;4;1500
85;2;9;3;3000
86;4;9;3;3000
87;6;5;5;1500
88;8;9;5;1500
89;8;9;5;1500
90;3;5;4;1500
91;6;5;5;1500
92;7;2;4;1500
93;6;1;6;600
94;9;1;3;3000
95;1;2;5;1500
96;4;5;4;1500
97;8;9;3;3000
98;1;7;4;1500
99;6;9;6;600
100;6;3;6;600
101;4;7;4;1500
102;4;9;3;3000
103;6;9;3;3000
104;3;9;4;1500
105;8;3;4;1500
106;3;2;6;600
107;2;8;5;1500
108;9;4;5;1500
109;3;1;6;600
110;6;8;3;3000
111;7;2;5;1500
112;5;2;5;1500
113;2;3;5;1500
114;1;6;3;3000
115;9;3;4;1500
116;4;8;5;1500
117;8;4;4;1500
118;1;6;6;600
119;8;9;5;1500
120;4;2;5;1500
121;5;2;5;1500
122;9;4;6;600
123;8;5;5;1500
124;1;4;6;600
125;9;6;3;3000
126;9;7;5;1500
127;1;7;3;3000
128;4;3;3;3000
129;1;3;4;1500
130;9;2;5;1500
131;8;7;3;3000
132;8;9;3;3000
133;3;8;5;1500
134;2;1;5;1500
135;3;9;6;600
136;7;2;3;3000
137;2;7;6;600
138;3;5;5;1500
139;7;8;5;1500
140;3;9;3;3000
141;8;6;5;1500
142;9;3;5;1500
143;2;1;4;1500
144;3;5;3;3000
145;5;2;6;600
146;5;1;4;1500
147;4;1;6;600
148;5;1;4;1500
149;5;1;3;3000
150;1;3;3;3000
151;5;8;4;1500
152;5;4;6;600
153;5;1;3;3000
154;1;7;3;3000
155;4;6;5;1500
156;9;6;5;1500
157;6;7;6;600
158;2;3;3;3000
159;5;1;4;1500
160;4;7;6;600
161;1;3;5;1500
162;9;8;6;600
163;5;4;6;600
164;4;8;6;600
165;9;3;3;3000
166;4;7;3;3000
167;3;1;6;600
168;6;9;5;1500
169;3;1;5;1500
170;3;8;4;1500
171;7;2;4;1500
172;1;7;6;600
173;5;9;3;3000
174;2;6;3;3000
175;7;3;5;1500
176;6;5;6;600
177;8;4;3;3000
178;6;2;4;1500
179;6;1;4;1500
180;9;5;6;600
181;5;6;5;1500
182;6;8;3;3000
183;3;7;6;600
184;2;9;3;3000
185;4;6;3;3000
186;3;6;3;3000
187;5;9;3;3000
188;6;9;5;1500
189;2;8;6;600
190;2;3;6;600
191;2;9;4;1500
192;1;2;6;600
193;3;1;4;1500
194;7;8;5;1500
195;7;3;5;1500
196;8;3;5;1500
197;3;9;3;3000
198;8;4;4;1500
199;3;4;4;1500
200;3;9;3;3000
201;1;2;6;600
202;4;9;4;1500
203;1;7;6;600
204;5;1;5;1500
205;8;4;5;1500
206;8;1;3;3000
207;6;1;6;600
208;3;2;3;3000
209;7;2;4;1500
210;3;7;4;1500
211;5;9;6;600
212;9;2;5;1500
213;3;1;4;1500
214;9;1;5;1500
215;5;2;5;1500
216;2;5;5;1500
217;9;6;3;3000
218;3;6;4;1500
219;2;6;4;1500
220;3;1;3;3000
221;5;6;5;1500
222;3;6;5;1500
223;6;4;3;3000
224;7;6;3;3000
225;7;8;4;1500
226;7;8;5;1500
227;6;9;3;3000
228;6;1;5;1500
229;4;7;6;600
230;6;8;4;1500
231;5;4;4;1500
232;8;3;6;600
233;9;7;6;600
234;8;1;5;1500
235;8;2;4;1500
236;4;5;5;1500
237;7;9;5;1500
238;8;3;3;3000
239;3;1;3;3000
240;5;3;5;1500
241;3;6;3;3000
242;8;3;5;1500
243;1;7;3;3000
244;6;4;6;600
245;7;4;5;1500
246;6;1;4;1500
247;1;4;5;1500
248;1;2;6;600
249;4;3;5;1500
250;3;9;3;3000
251;8;3;3;3000
252;5;2;6;600
253;9;6;5;1500
254;6;5;6;600
255;8;9;3;3000
256;1;7;6;600
257;3;6;6;600
258;2;6;6;600
259;4;5;4;1500
260;1;2;4;1500
261;5;3;3;3000
262;1;4;5;1500
263;6;7;3;3000
264;6;2;5;1500
265;7;8;5;1500
266;1;3;4;1500
267;2;3;6;600
268;5;2;4;1500
269;3;6;6;600
270;4;1;5;1500
271;8;3;4;1500
272;2;1;6;600
273;4;6;6;600
274;2;8;6;600
275;8;4;4;1500
276;5;8;5;1500
277;2;8;3;3000
278;9;3;5;1500
279;4;1;3;3000
280;4;9;6;600
281;6;2;6;600
282;4;3;5;1500
283;8;7;3;3000
284;7;3;5;1500
285;8;9;3;3000
286;4;8;5;1500
287;2;5;6;600
288;9;6;6;600
289;3;9;4;1500
290;4;5;6;600
291;7;2;3;3000
292;9;8;5;1500
293;4;1;3;3000
294;4;3;6;600
295;9;7;3;3000
296;8;9;6;600
297;4;2;6;600
298;3;4;3;3000
299;8;6;6;600
300;2;5;6;600
301;2;3;6;600
302;6;4;4;1500
303;7;4;3;3000
304;5;3;4;1500
305;3;1;5;1500
306;2;5;3;3000
307;1;5;3;3000
308;2;8;6;600
309;6;2;3;3000
310;5;3;5;1500
311;9;7;4;1500
312;2;1;4;1500
313;8;6;5;1500
314;7;8;4;1500
315;8;1;5;1500
316;1;5;4;1500
317;8;6;6;600
318;2;1;5;1500
319;7;4;5;1500
320;1;9;4;1500
321;4;8;3;3000
322;3;4;6;600
323;2;7;3;3000
324;1;5;3;3000
325;7;4;4;1500
326;4;7;5;1500
327;1;3;5;1500
328;5;9;4;1500
329;4;5;5;1500
330;7;2;5;1500
331;7;8;5;1500
332;3;6;6;600
333;9;8;3;3000
334;7;4;5;1500
335;6;8;6;600
336;7;6;4;1500
337;6;8;5;1500
338;2;1;5;1500
339;9;8;4;1500
340;2;8;6;600
341;2;3;4;1500
342;3;1;3;3000
343;3;1;3;3000
344;3;4;4;1500
345;5;7;4;1500
346;6;2;5;1500
347;8;9;5;1500
348;3;9;3;3000
349;9;7;5;1500
350;6;9;6;600
351;7;3;3;3000
352;8;4;6;600
353;2;9;5;1500
354;9;2;6;600
355;5;9;6;600
356;1;5;4;1500
357;2;7;6;600
358;7;8;6;600
359;2;6;3;3000
360;3;9;5;1500
361;5;2;6;600
362;9;1;5;1500
363;2;5;6;600
364;3;8;4;1500
365;4;3;6;600
366;4;5;6;600
367;6;2;5;1500
368;8;6;6;600
369;6;9;3;3000
370;1;3;5;1500
371;6;5;5;1500
372;8;2;6;600
373;2;3;3;3000
374;1;2;6;600
375;1;9;6;600
376;6;7;6;600
377;9;5;6;600
378;5;9;3;3000
379;1;7;6;600
380;6;1;3;3000
381;9;3;5;1500
382;5;1;5;1500
383;7;5;6;600
384;3;4;5;1500
385;9;4;5;1500
386;4;1;4;1500
387;7;1;4;1500
388;8;5;5;1500
389;6;8;5;1500
390;5;3;3;3000
391;1;2;4;1500
392;9;6;4;1500
393;9;8;5;1500
394;3;1;5;1500
395;5;8;3;3000
396;6;4;4;1500
397;3;8;5;1500
398;6;5;6;600
399;3;7;4;1500
400;1;7;3;3000
401;1;4;6;600
402;6;8;4;1500
403;3;7;5;1500
404;4;3;5;1500
405;8;4;4;1500
406;5;6;6;600
407;8;1;6;600
408;2;3;4;1500
409;8;9;5;1500
410;6;1;3;3000
411;9;2;3;3000
412;2;7;6;600
413;1;4;5;1500
414;9;1;5;1500
415;8;5;6;600
416;8;3;4;1500
417;4;9;6;600
418;4;2;3;3000
419;5;2;4;1500
420;6;3;4;1500
421;9;4;5;1500
422;8;7;5;1500
423;6;8;3;3000
424;4;2;3;3000
425;2;8;4;1500
426;8;6;3;3000
427;7;8;6;600
428;8;1;3;3000
429;6;4;6;600
430;6;5;5;1500
431;6;3;5;1500
432;4;6;4;1500
433;2;4;6;600
434;3;8;5;1500
435;8;5;5;1500
436;8;5;4;1500
437;5;1;5;1500
438;2;1;4;1500
439;4;7;6;600
440;3;1;4;1500
441;3;4;3;3000
442;1;8;4;1500
443;9;6;4;1500
444;9;6;5;1500
445;3;2;3;3000
446;7;5;3;3000
447;9;4;6;600
448;1;7;5;1500
449;3;6;4;1500
450;7;9;5;1500
451;8;2;4;1500
452;3;1;3;3000
453;6;7;4;1500
454;6;7;3;3000
455;5;7;5;1500
