index;source;destination;slots;max_length
1;6;5;4;1500
2;4;1;5;1500
3;3;7;5;1500
4;8;2;3;3000
5;1;2;3;3000
6;4;3;5;1500
7;1;4;5;1500
8;7;8;3;3000
9;1;3;3;3000
10;9;5;5;1500
11;7;2;4;1500
12;8;2;3;3000
13;5;9;6;600
14;1;7;6;600
15;9;7;4;1500
16;2;1;5;1500
17;7;9;6;600
18;5;9;6;600
19;3;4;5;1500
20;7;9;3;3000
21;4;8;6;600
22;7;2;6;600
23;1;7;4;1500
24;9;2;3;3000
25;5;8;4;1500
26;8;7;5;1500
27;3;7;5;1500
28;1;6;6;600
29;8;4;5;1500
30;2;9;5;1500
31;4;3;3;3000
32;1;2;3;3000
33;5;3;3;3000
34;2;1;3;3000
35;7;1;6;600
36;9;3;5;1500
37;5;1;3;3000
38;4;2;4;1500
39;8;7;6;600
40;8;9;5;1500
41;9;6;3;3000
42;6;3;3;3000
43;1;5;6;600
44;6;3;3;3000
45;6;5;3;3000
46;9;3;4;1500
47;7;5;3;3000
48;7;5;5;1500
49;3;4;5;1500
50;2;6;5;1500
51;3;7;3;3000
52;4;2;3;3000
53;9;4;6;600
54;3;8;5;1500
55;2;5;3;3000
56;9;4;5;1500
57;4;2;6;600
58;6;5;3;3000
59;1;7;6;600
60;4;7;4;1500
61;6;7;6;600
62;3;1;4;1500
63;4;1;5;1500
64;7;6;4;1500
65;4;9;5;1500
66;1;4;6;600
67;9;7;5;1500
68;4;5;4;1500
69;9;1;5;1500
70;9;3;5;1500
71;7;9;6;600
72;4;8;4;1500
73;8;9;6;600
74;2;6;3;3000
75;5;7;3;3000
76;5;6;3;3000
77;4;7;5;1500
78;2;1;3;3000
79;7;3;6;600
80;7;3;5;1500
81;5;7;5;1500
82;7;6;3;3000
83;2;5;3;3000
84;4;8;3;3000
85;6;9;6;600
86;1;2;5;1500
87;7;3;6;600
88;4;5;4;1500
89;5;2;6;600
90;2;8;3;3000
91;1;6;5;1500
92;3;5;5;1500
93;6;8;3;3000
94;4;5;3;3000
95;4;9;4;1500
96;3;2;5;1500
97;7;2;3;3000
98;8;5;3;3000
99;3;7;3;3000
100;5;1;4;1500
101;4;2;4;1500
102;9;5;5;1500
103;9;1;5;1500
104;3;8;5;1500
105;8;3;3;3000
106;3;4;3;3000
107;4;8;6;600
108;8;7;3;3000
109;5;8;5;1500
110;3;7;5;1500
111;8;6;5;1500
112;3;4;3;3000
113;3;4;4;1500
114;8;3;6;600
115;1;3;5;1500
116;8;7;3;3000
117;4;6;4;1500
118;8;7;5;1500
119;7;2;5;1500
120;4;3;4;1500
121;4;9;5;1500
122;1;3;3;3000
123;3;7;6;600
124;1;5;6;600
125;5;4;5;1500
126;4;7;4;1500
127;9;2;4;1500
128;8;6;3;3000
129;9;8;5;1500
130;6;9;3;3000
131;3;2;3;3000
132;4;3;5;1500
133;7;9;6;600
134;7;1;4;1500
135;3;2;3;3000
136;5;1;5;1500
137;9;1;6;600
138;6;1;6;600
139;9;3;5;1500
140;1;7;5;1500
141;8;7;6;600
142;1;9;4;1500
143;1;6;6;600
144;4;6;3;3000
145;6;5;5;1500
146;6;1;3;3000
147;9;1;5;1500
148;2;7;5;1500
149;3;9;5;1500
150;1;7;6;600
151;7;6;3;3000
152;8;1;4;1500
153;2;3;6;600
154;8;2;5;1500
155;4;5;5;1500
156;5;8;4;1500
157;1;2;6;600
158;5;7;4;1500
159;7;9;4;1500
160;2;8;5;1500
161;9;5;6;600
162;5;4;6;600
163;1;5;3;3000
164;6;4;6;600
165;6;8;6;600
166;7;2;3;3000
167;2;9;6;600
168;8;4;4;1500
169;2;3;3;3000
170;1;9;4;1500
171;9;4;6;600
172;6;2;3;3000
173;9;4;6;600
174;4;6;6;600
175;8;3;3;3000
176;2;1;6;600
177;8;9;5;1500
178;1;5;6;600
179;3;4;4;1500
180;7;4;3;3000
181;3;7;6;600
182;1;8;3;3000
183;4;3;6;600
184;8;6;5;1500
185;9;4;6;600
186;9;3;6;600
187;7;8;6;600
188;7;1;5;1500
189;2;7;3;3000
190;1;4;5;1500
191;1;7;5;1500
192;5;6;5;1500
193;2;8;3;3000
194;8;3;6;600
195;4;3;3;3000
196;2;5;3;3000
197;8;3;6;600
198;9;1;6;600
199;3;8;3;3000
200;7;5;5;1500
201;6;4;4;1500
202;3;2;6;600
203;8;3;4;1500
204;8;7;5;1500
205;1;2;6;600
206;2;7;3;3000
207;5;9;3;3000
208;8;6;6;600
209;3;8;3;3000
210;6;5;6;600
211;1;5;5;1500
212;3;1;4;1500
213;6;7;6;600
214;5;7;5;1500
215;6;7;5;1500
216;5;9;4;1500
217;8;9;5;1500
218;1;2;3;3000
219;2;3;5;1500
220;7;1;6;600
221;7;6;4;1500
222;6;2;6;600
223;4;1;4;1500
224;3;2;6;600
225;3;6;6;600
226;3;4;5;1500
227;7;4;3;3000
228;5;1;6;600
229;1;4;6;600
230;7;5;5;1500
231;4;8;5;1500
232;7;1;5;1500
233;2;6;3;3000
234;8;5;4;1500
235;7;9;4;1500
236;3;4;5;1500
237;8;4;4;1500
238;1;4;6;600
239;8;2;6;600
240;9;4;4;1500
241;5;2;4;1500
242;2;1;4;1500
243;4;2;5;1500
244;5;2;4;1500
245;6;7;5;1500
246;1;2;3;3000
247;4;8;4;1500
248;5;1;5;1500
249;7;9;4;1500
250;3;8;3;3000
251;8;9;5;1500
252;5;9;3;3000
253;4;1;5;1500
254;2;1;3;3000
255;4;8;5;1500
256;7;9;5;1500
257;1;6;4;1500
258;2;3;5;1500
259;5;6;4;1500
260;2;1;4;1500
261;5;4;3;3000
262;2;4;6;600
263;7;1;5;1500
264;3;6;4;1500
265;8;1;4;1500
266;6;8;4;1500
267;9;3;6;600
268;1;7;4;1500
269;3;5;4;1500
270;7;6;6;600
271;6;2;3;3000
272;3;7;6;600
273;7;1;5;1500
274;2;3;6;600
275;3;2;5;1500
276;2;7;6;600
277;6;2;4;1500
278;3;8;4;1500
279;4;3;4;1500
280;6;1;4;1500
281;6;9;3;3000
282;1;7;5;1500
283;1;5;6;600
284;8;7;6;600
285;3;1;5;1500
286;9;5;6;600
287;9;3;6;600
288;3;2;3;3000
289;7;6;3;3000
290;4;5;6;600
291;2;1;6;600
292;4;6;5;1500
293;7;5;4;1500
294;7;8;4;1500
295;4;3;4;1500
296;2;8;3;3000
297;3;4;6;600
298;7;4;5;1500
299;3;6;5;1500
300;1;7;6;600
301;7;6;3;3000
302;1;8;5;1500
303;5;2;5;1500
304;2;5;5;1500
305;1;5;3;3000
306;4;6;6;600
307;3;8;4;1500
308;2;6;5;1500
309;9;8;4;1500
310;2;4;6;600
311;1;2;3;3000
312;8;6;5;1500
313;4;5;4;1500
314;8;2;6;600
315;6;5;3;3000
316;5;3;3;3000
317;9;5;4;1500
318;3;7;4;1500
319;7;3;3;3000
320;5;2;3;3000
321;6;8;5;1500
322;9;8;5;1500
