index;source;destination;slots;max_length
1;3;8;6;600
2;5;4;6;600
3;3;8;3;3000
4;5;1;5;1500
5;7;6;3;3000
6;5;3;3;3000
7;2;5;5;1500
8;5;7;3;3000
9;2;3;5;1500
10;1;9;3;3000
11;3;1;5;1500
12;8;9;4;1500
13;8;2;3;3000
14;1;2;6;600
15;6;4;4;1500
16;4;1;3;3000
17;3;1;6;600
18;3;8;6;600
19;8;2;5;1500
20;4;1;5;1500
21;1;7;5;1500
22;6;3;3;3000
23;1;7;4;1500
24;7;8;3;3000
25;6;4;6;600
26;6;9;4;1500
27;1;3;4;1500
28;9;7;5;1500
29;5;8;3;3000
30;4;5;3;3000
31;7;6;5;1500
32;1;5;5;1500
33;6;8;5;1500
34;9;6;3;3000
35;3;2;5;1500
36;1;2;3;3000
37;5;8;3;3000
38;9;7;3;3000
39;4;9;6;600
40;9;2;4;1500
41;7;9;3;3000
42;5;7;3;3000
43;9;4;6;600
44;2;9;6;600
45;7;3;3;3000
46;8;5;4;1500
47;7;2;3;3000
48;4;2;6;600
49;4;5;5;1500
50;7;3;5;1500
51;5;4;5;1500
52;6;1;5;1500
53;9;4;4;1500
54;5;3;6;600
55;2;8;4;1500
56;6;8;4;1500
57;9;3;5;1500
58;1;5;4;1500
59;2;6;6;600
60;7;5;5;1500
61;2;1;3;3000
62;5;3;5;1500
63;3;7;5;1500
64;2;7;6;600
65;5;6;6;600
66;6;2;3;3000
67;4;9;6;600
68;4;8;6;600
69;6;1;3;3000
70;3;6;4;1500
71;9;5;5;1500
72;6;4;5;1500
73;8;1;6;600
74;4;8;4;1500
75;2;7;3;3000
76;2;8;6;600
77;2;1;4;1500
78;2;8;5;1500
79;7;4;3;3000
80;2;6;6;600
81;2;3;6;600
82;4;6;5;1500
83;8;7;3;3000
84;8;5;3;3000
85;5;3;4;1500
86;9;8;4;1500
87;3;8;5;1500
88;5;2;4;1500
89;9;2;6;600
90;3;9;5;1500
91;9;7;3;3000
92;7;5;5;1500
93;9;8;3;3000
94;7;3;6;600
95;1;4;3;3000
96;7;9;5;1500
