index;source;destination;slots;max_length
1;1;7;5;1500
2;9;1;6;600
3;8;2;6;600
4;2;8;4;1500
5;2;3;5;1500
6;4;9;5;1500
7;3;2;4;1500
8;4;8;3;3000
9;8;3;4;1500
10;8;4;6;600
11;9;7;6;600
12;4;6;4;1500
13;3;2;6;600
14;6;1;3;3000
15;4;8;6;600
16;2;4;5;1500
17;5;2;6;600
18;8;9;4;1500
19;2;4;6;600
20;9;5;3;3000
21;9;6;4;1500
22;3;9;6;600
23;9;8;3;3000
24;1;7;3;3000
25;6;3;4;1500
26;8;3;5;1500
27;7;3;4;1500
28;4;1;6;600
29;2;7;4;1500
30;4;2;3;3000
31;2;3;4;1500
32;3;8;6;600
33;9;7;6;600
34;2;3;6;600
35;1;7;6;600
36;4;1;5;1500
37;6;7;5;1500
38;3;7;3;3000
39;8;5;4;1500
40;9;8;5;1500
41;4;1;4;1500
42;8;6;5;1500
43;3;2;3;3000
44;4;2;3;3000
45;3;4;5;1500
46;6;5;4;1500
47;7;5;5;1500
48;6;8;5;1500
49;2;6;3;3000
50;9;1;3;3000
51;1;5;6;600
52;2;1;3;3000
53;1;4;4;1500
54;3;6;4;1500
55;7;5;6;600
56;7;5;5;1500
57;9;4;5;1500
58;8;2;6;600
59;2;8;4;1500
60;1;4;6;600
61;7;6;5;1500
62;3;5;4;1500
63;2;9;5;1500
64;8;3;5;1500
65;1;3;4;1500
66;4;6;4;1500
67;7;5;6;600
68;7;4;3;3000
69;7;6;4;1500
70;1;9;4;1500
71;6;8;3;3000
72;8;5;5;1500
73;6;7;6;600
74;8;6;6;600
75;9;5;5;1500
76;7;4;6;600
77;7;3;6;600
78;4;1;6;600
79;6;2;5;1500
80;5;2;6;600
81;2;6;4;1500
82;6;4;4;1500
83;5;3;5;1500
84;3;2;4;1500
85;4;5;5;1500
86;6;7;3;3000
87;3;5;4;1500
88;4;9;4;1500
89;9;4;6;600
90;8;6;5;1500
91;5;6;3;3000
92;2;3;5;1500
93;4;7;6;600
94;5;1;4;1500
95;7;4;4;1500
96;1;9;5;1500
97;2;5;3;3000
98;5;1;4;1500
99;1;4;4;1500
100;7;4;3;3000
101;7;3;5;1500
102;2;7;3;3000
103;8;4;3;3000
104;3;6;5;1500
105;3;7;5;1500
106;5;3;4;1500
107;7;4;6;600
108;5;9;3;3000
109;7;5;5;1500
110;1;8;5;1500
111;6;7;6;600
112;1;7;6;600
113;8;6;4;1500
114;9;6;4;1500
115;7;9;6;600
116;8;1;6;600
117;8;2;6;600
118;8;9;6;600
119;9;4;5;1500
120;4;8;4;1500
121;1;9;4;1500
122;8;6;5;1500
123;6;2;3;3000
124;6;3;6;600
125;7;4;5;1500
126;8;4;3;3000
127;9;4;6;600
128;8;4;3;3000
129;9;8;5;1500
130;3;8;4;1500
131;8;4;5;1500
132;3;1;5;1500
133;9;7;4;1500
134;4;7;6;600
135;8;6;5;1500
136;3;4;5;1500
137;5;6;6;600
138;6;4;5;1500
139;3;4;5;1500
140;5;4;4;1500
141;1;2;4;1500
142;5;6;6;600
143;6;9;5;1500
144;7;6;6;600
145;5;9;3;3000
146;6;4;4;1500
147;9;7;6;600
148;8;6;6;600
149;4;6;3;3000
150;7;1;4;1500
151;2;6;3;3000
152;3;4;6;600
153;2;7;6;600
154;3;5;4;1500
155;5;2;6;600
156;9;4;4;1500
157;3;2;6;600
158;2;1;3;3000
159;1;7;5;1500
160;9;5;3;3000
161;8;5;6;600
162;4;7;3;3000
163;9;5;5;1500
164;8;5;5;1500
165;2;7;3;3000
166;1;7;3;3000
167;9;8;3;3000
168;8;3;6;600
169;9;1;3;3000
170;1;9;6;600
171;7;8;5;1500
172;1;6;3;3000
173;7;6;5;1500
174;6;2;4;1500
175;6;3;3;3000
176;1;2;6;600
177;1;7;5;1500
178;3;7;5;1500
179;3;4;5;1500
180;5;1;3;3000
181;1;9;6;600
182;9;3;3;3000
183;4;8;6;600
184;7;1;5;1500
185;3;1;4;1500
186;2;1;5;1500
187;5;4;5;1500
188;1;6;3;3000
189;3;7;5;1500
190;4;2;3;3000
191;3;1;4;1500
192;2;1;3;3000
193;4;9;5;1500
194;4;8;6;600
195;9;8;4;1500
196;5;6;5;1500
197;8;5;4;1500
198;6;2;3;3000
199;1;9;5;1500
200;3;8;4;1500
201;3;6;3;3000
202;4;7;6;600
203;7;2;3;3000
204;8;9;3;3000
205;5;9;6;600
206;8;6;6;600
207;2;6;6;600
208;7;8;5;1500
209;6;5;4;1500
210;8;3;3;3000
211;2;5;5;1500
212;1;8;5;1500
213;1;2;5;1500
214;9;1;4;1500
215;1;4;3;3000
216;1;8;4;1500
217;6;7;5;1500
218;6;9;6;600
219;5;6;5;1500
220;6;8;3;3000
221;4;1;6;600
222;6;2;3;3000
223;5;6;6;600
224;1;9;6;600
225;1;7;4;1500
226;8;2;6;600
227;6;3;4;1500
228;2;5;5;1500
229;4;8;3;3000
230;6;3;5;1500
231;7;2;4;1500
232;1;2;6;600
233;6;3;4;1500
234;4;3;6;600
235;6;4;6;600
236;6;8;6;600
237;6;8;6;600
238;1;5;4;1500
239;1;5;6;600
240;4;3;5;1500
241;6;1;4;1500
242;1;7;3;3000
243;7;5;5;1500
244;8;9;4;1500
245;6;4;5;1500
246;9;3;4;1500
247;5;2;6;600
248;7;5;3;3000
249;7;2;3;3000
250;3;2;6;600
251;8;2;3;3000
252;9;8;3;3000
253;3;9;5;1500
254;4;5;4;1500
255;8;1;3;3000
256;6;1;4;1500
257;4;9;3;3000
258;9;7;6;600
259;1;3;4;1500
260;2;6;3;3000
261;9;4;4;1500
262;4;3;5;1500
263;1;6;5;1500
264;1;4;3;3000
265;4;5;6;600
266;4;8;6;600
267;8;9;3;3000
268;9;2;3;3000
269;2;7;5;1500
270;4;9;5;1500
271;5;2;6;600
272;1;6;3;3000
273;9;8;6;600
274;2;8;3;3000
275;1;2;4;1500
276;3;1;3;3000
277;1;7;6;600
278;9;3;5;1500
279;4;5;3;3000
280;9;7;4;1500
281;2;8;4;1500
282;1;3;6;600
283;3;5;4;1500
284;6;8;6;600
285;2;1;3;3000
286;7;3;6;600
287;6;3;6;600
288;1;3;3;3000
289;6;8;3;3000
290;9;2;3;3000
291;4;6;6;600
292;3;9;3;3000
293;7;9;4;1500
294;1;5;6;600
295;9;6;4;1500
296;6;5;4;1500
297;5;2;4;1500
298;9;8;4;1500
299;4;2;4;1500
300;8;9;4;1500
301;8;6;4;1500
302;3;5;4;1500
303;4;7;6;600
304;6;1;3;3000
305;1;5;3;3000
306;5;7;6;600
307;6;3;5;1500
308;2;3;5;1500
309;9;3;5;1500
310;7;5;5;1500
311;3;9;3;3000
312;4;2;6;600
313;9;1;6;600
314;2;4;3;3000
315;8;9;5;1500
316;4;6;5;1500
317;7;3;5;1500
318;3;6;4;1500
319;6;2;4;1500
320;8;1;4;1500
321;5;3;6;600
322;7;6;4;1500
323;3;9;6;600
324;4;2;3;3000
325;7;3;3;3000
326;2;9;5;1500
327;5;3;6;600
328;6;8;5;1500
329;9;5;6;600
330;6;3;4;1500
331;2;6;3;3000
332;8;3;3;3000
333;1;7;5;1500
334;5;2;5;1500
335;8;9;5;1500
336;1;2;3;3000
337;3;6;3;3000
338;2;8;6;600
339;2;9;6;600
340;5;9;5;1500
341;3;1;6;600
342;4;3;3;3000
343;1;6;4;1500
344;3;8;4;1500
345;9;6;3;3000
346;1;8;6;600
347;6;8;3;3000
348;4;1;5;1500
349;4;6;6;600
350;7;3;3;3000
351;3;5;4;1500
352;4;9;4;1500
353;5;1;6;600
354;5;9;4;1500
355;8;9;6;600
356;1;8;6;600
357;5;4;5;1500
358;3;6;6;600
359;1;8;5;1500
360;4;2;3;3000
361;9;7;4;1500
362;9;6;3;3000
363;7;5;6;600
364;5;1;4;1500
365;7;2;6;600
366;1;7;4;1500
367;1;3;6;600
368;7;8;5;1500
369;2;9;5;1500
370;8;1;3;3000
371;5;4;4;1500
372;1;8;4;1500
373;2;9;5;1500
374;8;1;6;600
375;8;9;6;600
376;9;8;3;3000
377;3;8;6;600
378;4;5;4;1500
379;9;7;4;1500
380;6;5;5;1500
381;1;3;6;600
382;4;9;4;1500
383;8;7;5;1500
384;1;9;3;3000
385;6;2;6;600
386;5;7;6;600
387;8;6;4;1500
388;4;7;3;3000
389;9;4;4;1500
390;8;7;5;1500
391;5;1;4;1500
392;9;4;6;600
393;2;6;5;1500
394;8;7;4;1500
395;3;5;6;600
396;1;3;6;600
397;7;9;4;1500
398;2;9;5;1500
399;6;1;5;1500
400;7;6;4;1500
401;6;5;4;1500
402;8;2;3;3000
403;6;5;5;1500
404;2;1;4;1500
405;3;6;3;3000
406;5;6;4;1500
407;7;9;4;1500
408;5;9;4;1500
409;7;8;5;1500
410;7;3;5;1500
411;7;4;4;1500
412;1;2;4;1500
413;9;4;6;600
414;8;6;6;600
415;4;9;5;1500
416;5;4;3;3000
417;9;1;5;1500
418;2;9;6;600
419;1;5;4;1500
420;6;3;3;3000
421;7;6;4;1500
422;2;7;3;3000
423;2;9;4;1500
424;9;3;5;1500
425;4;7;4;1500
426;6;5;6;600
427;8;9;5;1500
428;2;6;6;600
429;6;9;5;1500
430;3;6;4;1500
431;2;9;5;1500
432;6;7;5;1500
433;8;3;6;600
434;5;1;6;600
435;4;6;4;1500
436;2;7;6;600
437;1;9;4;1500
438;2;3;3;3000
439;6;2;5;1500
440;5;1;6;600
441;1;9;3;3000
442;9;1;5;1500
443;8;5;5;1500
444;3;9;5;1500
445;9;8;4;1500
446;1;4;6;600
447;5;6;3;3000
448;9;8;4;1500
449;3;5;4;1500
450;4;9;4;1500
451;6;9;3;3000
452;3;6;4;1500
453;5;7;6;600
454;1;4;3;3000
455;3;5;5;1500
456;8;5;6;600
457;6;9;4;1500
458;8;4;4;1500
459;1;5;3;3000
460;4;2;4;1500
461;4;1;6;600
462;6;7;6;600
463;5;3;6;600
464;4;6;6;600
465;6;2;5;1500
466;6;9;5;1500
467;7;6;6;600
468;1;8;6;600
469;2;8;4;1500
470;9;5;4;1500
471;3;4;5;1500
472;9;6;5;1500
473;2;9;3;3000
474;8;4;3;3000
475;5;4;5;1500
476;4;5;4;1500
477;7;4;6;600
478;5;4;6;600
479;2;5;5;1500
480;6;9;5;1500
481;8;2;3;3000
482;1;6;4;1500
483;8;1;3;3000
484;2;4;5;1500
485;1;7;5;1500
486;9;7;4;1500
487;7;2;3;3000
488;1;3;3;3000
489;2;7;4;1500
490;2;9;3;3000
491;8;4;4;1500
492;4;5;5;1500
493;7;5;5;1500
494;8;6;3;3000
495;4;6;3;3000
496;7;4;4;1500
497;1;3;6;600
498;9;8;4;1500
499;4;2;5;1500
500;5;1;4;1500
501;4;5;6;600
502;2;9;4;1500
503;4;6;3;3000
504;2;6;3;3000
505;8;3;4;1500
506;7;8;6;600
507;4;7;5;1500
508;3;9;6;600
509;7;9;4;1500
510;9;4;6;600
511;1;3;4;1500
512;9;1;3;3000
513;4;7;6;600
514;9;1;3;3000
515;8;2;3;3000
516;6;9;3;3000
517;5;6;6;600
518;9;7;4;1500
519;2;7;4;1500
520;6;8;4;1500
521;3;5;5;1500
522;6;9;6;600
523;6;5;4;1500
524;9;5;4;1500
525;9;5;6;600
526;2;4;4;1500
527;4;2;6;600
528;6;8;6;600
529;6;5;3;3000
530;3;2;5;1500
531;2;5;4;1500
532;9;3;5;1500
533;1;4;4;1500
534;6;5;6;600
535;5;6;3;3000
536;2;3;6;600
537;5;7;5;1500
538;9;1;6;600
539;5;6;3;3000
540;2;4;3;3000
541;3;1;4;1500
542;3;4;6;600
543;8;7;6;600
544;3;6;3;3000
545;1;4;6;600
546;6;5;4;1500
547;6;9;3;3000
548;3;2;5;1500
549;9;1;3;3000
550;9;2;5;1500
551;7;6;5;1500
552;2;1;5;1500
553;7;3;3;3000
554;4;1;3;3000
555;7;6;6;600
556;5;9;6;600
557;8;7;6;600
558;2;7;5;1500
559;5;3;6;600
560;6;7;6;600
561;1;4;4;1500
562;2;5;6;600
563;8;1;5;1500
564;4;1;3;3000
565;6;1;6;600
566;1;8;4;1500
567;7;8;6;600
568;6;3;4;1500
569;5;4;4;1500
570;7;8;3;3000
571;2;1;3;3000
572;8;5;3;3000
573;6;4;6;600
574;1;6;3;3000
575;9;5;3;3000
576;3;7;4;1500
577;1;6;6;600
578;7;2;5;1500
579;5;6;4;1500
580;1;9;3;3000
581;7;2;4;1500
582;3;6;4;1500
583;4;8;5;1500
584;8;9;5;1500
585;5;3;3;3000
586;3;8;3;3000
587;9;5;3;3000
588;3;4;5;1500
589;9;5;4;1500
590;7;3;3;3000
591;5;4;6;600
592;6;9;4;1500
593;6;7;3;3000
594;7;9;6;600
595;9;2;5;1500
596;2;1;6;600
597;5;9;6;600
598;8;9;6;600
599;1;4;3;3000
600;7;5;4;1500
601;2;7;4;1500
602;9;1;4;1500
603;4;1;4;1500
604;5;7;3;3000
605;1;3;6;600
606;3;6;5;1500
607;5;4;6;600
608;5;8;3;3000
609;5;6;4;1500
610;7;9;5;1500
611;9;2;6;600
612;2;9;5;1500
613;4;3;3;3000
614;1;3;3;3000
615;3;5;5;1500
616;4;5;4;1500
617;8;6;4;1500
618;6;7;4;1500
619;2;3;5;1500
620;3;5;5;1500
621;3;7;4;1500
622;8;5;6;600
623;7;2;3;3000
624;3;9;6;600
625;8;1;3;3000
626;3;5;5;1500
627;8;1;5;1500
628;7;4;3;3000
629;7;8;5;1500
630;9;5;4;1500
631;3;5;6;600
632;5;1;5;1500
633;1;8;4;1500
634;3;8;3;3000
635;2;7;4;1500
636;9;7;6;600
637;8;3;6;600
638;1;5;5;1500
639;3;8;4;1500
640;2;1;4;1500
641;8;2;5;1500
642;9;7;6;600
643;3;5;6;600
644;7;9;6;600
645;2;3;5;1500
646;7;5;6;600
647;5;1;4;1500
648;6;9;4;1500
649;1;8;4;1500
650;8;6;4;1500
651;5;3;5;1500
652;3;6;4;1500
653;8;7;6;600
654;3;9;5;1500
655;9;7;4;1500
656;7;3;4;1500
657;8;7;3;3000
658;6;8;3;3000
659;9;1;4;1500
660;5;2;5;1500
661;4;7;5;1500
662;7;4;3;3000
663;3;1;5;1500
664;3;2;4;1500
665;3;6;6;600
666;8;9;3;3000
667;3;7;5;1500
668;9;5;6;600
669;8;9;5;1500
670;5;8;6;600
671;5;6;4;1500
672;4;8;5;1500
673;2;4;4;1500
674;8;1;3;3000
675;3;8;6;600
676;1;6;4;1500
677;9;4;5;1500
678;9;6;6;600
679;7;3;3;3000
680;9;8;4;1500
681;7;2;6;600
682;4;3;4;1500
683;7;3;6;600
684;6;9;6;600
685;1;6;6;600
686;2;7;6;600
687;4;5;3;3000
688;5;8;6;600
689;2;1;5;1500
690;6;5;3;3000
691;8;7;6;600
692;9;6;3;3000
693;1;8;4;1500
694;4;8;4;1500
695;2;4;4;1500
696;6;2;3;3000
697;3;4;3;3000
698;8;4;4;1500
699;3;7;6;600
700;3;4;4;1500
701;1;9;6;600
702;4;5;6;600
703;1;4;5;1500
704;9;1;3;3000
705;6;1;4;1500
706;1;7;4;1500
707;1;6;4;1500
708;3;6;4;1500
709;3;7;6;600
710;7;1;4;1500
711;8;9;3;3000
712;7;1;6;600
713;6;5;3;3000
714;4;1;6;600
715;3;5;3;3000
716;6;3;5;1500
717;1;4;5;1500
718;9;4;5;1500
719;3;5;5;1500
720;9;3;6;600
721;1;4;4;1500
722;6;7;4;1500
723;5;1;6;600
724;9;4;6;600
725;4;2;6;600
726;8;4;5;1500
727;9;2;5;1500
728;9;5;5;1500
729;5;1;5;1500
730;9;3;6;600
731;7;6;6;600
732;9;7;5;1500
733;6;8;3;3000
734;2;6;4;1500
735;4;5;3;3000
736;8;2;4;1500
737;5;9;3;3000
738;9;2;5;1500
739;1;9;6;600
740;9;7;6;600
741;9;6;3;3000
742;6;4;5;1500
743;2;1;5;1500
744;3;9;3;3000
745;6;4;3;3000
746;5;7;5;1500
747;6;7;4;1500
748;4;7;4;1500
749;7;3;6;600
750;1;9;4;1500
751;3;5;4;1500
752;1;8;3;3000
753;5;1;3;3000
754;9;7;6;600
755;3;9;6;600
756;4;7;5;1500
757;8;3;5;1500
758;9;6;4;1500
759;2;1;5;1500
760;3;6;5;1500
761;9;1;5;1500
762;6;2;4;1500
763;2;3;4;1500
764;9;5;3;3000
765;7;8;4;1500
766;6;5;3;3000
767;2;6;4;1500
768;7;9;6;600
769;7;4;4;1500
770;1;2;5;1500
771;2;8;3;3000
772;5;2;4;1500
773;1;2;6;600
774;9;7;6;600
775;9;2;6;600
776;3;9;6;600
777;3;8;3;3000
778;5;4;3;3000
779;1;3;3;3000
780;4;6;4;1500
781;7;3;3;3000
782;5;6;3;3000
783;6;5;5;1500
784;3;7;6;600
785;9;5;6;600
786;8;2;3;3000
787;2;3;4;1500
788;7;5;6;600
789;9;2;3;3000
790;7;1;3;3000
791;4;9;6;600
792;4;3;3;3000
793;7;2;3;3000
794;4;2;3;3000
795;9;1;4;1500
796;2;5;4;1500
797;7;1;4;1500
798;3;9;3;3000
799;5;2;3;3000
800;1;2;4;1500
801;5;4;4;1500
802;6;9;6;600
803;7;4;6;600
804;7;1;3;3000
805;5;7;6;600
806;1;3;5;1500
807;5;9;3;3000
808;2;8;6;600
809;4;9;3;3000
810;3;2;4;1500
811;3;4;4;1500
812;4;6;3;3000
813;7;5;4;1500
814;1;5;6;600
