index;source;destination;slots;max_length
1;8;9;5;1500
2;7;9;3;3000
3;1;2;3;3000
4;7;3;5;1500
5;3;5;5;1500
6;6;7;5;1500
7;7;9;6;600
8;9;3;3;3000
9;3;9;6;600
10;2;5;3;3000
11;4;3;5;1500
12;6;7;3;3000
13;8;4;6;600
14;9;8;6;600
15;5;9;6;600
16;2;6;4;1500
17;2;4;6;600
18;1;3;6;600
19;2;1;3;3000
20;8;6;3;3000
21;4;3;3;3000
22;5;8;3;3000
23;6;2;6;600
24;7;6;6;600
25;5;9;3;3000
26;1;2;5;1500
27;7;3;5;1500
28;7;8;6;600
29;7;2;6;600
30;4;2;5;1500
31;7;9;6;600
32;3;2;5;1500
33;2;4;4;1500
34;5;1;3;3000
35;1;9;4;1500
36;6;8;5;1500
37;8;3;3;3000
38;3;5;4;1500
39;2;1;4;1500
40;4;6;4;1500
41;7;2;4;1500
42;3;2;4;1500
43;9;8;4;1500
44;7;5;3;3000
45;1;4;6;600
46;9;1;3;3000
47;5;8;5;1500
48;7;4;4;1500
49;6;4;6;600
50;3;4;5;1500
51;6;8;3;3000
52;6;3;5;1500
53;4;1;3;3000
54;9;6;5;1500
55;5;4;3;3000
56;4;9;6;600
57;4;2;3;3000
58;1;4;6;600
59;4;9;4;1500
60;2;9;3;3000
61;8;5;5;1500
62;3;1;5;1500
63;6;7;6;600
64;7;2;5;1500
65;6;9;5;1500
66;2;4;6;600
67;5;9;4;1500
68;1;5;3;3000
69;4;6;3;3000
70;6;9;3;3000
71;9;1;3;3000
72;8;5;3;3000
73;4;3;3;3000
74;6;7;5;1500
75;6;5;6;600
76;3;4;4;1500
77;9;7;3;3000
78;9;5;4;1500
79;7;3;3;3000
80;7;2;6;600
81;1;7;5;1500
82;5;7;4;1500
83;9;3;4;1500
84;4;3;6;600
85;5;1;6;600
86;4;1;3;3000
87;3;7;3;3000
88;3;7;5;1500
89;2;3;5;1500
90;9;7;3;3000
91;6;3;4;1500
92;1;7;4;1500
93;3;9;6;600
94;3;4;6;600
95;4;5;4;1500
96;6;7;5;1500
97;9;3;3;3000
98;9;8;4;1500
99;8;3;4;1500
100;4;1;3;3000
101;7;8;5;1500
102;1;9;4;1500
103;1;2;3;3000
104;5;4;5;1500
105;3;5;6;600
106;4;9;6;600
107;2;7;6;600
108;7;2;4;1500
109;1;2;4;1500
110;9;1;4;1500
111;7;8;5;1500
112;3;5;3;3000
113;2;8;3;3000
114;4;2;4;1500
115;7;3;6;600
116;3;6;4;1500
117;4;1;5;1500
118;3;5;5;1500
119;6;8;5;1500
120;9;3;6;600
121;4;5;5;1500
122;1;4;4;1500
123;5;8;5;1500
124;9;6;5;1500
125;5;1;4;1500
126;6;1;6;600
127;8;6;5;1500
128;7;2;6;600
129;9;3;3;3000
130;9;4;6;600
131;1;5;3;3000
132;3;1;5;1500
133;8;6;6;600
134;2;5;3;3000
135;5;9;3;3000
136;5;3;5;1500
137;7;4;6;600
138;4;1;5;1500
139;2;5;3;3000
140;6;2;5;1500
141;1;2;6;600
142;8;9;3;3000
143;2;4;6;600
144;7;1;3;3000
145;5;4;3;3000
146;6;5;4;1500
147;9;7;3;3000
148;3;4;6;600
149;6;7;5;1500
150;4;5;5;1500
151;7;5;4;1500
152;5;7;4;1500
153;8;3;6;600
154;3;6;3;3000
155;8;9;3;3000
156;9;4;6;600
157;1;2;6;600
158;8;3;3;3000
159;9;1;6;600
160;1;5;6;600
161;7;8;4;1500
162;7;1;6;600
163;5;7;5;1500
164;2;4;3;3000
165;9;1;6;600
166;1;7;6;600
167;5;7;6;600
168;9;8;4;1500
169;8;4;4;1500
170;8;3;6;600
171;9;8;4;1500
172;5;9;3;3000
173;5;8;4;1500
174;6;7;5;1500
175;8;9;3;3000
176;1;7;6;600
177;5;9;5;1500
178;3;6;6;600
179;5;3;4;1500
180;6;4;3;3000
181;5;7;4;1500
182;8;3;5;1500
183;1;4;5;1500
184;8;2;4;1500
185;9;6;6;600
186;5;1;5;1500
187;8;1;6;600
188;9;2;6;600
189;7;5;5;1500
190;9;2;4;1500
191;1;4;5;1500
192;5;6;6;600
193;5;7;3;3000
194;3;9;4;1500
195;5;7;6;600
196;6;9;4;1500
197;6;4;3;3000
198;8;7;4;1500
199;9;8;4;1500
200;1;6;4;1500
201;4;2;3;3000
202;9;5;4;1500
203;3;4;5;1500
204;9;2;3;3000
205;5;8;3;3000
206;5;9;3;3000
207;4;3;3;3000
208;7;9;5;1500
209;9;3;5;1500
210;2;9;4;1500
211;5;1;5;1500
212;8;1;6;600
213;1;2;6;600
214;5;2;5;1500
215;3;2;4;1500
216;2;9;5;1500
217;8;7;5;1500
218;5;6;6;600
219;3;8;6;600
220;9;6;6;600
221;2;1;5;1500
222;1;6;4;1500
223;6;1;6;600
224;9;5;6;600
225;8;9;5;1500
226;8;3;3;3000
227;9;5;5;1500
228;3;8;5;1500
229;6;5;3;3000
230;2;9;6;600
231;4;2;4;1500
232;1;8;6;600
233;4;7;6;600
234;4;1;4;1500
235;1;8;6;600
236;9;4;6;600
237;4;2;4;1500
238;4;2;6;600
