index;source;destination;slots;max_length
1;3;2;3;3000
2;1;2;5;1500
3;4;3;4;1500
4;3;1;5;1500
5;4;5;5;1500
6;4;5;3;3000
7;1;2;4;1500
8;1;2;6;600
9;3;1;5;1500
10;3;2;6;600
11;5;4;6;600
12;5;2;5;1500
13;5;2;6;600
14;4;3;6;600
15;4;2;5;1500
16;2;1;3;3000
17;2;1;4;1500
18;5;4;3;3000
19;3;1;5;1500
20;4;2;3;3000
21;2;1;5;1500
22;1;2;3;3000
23;2;3;6;600
24;5;1;3;3000
25;2;1;6;600
26;3;2;5;1500
27;2;3;6;600
28;2;5;3;3000
29;3;2;5;1500
30;1;2;3;3000
31;3;2;3;3000
32;4;1;4;1500
33;3;4;6;600
34;3;2;6;600
35;4;3;5;1500
36;4;5;3;3000
37;1;2;4;1500
38;4;2;6;600
39;4;2;4;1500
40;5;1;5;1500
41;1;2;6;600
42;1;2;3;3000
43;4;2;5;1500
44;3;1;3;3000
45;4;2;6;600
46;4;2;4;1500
47;3;5;5;1500
48;4;5;6;600
49;5;4;3;3000
50;1;2;3;3000
51;5;4;4;1500
52;4;5;4;1500
53;2;5;6;600
54;1;2;5;1500
55;1;2;4;1500
56;5;3;3;3000
57;2;4;5;1500
58;5;3;6;600
59;2;1;5;1500
60;2;4;3;3000
61;3;2;5;1500
62;4;5;4;1500
63;1;2;5;1500
64;4;5;4;1500
65;4;3;5;1500
66;2;4;3;3000
67;4;2;3;3000
68;1;2;3;3000
69;4;5;4;1500
70;1;2;3;3000
71;2;3;6;600
72;5;4;6;600
73;2;3;5;1500
74;1;2;6;600
75;2;5;3;3000
76;2;5;4;1500
77;3;1;5;1500
78;4;3;3;3000
79;3;5;5;1500
80;3;1;5;1500
81;5;1;5;1500
82;1;2;3;3000
83;1;2;3;3000
84;3;1;4;1500
85;2;3;3;3000
86;2;1;5;1500
87;5;3;4;1500
88;2;4;5;1500
89;2;3;4;1500
90;1;2;4;1500
91;4;3;5;1500
92;3;1;6;600
93;4;1;6;600
94;3;5;6;600
95;5;4;6;600
96;1;2;5;1500
97;1;2;6;600
98;5;2;5;1500
99;4;2;3;3000
100;1;2;3;3000
101;2;3;6;600
102;1;2;6;600
103;5;2;4;1500
104;3;5;3;3000
105;5;4;3;3000
106;3;2;5;1500
107;1;2;6;600
108;1;2;4;1500
109;2;3;3;3000
110;2;1;5;1500
111;1;2;3;3000
112;3;5;6;600
113;5;4;3;3000
114;5;3;4;1500
115;4;2;5;1500
116;3;2;6;600
117;3;1;4;1500
118;2;4;6;600
119;5;2;6;600
120;3;5;6;600
121;2;3;4;1500
122;2;4;5;1500
