index;source;destination;slots;max_length
1;5;2;4;1500
2;1;2;5;1500
3;1;2;6;600
4;1;2;4;1500
5;2;4;5;1500
6;4;5;3;3000
7;2;3;3;3000
8;5;3;3;3000
9;1;2;4;1500
10;2;4;4;1500
11;1;2;5;1500
12;3;4;4;1500
13;3;2;5;1500
14;3;1;5;1500
15;5;1;5;1500
16;1;2;4;1500
17;2;3;6;600
18;3;4;3;3000
19;4;3;3;3000
20;2;1;4;1500
21;5;4;5;1500
22;5;1;4;1500
23;5;4;4;1500
24;1;2;6;600
25;2;5;4;1500
26;2;1;6;600
27;4;5;3;3000
28;3;4;4;1500
29;1;2;4;1500
30;3;2;4;1500
31;1;2;6;600
32;4;5;4;1500
33;2;4;5;1500
34;5;2;5;1500
35;1;2;6;600
36;1;2;3;3000
37;3;4;5;1500
38;3;1;3;3000
39;1;2;6;600
40;4;1;6;600
41;3;2;4;1500
42;2;3;5;1500
43;5;1;3;3000
44;3;5;6;600
45;5;2;4;1500
46;3;5;5;1500
47;1;2;6;600
48;1;2;5;1500
49;5;4;3;3000
50;2;1;5;1500
51;5;2;5;1500
52;2;3;6;600
53;2;3;4;1500
54;2;1;4;1500
55;1;2;3;3000
56;5;2;3;3000
57;1;2;6;600
58;3;4;5;1500
59;5;1;6;600
60;2;5;6;600
61;3;5;3;3000
62;2;5;5;1500
63;4;2;3;3000
64;2;3;4;1500
65;1;2;4;1500
66;5;3;6;600
67;4;2;6;600
68;2;5;3;3000
69;5;2;6;600
70;1;2;4;1500
71;4;5;3;3000
72;2;1;3;3000
73;3;2;3;3000
74;2;3;5;1500
75;1;2;4;1500
76;5;4;6;600
77;3;1;3;3000
78;3;5;6;600
79;3;1;5;1500
80;5;1;6;600
81;3;4;4;1500
82;4;5;5;1500
83;1;2;6;600
84;3;4;6;600
85;2;1;5;1500
86;1;2;6;600
87;5;2;4;1500
88;2;3;5;1500
89;3;2;6;600
90;3;4;3;3000
91;2;4;4;1500
92;1;2;5;1500
93;4;5;5;1500
94;4;5;5;1500
95;1;2;4;1500
96;3;5;3;3000
97;4;5;3;3000
98;4;3;4;1500
99;4;5;6;600
100;2;4;3;3000
101;2;5;5;1500
102;2;4;5;1500
103;2;1;3;3000
104;1;2;5;1500
105;2;3;6;600
106;3;4;4;1500
107;5;1;6;600
108;2;1;3;3000
109;2;1;4;1500
110;5;4;4;1500
111;4;2;4;1500
112;2;5;6;600
113;4;2;4;1500
114;3;5;4;1500
115;1;2;3;3000
116;3;1;4;1500
117;4;1;4;1500
118;1;2;6;600
119;4;5;5;1500
120;5;3;6;600
121;4;5;3;3000
122;5;3;3;3000
123;4;1;3;3000
124;5;4;5;1500
125;5;4;3;3000
126;3;5;3;3000
127;2;5;3;3000
128;4;3;5;1500
129;1;2;4;1500
130;5;4;5;1500
131;3;2;5;1500
132;2;3;3;3000
133;2;5;4;1500
134;4;3;6;600
135;1;2;6;600
136;4;2;3;3000
137;3;4;4;1500
138;5;1;5;1500
139;1;2;6;600
140;3;5;5;1500
141;1;2;3;3000
142;5;2;4;1500
143;2;1;3;3000
144;1;2;5;1500
145;1;2;5;1500
146;3;5;5;1500
147;1;2;5;1500
148;5;4;5;1500
149;3;5;3;3000
150;1;2;5;1500
151;1;2;3;3000
152;2;3;3;3000
153;1;2;3;3000
154;3;4;6;600
155;1;2;6;600
156;2;1;3;3000
157;1;2;5;1500
158;5;3;5;1500
159;4;3;5;1500
160;4;2;5;1500
161;3;5;3;3000
162;4;3;3;3000
163;3;5;5;1500
164;1;2;5;1500
165;2;4;5;1500
166;3;5;4;1500
167;3;4;5;1500
168;5;3;6;600
169;2;3;3;3000
170;2;3;4;1500
171;4;1;6;600
172;5;2;6;600
173;1;2;5;1500
174;1;2;3;3000
175;4;3;6;600
176;3;2;4;1500
177;3;5;3;3000
178;2;1;3;3000
179;4;2;3;3000
180;3;4;6;600
181;4;1;3;3000
182;4;2;4;1500
183;3;5;3;3000
184;5;4;3;3000
185;3;5;3;3000
186;3;5;4;1500
187;5;2;4;1500
188;2;5;4;1500
189;4;5;4;1500
190;2;5;6;600
191;4;2;3;3000
192;3;5;4;1500
193;3;1;5;1500
194;5;4;6;600
195;4;1;3;3000
196;2;3;4;1500
197;3;5;4;1500
198;2;5;5;1500
199;5;1;3;3000
200;5;4;5;1500
201;1;2;4;1500
202;1;2;5;1500
203;1;2;5;1500
204;3;1;5;1500
205;5;4;5;1500
206;2;1;4;1500
207;2;3;5;1500
208;5;4;5;1500
209;4;5;3;3000
210;2;1;6;600
211;3;4;4;1500
212;5;1;4;1500
213;1;2;5;1500
214;2;5;4;1500
215;4;5;3;3000
216;2;3;5;1500
217;1;2;4;1500
218;3;2;4;1500
219;4;1;6;600
220;5;1;3;3000
221;1;2;3;3000
222;3;4;3;3000
223;2;5;5;1500
224;5;4;6;600
225;2;1;4;1500
226;5;4;4;1500
227;3;2;3;3000
228;4;3;5;1500
229;1;2;3;3000
230;1;2;6;600
231;5;3;4;1500
232;2;3;3;3000
233;3;5;6;600
234;1;2;5;1500
235;2;4;3;3000
236;5;4;6;600
237;5;2;4;1500
238;1;2;6;600
239;1;2;4;1500
240;1;2;5;1500
241;4;1;6;600
242;2;5;6;600
243;5;1;5;1500
244;2;1;6;600
245;4;5;3;3000
246;1;2;3;3000
247;3;2;5;1500
248;3;4;4;1500
249;1;2;6;600
250;2;3;5;1500
251;1;2;6;600
252;1;2;5;1500
253;5;2;6;600
254;5;2;5;1500
255;1;2;6;600
256;4;3;4;1500
257;2;1;4;1500
258;2;4;4;1500
259;4;2;5;1500
260;1;2;4;1500
261;2;3;4;1500
262;5;3;3;3000
263;1;2;6;600
264;4;1;6;600
