index;source;destination;slots;max_length
1;5;3;5;1500
2;5;4;5;1500
3;1;2;3;3000
4;5;1;6;600
5;2;4;4;1500
6;1;2;5;1500
7;5;3;4;1500
8;4;5;4;1500
9;2;5;3;3000
10;2;3;5;1500
11;5;4;4;1500
12;5;1;4;1500
13;5;4;4;1500
14;3;5;3;3000
15;3;1;5;1500
16;1;2;5;1500
17;4;2;4;1500
18;1;2;4;1500
19;3;1;3;3000
20;4;1;3;3000
21;2;1;3;3000
22;4;1;5;1500
23;5;4;6;600
24;4;5;5;1500
25;2;5;5;1500
26;3;1;5;1500
27;5;2;4;1500
28;3;4;3;3000
29;2;4;6;600
30;4;1;4;1500
31;3;5;4;1500
32;2;3;5;1500
33;5;4;5;1500
34;2;3;5;1500
35;2;4;5;1500
36;1;2;3;3000
37;2;5;3;3000
38;2;1;5;1500
39;3;2;6;600
40;5;3;5;1500
41;2;3;3;3000
42;2;1;3;3000
43;2;4;4;1500
44;2;3;6;600
45;1;2;3;3000
46;5;4;5;1500
47;5;1;4;1500
48;2;1;5;1500
49;3;5;5;1500
50;4;3;4;1500
51;5;1;5;1500
52;1;2;6;600
53;3;1;6;600
54;3;4;5;1500
55;4;2;3;3000
56;2;4;5;1500
57;4;2;4;1500
58;5;4;5;1500
59;5;3;6;600
60;2;1;6;600
61;4;3;6;600
62;2;3;4;1500
63;4;5;3;3000
64;5;4;3;3000
65;1;2;3;3000
66;1;2;5;1500
67;2;4;6;600
68;1;2;5;1500
69;1;2;3;3000
70;2;3;3;3000
71;5;3;5;1500
72;4;2;4;1500
73;1;2;3;3000
74;1;2;6;600
75;3;5;3;3000
76;1;2;6;600
77;5;3;5;1500
78;5;2;5;1500
79;1;2;4;1500
80;3;1;4;1500
81;3;2;6;600
82;1;2;4;1500
83;1;2;6;600
84;3;1;4;1500
85;5;4;6;600
86;2;4;5;1500
87;5;2;5;1500
88;1;2;6;600
89;2;3;5;1500
90;5;1;4;1500
91;5;4;6;600
92;3;1;3;3000
93;4;5;4;1500
94;5;4;6;600
95;2;5;6;600
96;4;2;6;600
97;3;1;3;3000
98;3;1;6;600
99;3;2;6;600
100;2;3;6;600
101;1;2;3;3000
102;3;5;4;1500
103;4;1;5;1500
104;2;1;4;1500
105;5;2;6;600
106;5;2;5;1500
107;1;2;5;1500
108;3;1;5;1500
109;2;1;5;1500
110;1;2;6;600
111;1;2;5;1500
112;2;5;5;1500
113;4;1;4;1500
114;1;2;3;3000
115;4;1;5;1500
116;5;1;3;3000
117;5;1;6;600
118;5;2;4;1500
119;1;2;6;600
120;1;2;5;1500
121;5;3;6;600
122;5;2;6;600
123;4;1;6;600
124;3;4;3;3000
125;2;1;4;1500
126;5;2;6;600
127;3;4;6;600
128;1;2;6;600
129;4;5;4;1500
130;2;4;3;3000
131;5;4;5;1500
132;5;3;3;3000
133;3;1;6;600
134;4;5;5;1500
135;2;4;5;1500
136;1;2;4;1500
137;5;3;3;3000
138;3;4;5;1500
139;4;2;5;1500
140;1;2;6;600
141;5;1;3;3000
142;2;3;5;1500
143;1;2;6;600
144;2;3;4;1500
145;5;1;6;600
146;2;3;3;3000
147;5;2;6;600
148;4;5;5;1500
149;2;5;3;3000
150;5;4;4;1500
151;3;1;5;1500
152;5;3;3;3000
153;3;4;5;1500
154;5;2;5;1500
155;1;2;6;600
156;4;2;4;1500
157;2;5;6;600
158;1;2;6;600
159;2;1;5;1500
160;4;2;6;600
161;4;5;4;1500
162;5;2;5;1500
163;1;2;5;1500
164;3;1;6;600
165;1;2;3;3000
166;2;1;4;1500
167;2;4;5;1500
168;4;5;3;3000
169;4;3;5;1500
170;2;4;3;3000
171;1;2;5;1500
172;2;4;5;1500
173;4;2;3;3000
174;5;4;6;600
175;4;1;6;600
176;3;5;6;600
177;3;4;4;1500
178;4;3;6;600
179;4;3;4;1500
180;4;2;3;3000
181;4;2;4;1500
182;5;3;6;600
183;5;2;6;600
184;5;4;5;1500
185;5;3;6;600
186;3;1;3;3000
187;4;3;4;1500
188;1;2;3;3000
189;5;2;6;600
190;5;4;3;3000
191;4;5;5;1500
192;1;2;3;3000
193;5;2;6;600
194;2;3;6;600
195;5;2;6;600
196;5;2;3;3000
197;3;2;5;1500
198;4;3;3;3000
199;4;2;4;1500
200;4;5;5;1500
201;3;2;3;3000
202;1;2;4;1500
203;2;1;4;1500
204;5;2;5;1500
205;1;2;6;600
206;4;2;6;600
207;4;5;3;3000
208;4;1;5;1500
209;2;4;3;3000
210;1;2;6;600
211;2;4;4;1500
212;1;2;6;600
213;3;1;5;1500
214;1;2;4;1500
