index;source;destination;slots;max_length
1;1;2;3;3000
2;5;4;3;3000
3;4;2;6;600
4;5;4;4;1500
5;4;3;6;600
6;4;5;5;1500
7;4;1;3;3000
8;5;1;6;600
9;4;2;6;600
10;3;1;4;1500
11;2;5;4;1500
12;2;5;6;600
13;4;5;5;1500
14;1;2;3;3000
15;3;4;6;600
16;3;4;4;1500
17;4;2;5;1500
18;5;4;5;1500
19;5;2;5;1500
20;4;5;5;1500
21;2;3;3;3000
22;1;2;4;1500
23;1;2;6;600
24;1;2;5;1500
25;3;4;4;1500
26;4;1;6;600
27;1;2;4;1500
28;1;2;4;1500
29;2;1;4;1500
30;1;2;4;1500
31;1;2;5;1500
32;5;4;6;600
33;1;2;4;1500
34;2;4;5;1500
35;4;2;5;1500
36;3;5;3;3000
37;4;3;4;1500
38;2;1;6;600
39;4;1;4;1500
40;3;1;4;1500
41;4;2;4;1500
42;4;1;5;1500
43;2;1;6;600
44;4;1;6;600
45;2;4;5;1500
46;2;5;5;1500
47;2;5;3;3000
48;2;4;4;1500
49;2;5;6;600
50;1;2;6;600
51;2;3;3;3000
52;5;1;5;1500
53;3;4;4;1500
54;4;5;4;1500
55;1;2;5;1500
56;5;2;4;1500
57;3;4;6;600
58;4;1;6;600
59;1;2;6;600
60;4;1;6;600
61;2;4;4;1500
62;4;3;3;3000
63;5;3;5;1500
64;4;5;5;1500
65;4;5;6;600
66;4;2;4;1500
67;3;5;6;600
68;4;3;3;3000
69;4;1;4;1500
70;2;1;5;1500
71;3;2;4;1500
72;4;1;4;1500
73;3;5;3;3000
74;3;2;6;600
75;4;1;6;600
76;3;2;4;1500
77;5;1;6;600
78;3;5;6;600
79;5;3;5;1500
80;1;2;4;1500
81;4;1;3;3000
82;3;1;6;600
83;5;4;4;1500
84;1;2;3;3000
85;1;2;5;1500
86;3;1;4;1500
87;5;2;6;600
88;1;2;3;3000
89;4;2;4;1500
90;4;3;4;1500
91;3;2;6;600
92;1;2;4;1500
93;3;4;3;3000
94;2;4;3;3000
95;1;2;4;1500
96;4;5;5;1500
97;3;1;6;600
98;1;2;6;600
99;4;5;4;1500
100;2;1;4;1500
101;4;2;4;1500
102;4;5;3;3000
103;5;4;5;1500
104;1;2;6;600
105;4;5;4;1500
106;4;2;3;3000
107;3;1;6;600
108;1;2;6;600
109;3;1;6;600
110;3;2;6;600
111;1;2;5;1500
112;3;4;5;1500
113;3;4;6;600
