index;source;destination;slots;max_length
1;1;2;4;1500
2;4;1;5;1500
3;5;2;5;1500
4;3;5;4;1500
5;4;2;3;3000
6;4;5;4;1500
7;3;5;6;600
8;4;3;5;1500
9;1;2;3;3000
10;4;5;3;3000
11;2;1;6;600
12;5;4;4;1500
13;5;1;4;1500
14;4;1;6;600
15;1;2;5;1500
16;5;1;5;1500
17;3;4;3;3000
18;4;5;6;600
19;1;2;5;1500
20;2;1;3;3000
21;5;2;6;600
22;3;4;6;600
23;1;2;4;1500
24;5;1;5;1500
25;4;1;5;1500
26;1;2;5;1500
27;2;5;6;600
28;5;2;4;1500
29;1;2;6;600
30;1;2;5;1500
31;4;5;5;1500
32;1;2;4;1500
33;4;3;3;3000
34;1;2;6;600
35;3;5;4;1500
36;2;3;4;1500
37;2;3;4;1500
38;3;4;6;600
39;5;3;5;1500
40;3;5;4;1500
41;3;4;5;1500
42;3;1;3;3000
43;5;1;5;1500
44;1;2;3;3000
45;2;1;4;1500
46;5;1;5;1500
47;1;2;3;3000
48;3;4;5;1500
49;4;5;6;600
50;5;3;3;3000
51;4;5;4;1500
52;2;1;6;600
53;1;2;3;3000
54;3;4;6;600
55;2;5;4;1500
56;2;5;6;600
57;4;5;6;600
58;5;3;4;1500
59;2;1;5;1500
60;2;1;3;3000
61;2;1;5;1500
62;2;5;4;1500
63;5;3;6;600
64;4;5;3;3000
65;1;2;6;600
66;3;1;6;600
67;4;3;5;1500
68;3;1;5;1500
69;2;1;3;3000
70;3;2;4;1500
71;3;2;5;1500
72;2;4;5;1500
73;1;2;6;600
74;1;2;5;1500
75;4;3;3;3000
76;4;2;5;1500
77;5;2;6;600
78;2;3;5;1500
79;4;2;5;1500
80;1;2;5;1500
81;3;5;3;3000
82;5;1;3;3000
83;2;3;4;1500
84;2;3;3;3000
85;1;2;5;1500
86;5;3;5;1500
87;4;1;3;3000
88;5;3;4;1500
89;1;2;3;3000
90;4;1;6;600
91;1;2;5;1500
92;1;2;5;1500
93;5;4;4;1500
94;3;2;3;3000
95;4;3;5;1500
96;1;2;4;1500
97;1;2;3;3000
98;4;5;3;3000
99;5;2;3;3000
100;1;2;5;1500
101;5;4;4;1500
102;2;1;3;3000
103;3;4;6;600
104;2;5;3;3000
105;2;4;4;1500
106;4;3;4;1500
107;4;5;4;1500
108;2;3;6;600
109;4;3;6;600
110;4;2;6;600
111;5;3;5;1500
112;2;4;5;1500
113;4;3;3;3000
114;3;2;3;3000
115;2;5;3;3000
116;5;3;3;3000
117;4;2;6;600
118;2;1;6;600
119;2;4;6;600
120;3;1;6;600
121;1;2;3;3000
122;4;2;6;600
123;2;4;3;3000
124;3;5;6;600
125;3;1;4;1500
126;3;5;6;600
127;3;2;4;1500
128;4;2;6;600
129;5;2;3;3000
130;5;3;6;600
131;2;4;5;1500
132;5;1;3;3000
133;4;2;3;3000
134;3;5;3;3000
135;4;2;6;600
136;2;4;5;1500
137;1;2;4;1500
138;4;2;3;3000
139;3;4;3;3000
140;5;4;3;3000
141;3;5;4;1500
142;3;1;6;600
143;2;4;5;1500
144;3;2;4;1500
145;1;2;3;3000
146;2;5;3;3000
147;3;4;6;600
148;4;3;3;3000
149;1;2;5;1500
150;3;5;6;600
151;2;3;4;1500
152;4;5;5;1500
153;4;3;3;3000
154;2;3;6;600
155;1;2;6;600
156;4;5;5;1500
157;2;5;4;1500
158;2;5;4;1500
159;5;3;3;3000
160;2;3;3;3000
161;3;5;4;1500
162;5;3;6;600
163;1;2;5;1500
164;4;5;3;3000
165;3;2;4;1500
166;1;2;3;3000
167;2;4;6;600
168;2;1;6;600
169;4;5;6;600
170;3;4;3;3000
171;5;3;5;1500
172;5;4;4;1500
173;2;4;3;3000
174;5;4;6;600
175;1;2;4;1500
176;2;4;3;3000
177;3;4;5;1500
178;1;2;3;3000
179;5;3;4;1500
180;5;2;5;1500
181;5;3;5;1500
182;2;4;6;600
183;1;2;5;1500
184;4;5;4;1500
185;3;2;3;3000
186;3;5;6;600
187;4;5;3;3000
188;4;2;4;1500
189;2;3;5;1500
190;2;4;5;1500
191;3;1;3;3000
192;4;2;3;3000
193;5;1;4;1500
194;1;2;5;1500
195;4;2;5;1500
196;3;5;5;1500
197;1;2;3;3000
198;2;1;6;600
199;4;5;5;1500
200;3;1;5;1500
201;3;4;6;600
202;5;2;5;1500
203;5;1;4;1500
204;2;3;4;1500
205;4;3;3;3000
206;3;5;5;1500
207;3;4;3;3000
208;2;3;6;600
209;1;2;3;3000
210;4;5;6;600
211;4;5;5;1500
212;3;4;3;3000
213;5;1;5;1500
214;4;3;6;600
215;2;3;5;1500
216;1;2;4;1500
217;2;5;4;1500
218;5;4;6;600
219;1;2;6;600
220;5;3;5;1500
221;5;3;6;600
222;5;2;6;600
223;1;2;6;600
224;1;2;4;1500
225;1;2;3;3000
226;4;3;6;600
227;2;3;3;3000
228;2;3;4;1500
229;2;4;5;1500
230;5;2;6;600
231;4;5;6;600
232;3;1;3;3000
233;2;1;6;600
234;3;5;3;3000
235;3;4;5;1500
236;3;2;4;1500
237;5;1;5;1500
238;3;1;6;600
239;3;4;3;3000
240;3;4;3;3000
241;3;4;4;1500
242;3;4;6;600
243;5;2;3;3000
244;4;3;3;3000
245;2;4;6;600
246;1;2;3;3000
247;4;5;4;1500
248;4;1;6;600
249;4;2;5;1500
250;5;1;6;600
251;4;3;5;1500
252;5;1;3;3000
253;3;5;3;3000
254;4;3;3;3000
255;2;4;5;1500
256;5;4;5;1500
257;2;1;6;600
258;4;3;5;1500
259;4;2;4;1500
260;1;2;4;1500
261;3;1;5;1500
262;1;2;4;1500
263;4;2;6;600
264;3;5;5;1500
265;2;1;3;3000
266;3;4;4;1500
267;5;3;5;1500
268;5;2;6;600
269;3;4;4;1500
270;2;3;3;3000
271;1;2;6;600
272;2;3;6;600
273;5;2;4;1500
274;3;4;6;600
275;1;2;4;1500
276;2;1;5;1500
277;4;3;6;600
278;5;3;6;600
279;1;2;4;1500
280;3;5;5;1500
281;4;5;3;3000
282;1;2;5;1500
283;5;4;5;1500
284;1;2;5;1500
285;1;2;3;3000
286;4;5;3;3000
287;3;1;5;1500
288;1;2;3;3000
289;5;3;5;1500
290;5;3;3;3000
291;1;2;4;1500
292;3;5;6;600
293;3;4;6;600
294;3;2;6;600
295;3;5;5;1500
296;2;1;4;1500
297;4;3;4;1500
298;4;3;5;1500
299;3;1;3;3000
300;4;1;3;3000
301;1;2;3;3000
302;5;3;3;3000
303;3;5;5;1500
304;5;3;4;1500
305;4;3;4;1500
306;1;2;3;3000
307;3;5;4;1500
308;5;1;5;1500
309;5;3;3;3000
310;2;5;4;1500
311;5;2;4;1500
312;2;4;5;1500
313;3;5;5;1500
314;4;5;5;1500
315;2;1;4;1500
316;5;2;4;1500
317;3;4;3;3000
318;5;2;6;600
319;3;4;6;600
320;3;5;6;600
321;4;5;5;1500
322;1;2;5;1500
323;4;1;4;1500
324;3;2;3;3000
325;4;1;5;1500
326;1;2;4;1500
327;1;2;3;3000
328;5;2;4;1500
329;4;2;4;1500
330;2;3;3;3000
331;1;2;4;1500
332;1;2;6;600
333;3;1;6;600
334;4;1;5;1500
335;1;2;5;1500
336;1;2;6;600
337;5;1;3;3000
338;3;2;5;1500
339;4;2;3;3000
340;5;3;3;3000
341;3;4;6;600
342;1;2;4;1500
343;1;2;3;3000
344;3;5;4;1500
345;1;2;3;3000
346;2;1;4;1500
347;5;3;6;600
348;2;3;3;3000
349;1;2;4;1500
350;4;1;6;600
351;2;5;6;600
352;4;5;3;3000
353;1;2;5;1500
354;1;2;5;1500
355;3;5;3;3000
356;3;1;5;1500
357;1;2;4;1500
358;2;5;5;1500
359;4;5;4;1500
360;4;5;4;1500
361;3;1;6;600
362;4;3;5;1500
363;1;2;4;1500
364;4;5;4;1500
365;2;4;4;1500
366;5;4;5;1500
367;1;2;6;600
368;3;4;6;600
369;2;4;6;600
370;2;3;3;3000
371;5;2;4;1500
372;4;1;3;3000
373;5;1;5;1500
374;2;5;5;1500
375;3;4;6;600
376;5;1;4;1500
377;2;5;4;1500
378;1;2;6;600
379;2;5;6;600
380;1;2;6;600
381;1;2;3;3000
382;3;2;3;3000
383;2;5;6;600
384;5;2;6;600
385;4;3;3;3000
386;5;2;6;600
387;5;1;3;3000
388;2;3;5;1500
389;3;4;4;1500
390;5;4;5;1500
391;4;2;6;600
392;1;2;4;1500
393;2;4;6;600
394;1;2;6;600
395;3;4;4;1500
396;1;2;5;1500
397;5;2;6;600
398;2;3;6;600
399;3;2;3;3000
400;1;2;4;1500
401;3;5;5;1500
402;1;2;6;600
403;5;3;3;3000
404;1;2;5;1500
405;3;1;5;1500
406;1;2;3;3000
407;5;4;6;600
408;1;2;4;1500
409;4;1;6;600
410;4;5;6;600
411;3;1;3;3000
412;2;1;5;1500
413;2;3;5;1500
414;2;4;4;1500
415;4;1;6;600
416;4;3;4;1500
417;1;2;5;1500
418;4;5;4;1500
419;3;1;6;600
